"protein"	"is_antigenic"	"similarity_cluster"	"in_antigenic_cluster"	"selfSimilarity_cluster"	"in_selfAntigenic_cluster"
"NP_301417.1"	0	31112	0	1383	0
"NP_301418.1"	0	31113	0	1384	0
"NP_301419.2"	0	380	0	189	0
"NP_301420.1"	0	381	0	190	0
"NP_301421.1"	0	382	0	191	0
"NP_301422.1"	0	383	0	192	0
"NP_301423.1"	0	384	0	193	0
"NP_301424.1"	0	31114	0	1385	0
"NP_301425.1"	0	385	0	194	0
"NP_301426.1"	0	386	0	195	0
"NP_301427.2"	0	387	0	196	0
"NP_301428.1"	0	31116	0	1387	0
"NP_301429.1"	0	388	0	197	0
"NP_301430.1"	0	389	0	198	0
"NP_301431.1"	0	31117	0	1388	0
"NP_301432.1"	0	390	0	199	0
"NP_301433.1"	0	391	0	200	0
"NP_301434.1"	0	392	0	201	0
"NP_301435.1"	0	393	0	202	0
"NP_301436.1"	0	394	0	203	0
"NP_301437.1"	0	395	0	204	0
"NP_301438.1"	0	31119	0	1390	0
"NP_301439.1"	0	31120	0	1391	0
"NP_301440.1"	0	396	0	205	0
"NP_301441.1"	0	397	0	206	0
"NP_301442.1"	0	398	0	207	0
"NP_301443.1"	0	399	0	208	0
"NP_301444.1"	0	400	0	209	0
"NP_301445.1"	0	31121	0	1392	0
"NP_301446.1"	0	401	0	210	0
"NP_301447.1"	0	402	0	211	0
"NP_301448.1"	0	403	0	212	0
"NP_301449.1"	0	404	0	213	0
"NP_301450.1"	0	31123	0	1394	0
"NP_301451.1"	0	31124	0	1395	0
"NP_301452.1"	0	405	0	214	0
"NP_301453.1"	0	406	0	215	0
"NP_301454.1"	0	407	0	216	0
"NP_301455.2"	0	408	0	217	0
"NP_301456.1"	0	409	0	218	0
"NP_301457.1"	0	31125	0	1396	0
"NP_301458.1"	0	31127	0	1398	0
"NP_301459.1"	0	410	0	219	0
"NP_301460.1"	0	411	0	220	0
"NP_301461.1"	0	412	0	221	0
"NP_301462.1"	0	413	0	222	0
"NP_301463.1"	0	414	0	223	0
"NP_301464.1"	0	415	0	224	0
"NP_301465.1"	0	416	0	225	0
"NP_301466.1"	0	417	0	226	0
"NP_301467.1"	0	418	0	227	0
"NP_301468.1"	0	419	0	228	0
"NP_301469.1"	0	420	0	229	0
"NP_301470.1"	0	421	0	230	0
"NP_301471.1"	0	31129	0	1400	0
"NP_301472.1"	0	422	0	231	0
"NP_301473.1"	0	423	0	232	0
"NP_301474.1"	0	424	0	233	0
"NP_301475.1"	0	425	0	234	0
"NP_301476.1"	0	426	0	235	0
"NP_301477.1"	0	427	0	236	0
"NP_301478.1"	0	428	0	237	0
"NP_301479.1"	0	429	0	238	0
"NP_301480.1"	0	31131	0	1402	0
"NP_301481.1"	0	31132	0	1403	0
"NP_301482.1"	0	430	0	239	0
"NP_301483.1"	0	431	0	240	0
"NP_301484.1"	0	432	0	241	0
"NP_301485.1"	0	31133	0	1404	0
"NP_301486.1"	0	31134	0	1405	0
"NP_301487.1"	0	31135	0	1406	0
"NP_301488.1"	0	31137	0	1408	0
"NP_301489.1"	0	433	0	242	0
"NP_301490.1"	0	31138	0	1409	0
"NP_301491.1"	0	31139	0	1410	0
"NP_301492.1"	0	31140	0	1411	0
"NP_301493.1"	0	434	0	243	0
"NP_301494.1"	0	435	0	244	0
"NP_301495.1"	0	436	0	245	0
"NP_301496.1"	0	437	0	246	0
"NP_301497.1"	0	31141	0	1412	0
"NP_301498.1"	0	438	0	247	0
"NP_301499.1"	0	439	0	248	0
"NP_301500.1"	0	440	0	249	0
"NP_301501.1"	0	441	0	250	0
"NP_301502.1"	0	31142	0	1413	0
"NP_301503.1"	0	442	0	251	0
"NP_301504.1"	0	443	0	252	0
"NP_301505.1"	0	444	0	253	0
"NP_301506.1"	0	445	0	254	0
"NP_301507.1"	0	446	0	255	0
"NP_301508.1"	0	447	0	256	0
"NP_301509.1"	0	448	0	257	0
"NP_301510.1"	0	449	0	258	0
"NP_301511.1"	0	450	0	259	0
"NP_301512.1"	0	451	0	260	0
"NP_301513.1"	0	452	0	261	0
"NP_301514.1"	0	31143	0	1414	0
"NP_301515.1"	0	453	0	262	0
"NP_301516.1"	0	31144	0	1415	0
"NP_301517.1"	0	454	0	263	0
"NP_301518.1"	0	455	0	264	0
"NP_301519.1"	0	456	0	265	0
"NP_301520.1"	0	457	0	266	0
"NP_301521.1"	0	458	0	267	0
"NP_301522.1"	0	31145	0	1416	0
"NP_301523.1"	0	459	0	268	0
"NP_301524.1"	0	460	0	269	0
"NP_301525.1"	0	461	0	270	0
"NP_301526.1"	0	462	0	271	0
"NP_301527.1"	0	31146	0	1417	0
"NP_301528.1"	0	31147	0	1418	0
"NP_301529.1"	0	463	0	272	0
"NP_301530.1"	0	464	0	273	0
"NP_301531.1"	0	465	0	274	0
"NP_301532.1"	0	466	0	275	0
"NP_301533.1"	0	31148	0	1419	0
"NP_301534.1"	0	31149	0	1420	0
"NP_301535.1"	0	467	0	276	0
"NP_301536.1"	0	468	0	277	0
"NP_301537.1"	0	469	0	278	0
"NP_301538.1"	0	31151	0	1422	0
"NP_301539.1"	0	31152	0	1423	0
"NP_301540.1"	0	470	0	279	0
"NP_301541.1"	0	471	0	280	0
"NP_301542.1"	0	472	0	281	0
"NP_301543.1"	0	473	0	282	0
"NP_301544.1"	0	474	0	283	0
"NP_301545.1"	0	475	0	284	0
"NP_301546.1"	0	476	0	285	0
"NP_301547.1"	0	31153	0	1424	0
"NP_301548.1"	0	31154	0	1425	0
"NP_301549.1"	0	31155	0	1426	0
"NP_301550.1"	0	477	0	286	0
"NP_301551.1"	0	31156	0	1427	0
"NP_301552.1"	0	478	0	287	0
"NP_301553.1"	0	31157	0	1428	0
"NP_301554.1"	0	479	0	288	0
"NP_301555.1"	0	480	0	289	0
"NP_301556.1"	0	481	0	290	0
"NP_301557.1"	0	482	0	291	0
"NP_301558.1"	0	483	0	292	0
"NP_301559.1"	0	484	0	293	0
"NP_301560.1"	0	485	0	294	0
"NP_301561.1"	0	486	0	295	0
"NP_301562.1"	0	487	0	296	0
"NP_301563.1"	0	488	0	297	0
"NP_301564.1"	0	489	0	298	0
"NP_301565.1"	0	31158	0	1429	0
"NP_301566.1"	0	490	0	299	0
"NP_301567.1"	0	491	0	300	0
"NP_301568.1"	0	492	0	301	0
"NP_301569.1"	0	31159	0	1430	0
"NP_301570.1"	0	31160	0	1431	0
"NP_301571.1"	0	494	0	302	0
"NP_301572.1"	0	31161	0	1432	0
"NP_301573.1"	0	495	0	303	0
"NP_301574.1"	0	496	0	304	0
"NP_301575.1"	0	497	0	305	0
"NP_301576.1"	0	498	0	306	0
"NP_301577.1"	0	499	0	307	0
"NP_301578.1"	0	500	0	308	0
"NP_301579.1"	0	31162	0	1433	0
"NP_301580.1"	0	501	0	309	0
"NP_301581.1"	0	31163	0	1434	0
"NP_301582.1"	0	502	0	310	0
"NP_301583.1"	0	503	0	311	0
"NP_301584.1"	0	31164	0	1435	0
"NP_301585.1"	0	504	0	312	0
"NP_301586.1"	0	31165	0	1436	0
"NP_301587.1"	0	505	0	313	0
"NP_301588.1"	0	506	0	314	0
"NP_301589.1"	0	507	0	315	0
"NP_301590.1"	0	508	0	316	0
"NP_301591.1"	0	509	0	317	0
"NP_301592.1"	0	510	0	318	0
"NP_301593.1"	0	511	0	319	0
"NP_301594.1"	0	512	0	320	0
"NP_301595.1"	0	513	0	321	0
"NP_301596.1"	0	514	0	322	0
"NP_301597.1"	0	515	0	323	0
"NP_301598.1"	0	516	0	324	0
"NP_301599.1"	0	517	0	325	0
"NP_301600.1"	0	518	0	326	0
"NP_301601.1"	0	31167	0	1438	0
"NP_301602.1"	0	519	0	327	0
"NP_301603.1"	0	520	0	328	0
"NP_301604.1"	0	521	0	329	0
"NP_301605.1"	0	522	0	330	0
"NP_301606.1"	0	523	0	331	0
"NP_301607.1"	0	524	0	332	0
"NP_301608.1"	0	31168	0	1439	0
"NP_301609.1"	0	31169	0	1440	0
"NP_301610.1"	0	525	0	333	0
"NP_301611.1"	0	31170	0	1441	0
"NP_301612.1"	0	526	1	334	0
"NP_301613.1"	0	527	0	335	0
"NP_301614.1"	0	528	1	336	0
"NP_301615.1"	0	529	0	337	0
"NP_301616.2"	0	31171	0	1442	0
"NP_301617.1"	0	530	0	338	0
"NP_301618.1"	0	531	0	339	0
"NP_301619.1"	0	31172	0	1443	0
"NP_301620.1"	0	532	0	340	0
"NP_301621.1"	0	533	0	341	0
"NP_301622.1"	0	534	0	342	0
"NP_301623.1"	0	535	0	343	0
"NP_301624.1"	0	536	0	344	0
"NP_301625.1"	0	537	0	345	0
"NP_301626.1"	0	31173	0	1444	0
"NP_301627.1"	0	538	0	346	0
"NP_301628.1"	0	539	0	347	0
"NP_301629.1"	0	540	0	348	0
"NP_301630.1"	0	541	0	349	0
"NP_301631.1"	0	31175	0	1446	0
"NP_301632.1"	0	542	0	350	0
"NP_301633.1"	0	543	0	351	0
"NP_301634.1"	0	31176	0	1447	0
"NP_301635.1"	0	31177	0	1448	0
"NP_301636.1"	0	31178	0	1449	0
"NP_301637.1"	0	31179	0	1450	0
"NP_301638.1"	0	31180	0	1451	0
"NP_301639.1"	0	544	0	352	0
"NP_301640.1"	0	545	0	353	0
"NP_301641.1"	0	546	0	354	0
"NP_301642.1"	0	547	0	355	0
"NP_301643.1"	0	548	0	356	0
"NP_301644.1"	0	549	0	357	0
"NP_301645.1"	0	550	0	358	0
"NP_301646.1"	0	551	0	359	0
"NP_301647.1"	0	552	0	360	0
"NP_301648.1"	0	553	0	361	0
"NP_301649.1"	0	554	0	362	0
"NP_301650.1"	0	555	0	363	0
"NP_301651.1"	0	31181	0	1452	0
"NP_301652.1"	0	556	0	364	0
"NP_301653.1"	0	557	0	365	0
"NP_301654.1"	0	558	0	366	0
"NP_301655.1"	0	559	0	367	0
"NP_301656.1"	0	560	0	368	0
"NP_301657.1"	0	561	0	369	0
"NP_301658.1"	0	31183	0	1454	0
"NP_301659.1"	0	562	0	370	0
"NP_301660.1"	0	563	0	371	0
"NP_301661.1"	0	564	0	372	0
"NP_301662.1"	0	565	0	373	0
"NP_301663.1"	0	31184	0	1455	0
"NP_301664.1"	0	31185	0	1456	0
"NP_301665.1"	0	566	0	374	0
"NP_301666.1"	0	567	0	375	0
"NP_301667.1"	0	568	0	376	0
"NP_301668.1"	0	569	0	377	0
"NP_301669.1"	0	570	0	378	0
"NP_301670.1"	0	31186	0	1457	0
"NP_301671.1"	0	571	0	379	0
"NP_301672.1"	0	572	0	380	0
"NP_301673.1"	0	573	0	381	0
"NP_301674.1"	0	574	1	382	0
"NP_301675.1"	0	575	0	383	0
"NP_301676.1"	0	31187	0	1458	0
"NP_301677.1"	0	576	0	384	0
"NP_301678.1"	0	577	0	385	0
"NP_301679.1"	0	578	0	386	0
"NP_301680.1"	0	579	0	387	0
"NP_301681.1"	0	580	0	388	0
"NP_301682.1"	0	581	0	389	0
"NP_301683.1"	0	582	0	390	0
"NP_301684.1"	0	583	0	391	0
"NP_301685.1"	0	584	0	392	0
"NP_301686.1"	0	585	0	393	0
"NP_301687.1"	0	586	0	394	0
"NP_301688.1"	0	587	0	395	0
"NP_301689.1"	0	588	0	396	0
"NP_301690.1"	0	31189	0	1460	0
"NP_301691.1"	0	589	0	397	0
"NP_301692.1"	0	31190	0	1461	0
"NP_301693.1"	0	590	0	398	0
"NP_301694.1"	0	591	0	399	0
"NP_301695.1"	0	592	0	400	0
"NP_301696.1"	0	593	0	401	0
"NP_301697.1"	0	594	0	402	0
"NP_301698.1"	0	595	0	403	0
"NP_301699.1"	0	596	0	404	0
"NP_301700.1"	0	597	0	405	0
"NP_301701.1"	0	31192	0	1463	0
"NP_301702.1"	0	31193	0	1464	0
"NP_301703.1"	0	598	0	406	0
"NP_301704.1"	0	599	0	407	0
"NP_301705.1"	0	600	0	408	0
"NP_301706.1"	0	31194	0	1465	0
"NP_301707.1"	0	601	0	409	0
"NP_301708.1"	0	31195	0	1466	0
"NP_301709.1"	0	31196	0	1467	0
"NP_301710.1"	0	31197	0	1468	0
"NP_301711.1"	0	31198	0	1469	0
"NP_301712.1"	0	31199	0	1470	0
"NP_301713.1"	0	31200	0	1471	0
"NP_301714.1"	0	31201	0	1472	0
"NP_301715.1"	0	31202	0	1473	0
"NP_301716.1"	0	31203	0	1474	0
"NP_301717.1"	0	31204	0	1475	0
"NP_301718.1"	0	31205	0	1476	0
"NP_301719.1"	0	31206	0	1477	0
"NP_301720.1"	0	31207	0	1478	0
"NP_301721.1"	0	31208	0	1479	0
"NP_301722.1"	0	31209	0	1480	0
"NP_301723.1"	0	602	0	410	0
"NP_301724.1"	0	31210	0	1481	0
"NP_301725.1"	0	31211	0	1482	0
"NP_301726.1"	0	603	0	411	0
"NP_301727.1"	0	604	0	412	0
"NP_301728.1"	0	605	0	413	0
"NP_301729.1"	0	31212	0	1483	0
"NP_301730.1"	0	606	0	414	0
"NP_301731.1"	0	607	0	415	0
"NP_301732.1"	0	31213	0	1484	0
"NP_301733.1"	0	608	0	416	0
"NP_301734.1"	0	609	0	417	0
"NP_301735.1"	0	31214	0	1485	0
"NP_301736.1"	0	31215	0	1486	0
"NP_301737.1"	0	610	0	418	0
"NP_301738.1"	0	611	0	419	0
"NP_301739.1"	0	612	0	420	0
"NP_301740.1"	0	31217	0	1488	0
"NP_301741.1"	0	31218	0	1489	0
"NP_301742.1"	0	613	0	421	0
"NP_301743.1"	0	31219	0	1490	0
"NP_301744.1"	0	614	0	422	0
"NP_301745.1"	0	31220	0	1491	0
"NP_301746.1"	0	615	0	423	0
"NP_301747.1"	0	31221	0	1492	0
"NP_301748.1"	0	31222	0	1493	0
"NP_301749.1"	0	616	0	424	0
"NP_301750.1"	0	617	0	425	0
"NP_301751.1"	0	618	0	426	0
"NP_301752.1"	0	619	0	427	0
"NP_301753.1"	0	620	0	428	0
"NP_301754.1"	0	31223	0	1494	0
"NP_301755.1"	0	621	0	429	0
"NP_301756.1"	0	622	0	430	0
"NP_301757.1"	0	623	0	431	0
"NP_301758.1"	0	624	0	432	0
"NP_301759.1"	0	625	0	433	0
"NP_301760.1"	0	626	0	434	0
"NP_301761.1"	0	627	0	435	0
"NP_301762.1"	0	31224	0	1495	0
"NP_301763.1"	0	628	0	436	0
"NP_301764.1"	0	31225	0	1496	0
"NP_301765.1"	0	31226	0	1497	0
"NP_301766.1"	0	629	0	437	0
"NP_301767.1"	0	630	0	438	0
"NP_301768.1"	0	631	0	439	0
"NP_301769.1"	0	632	0	440	0
"NP_301770.1"	0	633	0	441	0
"NP_301771.1"	0	634	0	442	0
"NP_301772.1"	0	635	0	443	0
"NP_301773.1"	0	31228	0	1499	0
"NP_301774.1"	0	636	0	444	0
"NP_301775.1"	0	637	0	445	0
"NP_301776.1"	0	638	0	446	0
"NP_301777.1"	0	31229	0	1500	0
"NP_301778.1"	0	639	0	447	0
"NP_301779.1"	0	640	0	448	0
"NP_301780.1"	0	31230	0	1501	0
"NP_301781.1"	0	641	0	449	0
"NP_301782.1"	0	642	0	450	0
"NP_301783.1"	0	643	0	451	0
"NP_301784.1"	0	644	0	452	0
"NP_301785.1"	0	645	0	453	0
"NP_301786.1"	0	646	0	454	0
"NP_301787.1"	0	31231	0	1502	0
"NP_301788.1"	0	647	0	455	0
"NP_301789.1"	0	648	0	456	0
"NP_301790.1"	0	31232	0	1503	0
"NP_301791.1"	0	649	0	457	0
"NP_301792.1"	0	31233	0	1504	0
"NP_301793.1"	0	650	0	458	0
"NP_301794.1"	0	651	0	459	0
"NP_301795.1"	0	652	0	460	0
"NP_301796.1"	0	653	0	461	0
"NP_301797.1"	0	654	0	462	0
"NP_301798.1"	0	655	0	463	0
"NP_301799.1"	0	656	0	464	0
"NP_301800.1"	0	657	0	465	0
