"protein"	"is_antigenic"	"similarity_cluster"	"in_antigenic_cluster"	"selfSimilarity_cluster"	"in_selfAntigenic_cluster"
"NP_214808.1"	0	33345	0	3187	0
"NP_214809.1"	0	33344	0	3186	0
"NP_214812.1"	0	33343	0	3185	0
"NP_214813.1"	0	33342	0	3184	0
"NP_214814.1"	0	33341	0	3183	0
"NP_214815.1"	0	33339	0	3181	0
"NP_214816.1"	0	33338	0	3180	0
"NP_214817.1"	0	33337	0	3179	0
"NP_214820.1"	0	33336	0	3178	0
"NP_214821.1"	0	33335	0	3177	0
"NP_214822.1"	0	33334	0	3176	0
"NP_214823.1"	0	1244	0	1046	0
"NP_214824.1"	0	33333	0	3175	0
"NP_214825.1"	0	33332	0	3174	0
"NP_214826.1"	0	33331	0	3173	0
"NP_214827.1"	0	1243	0	1045	0
"NP_214828.1"	0	33330	0	3172	0
"NP_214829.1"	0	33329	0	3171	0
"NP_214830.1"	0	33328	0	3170	0
"NP_214831.1"	0	33327	0	3169	0
"NP_214833.1"	0	33326	0	3168	0
"NP_214834.1"	0	33325	0	3167	0
"NP_214835.1"	0	1242	0	1044	0
"NP_214836.1"	0	33324	0	3166	0
"NP_214837.1"	0	33323	0	3165	0
"NP_214838.1"	0	33321	0	3163	0
"NP_214839.1"	0	33320	0	3162	0
"NP_214840.1"	0	33319	0	3161	0
"NP_214841.1"	0	33318	0	3160	0
"NP_214842.1"	0	33317	0	3159	0
"NP_214843.1"	0	33316	0	3158	0
"NP_214844.1"	0	33315	0	3157	0
"NP_214845.1"	0	33314	0	3156	0
"NP_214846.1"	0	33313	0	3155	0
"NP_214847.1"	0	33312	0	3154	0
"NP_214848.1"	0	1241	0	1043	0
"NP_214850.1"	0	1365	0	1161	0
"NP_214851.1"	0	1240	0	1042	0
"NP_214852.1"	0	1239	0	1041	0
"NP_214853.1"	0	33311	0	3153	0
"NP_214854.1"	0	33310	0	3152	0
"NP_214855.1"	0	33309	0	3151	0
"NP_214856.1"	0	33308	0	3150	0
"NP_214857.1"	0	33307	0	3149	0
"NP_214858.1"	0	33306	0	3148	0
"NP_214859.1"	0	33304	0	3146	0
"NP_214861.1"	0	33303	0	3145	0
"NP_214862.1"	0	33302	0	3144	0
"NP_214863.1"	0	33301	0	3143	0
"NP_214864.1"	1	1238	1	1040	1
"NP_214865.1"	0	33300	0	3142	0
"NP_214867.1"	0	1236	0	1038	0
"NP_214870.1"	0	33299	0	3141	0
"NP_214871.1"	0	326	0	134	0
"NP_214872.1"	0	33298	0	3140	0
"NP_214873.1"	0	33296	0	3138	0
"NP_214874.1"	0	327	0	135	0
"NP_214875.1"	0	33295	0	3137	0
"NP_214876.1"	0	33294	0	3136	0
"NP_214877.1"	0	328	0	136	0
"NP_214878.1"	0	33293	0	3135	0
"NP_214879.1"	0	33292	0	3134	0
"NP_214880.1"	0	33291	0	3133	0
"NP_214881.1"	0	33290	0	3132	0
"NP_214882.1"	0	33289	0	3131	0
"NP_214883.1"	0	33287	0	3129	0
"NP_214884.1"	0	33286	0	3128	0
"NP_214885.1"	0	33285	0	3127	0
"NP_214886.1"	0	33284	0	3126	0
"NP_214887.1"	0	33283	0	3125	0
"NP_214888.1"	0	33282	0	3124	0
"NP_214889.1"	0	33281	0	3123	0
"NP_214890.1"	0	33280	0	3122	0
"NP_214891.1"	0	33279	0	3121	0
"NP_214892.1"	0	33278	0	3120	0
"NP_214894.1"	0	1232	0	1034	0
"NP_214895.1"	0	33276	0	3118	0
"NP_214897.1"	0	1234	0	1036	0
"NP_214898.1"	0	1235	0	1037	0
"NP_214899.1"	0	33275	0	3117	0
"NP_214900.1"	0	33274	0	3116	0
"NP_214903.1"	0	33273	0	3115	0
"NP_214904.1"	0	325	0	133	0
"NP_214905.1"	0	324	0	132	0
"NP_214906.1"	0	33272	0	3114	0
"NP_214907.1"	0	1367	0	1162	0
"NP_214908.1"	0	33269	0	3111	0
"NP_214909.1"	0	33268	0	3110	0
"NP_214910.1"	0	33267	0	3109	0
"NP_214911.1"	0	1367	0	1162	0
"NP_214912.1"	0	33266	0	3108	0
"NP_214913.1"	0	33265	0	3107	0
"NP_214914.1"	0	33264	0	3106	0
"NP_214915.1"	0	33263	0	3105	0
"NP_214916.1"	0	33262	0	3104	0
"NP_214917.1"	0	33260	0	3102	0
"NP_214918.1"	0	33259	0	3101	0
"NP_214919.1"	0	33258	0	3100	0
"NP_214920.1"	0	33257	0	3099	0
"NP_214921.1"	0	323	0	131	0
"NP_214922.1"	0	33256	0	3098	0
"NP_214923.1"	0	33255	0	3097	0
"NP_214924.1"	0	335	0	143	0
"NP_214925.1"	0	334	0	142	0
"NP_214926.1"	0	33254	0	3096	0
"NP_214927.1"	0	33252	0	3094	0
"NP_214928.1"	0	333	0	141	0
"NP_214929.1"	0	332	0	140	0
"NP_214930.1"	0	33251	0	3093	0
"NP_214931.1"	0	331	0	139	0
"NP_214932.1"	1	33250	1	3092	1
"NP_214933.1"	0	33249	0	3091	0
"NP_214934.1"	0	33248	0	3090	0
"NP_214935.1"	0	33247	0	3089	0
"NP_214936.1"	0	330	0	138	0
"NP_214937.1"	0	329	0	137	0
"NP_214938.1"	0	33245	0	3087	0
"NP_214939.1"	0	33244	0	3086	0
"NP_214940.1"	0	33243	0	3085	0
"NP_214941.1"	0	33242	0	3084	0
"NP_214942.1"	0	33241	0	3083	0
"NP_214943.1"	0	1033	0	834	0
"NP_214944.1"	0	1032	0	833	0
"NP_214945.1"	0	33240	0	3082	0
"NP_214946.1"	0	33239	0	3081	0
"NP_214947.1"	0	33237	0	3079	0
"NP_214948.1"	0	33236	0	3078	0
"NP_214949.1"	0	33235	0	3077	0
"NP_214950.1"	0	336	0	144	0
"NP_214951.1"	0	33234	0	3076	0
"NP_214953.1"	0	33233	0	3075	0
"NP_214954.1"	1	338	1	146	1
"NP_214954.1"	1	338	1	146	1
"NP_214955.1"	0	33232	0	3074	0
"NP_214957.1"	0	33231	0	3073	0
"NP_214958.1"	0	33230	0	3072	0
"NP_214959.1"	0	33228	0	3070	0
"NP_214960.1"	0	33227	0	3069	0
"NP_214961.1"	0	33226	0	3068	0
"NP_214962.1"	0	33225	0	3067	0
"NP_214963.1"	0	33224	0	3066	0
"NP_214964.1"	0	1184	0	986	0
"NP_214965.1"	0	1183	0	985	0
"NP_214966.1"	0	33223	0	3065	0
"NP_214969.1"	0	33222	0	3064	0
"NP_214970.1"	0	33221	0	3063	0
"NP_214971.1"	0	33219	0	3061	0
"NP_214972.1"	0	33218	0	3060	0
"NP_214973.1"	0	33217	0	3059	0
"NP_214974.1"	0	33216	0	3058	0
"NP_214975.1"	0	33215	0	3057	0
"NP_214976.1"	0	1185	0	987	0
"NP_214977.1"	0	33214	0	3056	0
"NP_214978.1"	0	33213	0	3055	0
"NP_214979.1"	0	33212	0	3054	0
"NP_214980.1"	0	1227	0	1029	0
"NP_214982.1"	0	1226	0	1028	0
"NP_214985.1"	0	33210	0	3052	0
"NP_214986.1"	0	1224	0	1026	0
"NP_214987.2"	0	31385	0	1223	0
"NP_214988.1"	0	33209	0	3051	0
"NP_214989.1"	1	1223	1	1025	1
"NP_214990.1"	0	1222	0	1024	0
"NP_214991.1"	0	33208	0	3050	0
"NP_214992.1"	0	1221	0	1023	0
"NP_214993.1"	0	33207	0	3049	0
"NP_214994.2"	0	1220	0	1022	0
"NP_214995.1"	0	33206	0	3048	0
"NP_214996.1"	0	1219	0	1021	0
"NP_214997.1"	0	1218	0	1020	0
"NP_214998.1"	0	33204	0	3046	0
"NP_214999.1"	0	33203	0	3045	0
"NP_215000.1"	0	1217	0	1019	0
"NP_215001.1"	0	33202	0	3044	0
"NP_215002.1"	0	33201	0	3043	0
"NP_215004.1"	0	1215	0	1017	0
"NP_215005.1"	0	1214	0	1016	0
"NP_215006.2"	0	33642	0	3484	0
"NP_215007.1"	0	33200	0	3042	0
"NP_215008.2"	0	33640	0	3482	0
"NP_215009.1"	0	1213	0	1015	0
"NP_215010.3"	0	1212	0	1014	0
"NP_215011.1"	0	33198	0	3040	0
"NP_215012.1"	0	1211	0	1013	0
"NP_215013.1"	0	33197	0	3039	0
"NP_215014.1"	0	1210	0	1012	0
"NP_215015.2"	0	290	0	100	0
"NP_215016.1"	0	1207	0	1009	0
"NP_215017.1"	0	1206	0	1008	0
"NP_215018.1"	0	1205	0	1007	0
"NP_215020.1"	0	33196	0	3038	0
"NP_215021.1"	0	33195	0	3037	0
"NP_215022.1"	0	33193	0	3035	0
"NP_215023.1"	0	1203	0	1005	0
"NP_215024.1"	0	1202	0	1004	0
"NP_215025.2"	0	32646	0	2485	0
"NP_215026.1"	0	1200	0	1002	0
"NP_215027.1"	0	33192	0	3034	0
"NP_215028.1"	0	33191	0	3033	0
"NP_215029.1"	0	1365	0	1161	0
"NP_215030.1"	0	33190	0	3032	0
"NP_215031.1"	0	33189	0	3031	0
"NP_215032.1"	0	33188	0	3030	0
"NP_215033.1"	0	33186	0	3028	0
"NP_215037.1"	0	33185	0	3027	0
"NP_215038.1"	0	1199	0	1001	0
"NP_215039.1"	0	1198	0	1000	0
"NP_215040.1"	0	1197	0	999	0
"NP_215041.2"	0	1194	0	996	0
"NP_215042.1"	0	1195	0	997	0
"NP_215044.1"	0	33184	0	3026	0
"NP_215045.1"	0	33183	0	3025	0
"NP_215047.1"	0	33182	0	3024	0
"NP_215048.1"	0	1193	0	995	0
"NP_215049.1"	0	33180	0	3022	0
"NP_215050.2"	0	1208	0	1010	0
"NP_215051.1"	0	33179	0	3021	0
"NP_215052.1"	1	33178	1	3020	1
"NP_215053.1"	0	33177	0	3019	0
"NP_215054.1"	0	33176	0	3018	0
"NP_215055.1"	0	33175	0	3017	0
"NP_215056.1"	0	1131	0	932	0
"NP_215057.1"	0	33174	0	3016	0
"NP_215058.1"	0	33173	0	3015	0
"NP_215059.1"	0	1132	0	933	0
"NP_215060.1"	0	1133	0	934	0
"NP_215061.1"	0	33172	0	3014	0
"NP_215062.1"	0	1134	0	935	0
"NP_215063.1"	0	33171	0	3013	0
"NP_215064.1"	0	33170	0	3012	0
"NP_215065.1"	0	33169	0	3011	0
"NP_215066.1"	0	33168	0	3010	0
"NP_215067.1"	0	1135	0	936	0
"NP_215068.1"	0	1136	0	937	0
"NP_215069.1"	0	1137	0	938	0
"NP_215070.1"	0	1138	0	939	0
"NP_215071.1"	0	33167	0	3009	0
"NP_215073.1"	0	33166	0	3008	0
"NP_215074.1"	0	33165	0	3007	0
"NP_215075.1"	0	1140	0	941	0
"NP_215076.1"	0	1141	0	942	0
"NP_215077.1"	0	1142	0	943	0
"NP_215078.1"	0	33164	0	3006	0
"NP_215079.1"	0	33163	0	3005	0
"NP_215080.1"	0	33162	0	3004	0
"NP_215081.1"	0	33160	0	3002	0
"NP_215082.1"	0	33159	0	3001	0
"NP_215083.1"	0	33158	0	3000	0
"NP_215084.1"	0	33157	0	2999	0
"NP_215085.1"	0	33156	0	2998	0
"NP_215086.1"	0	33155	0	2997	0
"NP_215087.1"	0	33154	0	2996	0
"NP_215088.1"	0	33153	0	2995	0
"NP_215089.1"	0	33152	0	2994	0
"NP_215090.1"	0	33151	0	2993	0
"NP_215091.1"	0	33150	0	2992	0
"NP_215093.1"	0	33149	0	2991	0
"NP_215094.1"	0	33148	0	2990	0
"NP_215095.1"	0	33147	0	2989	0
"NP_215096.1"	0	33146	0	2988	0
"NP_215097.1"	0	33145	0	2987	0
"NP_215098.1"	0	33144	0	2986	0
"NP_215099.1"	0	33143	0	2985	0
"NP_215100.1"	0	33142	0	2984	0
"NP_215101.1"	0	1267	0	1069	0
"NP_215102.1"	0	1268	0	1070	0
"NP_215105.1"	0	33140	0	2982	0
"NP_215106.1"	0	33139	0	2981	0
"NP_215107.1"	0	33138	0	2980	0
"NP_215108.1"	0	33137	0	2979	0
"NP_215109.1"	0	33136	0	2978	0
"NP_215110.1"	0	33135	0	2977	0
"NP_215111.1"	0	33134	0	2976	0
"NP_215112.1"	0	33133	0	2975	0
"NP_215113.1"	0	33132	0	2974	0
"NP_215114.2"	0	33633	0	3475	0
"NP_215115.1"	0	33131	0	2973	0
"NP_215116.1"	0	33130	0	2972	0
"NP_215117.1"	0	33129	0	2971	0
"NP_215118.1"	0	33128	0	2970	0
"NP_215119.1"	0	1333	0	1134	0
"NP_215121.1"	0	33127	0	2969	0
"NP_215122.1"	0	33126	0	2968	0
"NP_215123.1"	0	33125	0	2967	0
"NP_215124.1"	0	33124	0	2966	0
"NP_215125.2"	0	32880	0	2722	0
"NP_215126.1"	0	33123	0	2965	0
"NP_215127.1"	0	33121	0	2963	0
"NP_215128.2"	0	32811	0	2652	0
"NP_215129.1"	0	33120	0	2962	0
"NP_215131.1"	0	33119	0	2961	0
"NP_215134.1"	0	33118	0	2960	0
"NP_215135.1"	0	33117	0	2959	0
"NP_215136.2"	0	33631	0	3473	0
"NP_215137.1"	0	33116	0	2958	0
"NP_215138.1"	0	1358	0	1155	0
"NP_215139.1"	0	33115	0	2957	0
"NP_215140.1"	0	33114	0	2956	0
"NP_215141.1"	0	33113	0	2955	0
"NP_215142.1"	0	1361	0	1158	0
"NP_215143.1"	0	33110	0	2952	0
"NP_215144.1"	0	33109	0	2951	0
"NP_215145.1"	0	33108	0	2950	0
"NP_215146.1"	0	33107	0	2949	0
"NP_215147.1"	0	33106	0	2948	0
"NP_215148.1"	0	1026	0	827	0
"NP_215149.1"	0	1024	0	825	0
"NP_215150.1"	0	1023	0	824	0
"NP_215151.1"	0	1022	0	823	0
"NP_215153.1"	0	1021	0	822	0
"NP_215154.1"	0	1020	0	821	0
"NP_215155.1"	0	1019	0	820	0
"NP_215156.1"	0	1018	0	819	0
"NP_215157.1"	0	33104	0	2946	0
"NP_215158.1"	0	33103	0	2945	0
"NP_215159.1"	0	1017	0	818	0
"NP_215160.1"	0	33102	0	2944	0
"NP_215161.1"	0	1016	0	817	0
"NP_215162.1"	0	33101	0	2943	0
"NP_215164.1"	0	33099	0	2941	0
"NP_215165.1"	0	1015	0	816	0
"NP_215166.1"	1	1014	1	815	1
"NP_215167.1"	0	33098	0	2940	0
"NP_215168.1"	0	33097	0	2939	0
"NP_215169.1"	0	1013	0	814	0
"NP_215170.1"	0	33096	0	2938	0
"NP_215171.1"	0	33095	0	2937	0
"NP_215172.1"	0	33094	0	2936	0
"NP_215173.1"	0	33093	0	2935	0
"NP_215174.1"	0	33091	0	2933	0
"NP_215175.1"	0	33090	0	2932	0
"NP_215176.2"	0	31372	0	1210	0
"NP_215177.1"	0	33089	0	2931	0
"NP_215178.1"	0	33088	0	2930	0
"NP_215179.1"	0	33087	0	2929	0
"NP_215180.1"	0	33086	0	2928	0
"NP_215181.1"	1	1012	1	813	1
"NP_215182.1"	1	1011	1	812	1
"NP_215183.1"	0	33085	0	2927	0
"NP_215184.1"	0	1010	0	811	0
"NP_215185.1"	0	33083	0	2925	0
"NP_215186.1"	0	33082	0	2924	0
"NP_215187.1"	0	33081	0	2923	0
"NP_215188.1"	0	33080	0	2922	0
"NP_215190.1"	0	33079	0	2921	0
"NP_215191.1"	0	33078	0	2920	0
"NP_215192.1"	0	33077	0	2919	0
"NP_215193.1"	0	33076	0	2918	0
"NP_215194.1"	0	33075	0	2917	0
"NP_215195.1"	0	33074	0	2916	0
"NP_215196.1"	0	94	0	2	0
"NP_215197.1"	0	1009	0	810	0
"NP_215199.1"	0	92	0	808	0
"NP_215200.1"	0	33072	0	2914	0
"NP_215201.1"	0	33071	0	2913	0
"NP_215202.1"	0	33070	0	2912	0
"NP_215203.1"	0	33069	0	2911	0
"NP_215204.1"	0	33068	0	2910	0
"NP_215205.1"	0	33067	0	2909	0
"NP_215206.1"	0	33066	0	2908	0
"NP_215207.1"	0	33064	0	2906	0
"NP_215208.1"	0	33063	0	2905	0
"NP_215209.1"	0	33062	0	2904	0
"NP_215210.1"	0	33061	0	2903	0
"NP_215211.1"	0	33060	0	2902	0
"NP_215212.1"	0	33059	0	2901	0
"NP_215213.1"	0	33058	0	2900	0
"NP_215214.1"	0	1007	0	807	0
"NP_215215.1"	0	1006	0	806	0
"NP_215216.1"	0	1005	0	805	0
"NP_215217.1"	0	1004	0	804	0
"NP_215218.1"	0	1003	0	803	0
"NP_215219.1"	0	1002	0	802	0
"NP_215220.1"	0	1001	0	801	0
