"protein"	"is_antigenic"	"similarity_cluster"	"in_antigenic_cluster"	"selfSimilarity_cluster"	"in_selfAntigenic_cluster"
"TGME49_202220"	0	44985	0	180	0
"TGME49_202230"	0	44996	0	191	0
"TGME49_202240"	0	45006	0	201	0
"TGME49_202250"	0	45017	0	212	0
"TGME49_202255"	0	45028	0	223	0
"TGME49_202260"	0	45039	0	234	0
"TGME49_202280"	0	45050	0	245	0
"TGME49_202285"	0	45061	0	256	0
"TGME49_202290"	0	45072	0	267	0
"TGME49_202300"	0	45081	0	276	0
"TGME49_202310"	0	45093	0	288	0
"TGME49_202330"	0	52557	0	7756	0
"TGME49_202340"	0	45104	0	299	0
"TGME49_202350"	0	45115	0	310	0
"TGME49_202360"	0	45126	0	321	0
"TGME49_202370"	0	45137	0	332	0
"TGME49_202375"	0	45148	0	343	0
"TGME49_202380"	0	45159	0	354	0
"TGME49_202390"	0	45170	0	365	0
"TGME49_202400"	0	45181	0	376	0
"TGME49_202410"	0	45192	0	387	0
"TGME49_202420"	0	45204	0	399	0
"TGME49_202430"	0	45215	0	410	0
"TGME49_202440"	0	45226	0	421	0
"TGME49_202445"	0	45237	0	432	0
"TGME49_202450"	0	45247	0	442	0
"TGME49_202460"	0	45258	0	453	0
"TGME49_202470"	0	45269	0	464	0
"TGME49_202480"	0	45280	0	475	0
"TGME49_202490"	0	45291	0	486	0
"TGME49_202500"	0	2289	0	74	0
"TGME49_202510"	0	2289	0	74	0
"TGME49_202520"	0	2290	0	75	0
"TGME49_202530"	0	45332	0	527	0
"TGME49_202540"	0	45343	0	538	0
"TGME49_202550"	0	45354	0	549	0
"TGME49_202568"	0	45364	0	559	0
"TGME49_202572"	0	45375	0	570	0
"TGME49_202580"	0	45386	0	581	0
"TGME49_202590"	0	45397	0	592	0
"TGME49_202600"	0	45408	0	603	0
"TGME49_202610"	0	45419	0	614	0
"TGME49_202620"	0	45429	0	624	0
"TGME49_202630"	0	45438	0	633	0
"TGME49_202640"	0	45448	0	643	0
"TGME49_202650"	0	45459	0	654	0
"TGME49_202680"	0	45470	0	665	0
"TGME49_202690"	0	45481	0	676	0
"TGME49_202700"	0	45492	0	687	0
"TGME49_202720"	0	45502	0	697	0
"TGME49_202730"	0	45513	0	708	0
"TGME49_202735"	0	45524	0	719	0
"TGME49_202740"	0	45535	0	730	0
"TGME49_202750"	0	45546	0	741	0
"TGME49_202760"	0	45557	0	752	0
"TGME49_202770"	0	45568	0	763	0
"TGME49_202780"	0	45578	0	773	0
"TGME49_202790"	0	45589	0	784	0
"TGME49_202800"	0	45600	0	795	0
"TGME49_202810"	0	45611	0	806	0
"TGME49_202820"	0	45622	0	817	0
"TGME49_202830"	0	45634	0	829	0
"TGME49_202840"	0	45645	0	840	0
"TGME49_202850"	0	45656	0	851	0
"TGME49_202860"	0	52558	0	7757	0
"TGME49_202870"	0	45667	0	862	0
"TGME49_202880"	0	45678	0	873	0
"TGME49_202890"	0	45687	0	882	0
"TGME49_202900"	0	45698	0	893	0
"TGME49_202910"	0	45709	0	904	0
"TGME49_202920"	0	45720	0	915	0
"TGME49_202930"	0	45731	0	926	0
"TGME49_202940"	0	45743	0	938	0
"TGME49_202950"	0	45754	0	949	0
"TGME49_202960"	0	45764	0	959	0
"TGME49_202970"	0	45775	0	970	0
"TGME49_202975"	0	45786	0	981	0
"TGME49_202980"	0	45797	0	992	0
"TGME49_202990"	0	45808	0	1003	0
"TGME49_203000"	0	45819	0	1014	0
"TGME49_203010"	0	45830	0	1025	0
"TGME49_203020"	0	45841	0	1036	0
"TGME49_203030"	0	45853	0	1048	0
"TGME49_203040"	0	45864	0	1059	0
"TGME49_203050"	0	45875	0	1070	0
"TGME49_203060"	0	45885	0	1080	0
"TGME49_203070"	0	45896	0	1091	0
"TGME49_203080"	0	45906	0	1101	0
"TGME49_203090"	0	45916	0	1111	0
"TGME49_203100"	0	45927	0	1122	0
"TGME49_203110"	0	45938	0	1133	0
"TGME49_203120"	0	45949	0	1144	0
"TGME49_203135"	0	45961	0	1156	0
"TGME49_203150"	0	45972	0	1167	0
"TGME49_203160"	0	45983	0	1178	0
"TGME49_203170"	0	45994	0	1189	0
"TGME49_203175"	0	46004	0	1199	0
"TGME49_203180"	0	46015	0	1210	0
"TGME49_203200"	0	46026	0	1221	0
"TGME49_203220"	0	46037	0	1232	0
"TGME49_203230"	0	46048	0	1243	0
"TGME49_203240"	0	46059	0	1254	0
"TGME49_203250"	0	46071	0	1266	0
"TGME49_203260"	0	46082	0	1277	0
"TGME49_203270"	0	46093	0	1288	0
"TGME49_203280"	0	46114	0	1309	0
"TGME49_203290"	0	46103	0	1298	0
"TGME49_203300"	0	46136	0	1331	0
"TGME49_203310"	1	46125	1	1320	1
"TGME49_203320"	0	46147	0	1342	0
"TGME49_203330"	0	46158	0	1353	0
"TGME49_203340"	0	46169	0	1364	0
"TGME49_203350"	0	46181	0	1376	0
"TGME49_203358"	0	46191	0	1386	0
"TGME49_203362"	0	46202	0	1397	0
"TGME49_203370"	0	46212	0	1407	0
"TGME49_203375"	0	46223	0	1418	0
"TGME49_203380"	0	46234	0	1429	0
"TGME49_203390"	0	46245	0	1440	0
"TGME49_203400"	0	46256	0	1451	0
"TGME49_203420"	0	46267	0	1462	0
"TGME49_203430"	0	46278	0	1473	0
"TGME49_203440"	0	46289	0	1484	0
"TGME49_203450"	0	46300	0	1495	0
"TGME49_203460"	0	46311	0	1506	0
"TGME49_203470"	0	46322	0	1517	0
"TGME49_203480"	0	46333	0	1528	0
"TGME49_203490"	0	46344	0	1539	0
"TGME49_203500"	0	46354	0	1549	0
"TGME49_203505"	0	46365	0	1560	0
"TGME49_203510"	0	46376	0	1571	0
"TGME49_203520"	0	46387	0	1582	0
"TGME49_203540"	0	46399	0	1594	0
"TGME49_203560"	0	46410	0	1605	0
"TGME49_203570"	0	46421	0	1616	0
"TGME49_203580"	0	46432	0	1627	0
"TGME49_203590"	0	46443	0	1638	0
"TGME49_203600"	0	46454	0	1649	0
"TGME49_203610"	0	46465	0	1660	0
"TGME49_203620"	0	46476	0	1671	0
"TGME49_203630"	0	46487	0	1682	0
"TGME49_203665"	0	46498	0	1693	0
"TGME49_203682"	0	46510	0	1705	0
"TGME49_203685"	0	46520	0	1715	0
"TGME49_203688"	0	52559	0	7758	0
"TGME49_203690"	0	46531	0	1726	0
"TGME49_203700"	0	46542	0	1737	0
"TGME49_203705"	0	46553	0	1748	0
"TGME49_203710"	0	46564	0	1759	0
"TGME49_203720"	0	46575	0	1770	0
"TGME49_203730"	0	46586	0	1781	0
"TGME49_203735"	0	46597	0	1792	0
"TGME49_203740"	0	46608	0	1803	0
"TGME49_203750"	0	46620	0	1815	0
"TGME49_203760"	0	46631	0	1826	0
"TGME49_203770"	0	46640	0	1835	0
"TGME49_203780"	0	46651	0	1846	0
"TGME49_203790"	0	46662	0	1857	0
"TGME49_203800"	0	46673	0	1868	0
"TGME49_203810"	0	46683	0	1878	0
"TGME49_203815"	0	52560	0	7759	0
"TGME49_203820"	0	46694	0	1889	0
"TGME49_203830"	0	46705	0	1900	0
"TGME49_203840"	0	46716	0	1911	0
"TGME49_203860"	0	46726	0	1921	0
"TGME49_203870"	0	46737	0	1932	0
"TGME49_203875"	0	46759	0	1954	0
"TGME49_203880"	0	46748	0	1943	0
"TGME49_203890"	0	46770	0	1965	0
"TGME49_203900"	0	46779	0	1974	0
"TGME49_203910"	0	46788	0	1983	0
"TGME49_203930"	0	46799	0	1994	0
"TGME49_203940"	0	46810	0	2005	0
"TGME49_203950"	0	46821	0	2016	0
"TGME49_203960"	0	46833	0	2028	0
"TGME49_203970"	0	46843	0	2039	0
"TGME49_203980"	0	46853	0	2049	0
"TGME49_203985"	0	46864	0	2060	0
"TGME49_203990"	0	46875	0	2071	0
"TGME49_204000"	0	46886	0	2082	0
"TGME49_204010"	0	46897	0	2093	0
"TGME49_204020"	0	46906	0	2102	0
"TGME49_204040"	0	46916	0	2112	0
"TGME49_204045"	0	46927	0	2123	0
"TGME49_204050"	0	46939	0	2135	0
"TGME49_204055"	0	46950	0	2146	0
"TGME49_204060"	0	46961	0	2157	0
"TGME49_204070"	0	46972	0	2168	0
"TGME49_204080"	0	46982	0	2178	0
"TGME49_204090"	0	46993	0	2189	0
"TGME49_204100"	0	47004	0	2200	0
"TGME49_204110"	0	47015	0	2211	0
"TGME49_204120"	0	47026	0	2222	0
"TGME49_204130"	0	47037	0	2233	0
"TGME49_204140"	0	47049	0	2245	0
"TGME49_204150"	0	47060	0	2256	0
"TGME49_204160"	0	47069	0	2265	0
"TGME49_204270"	0	47077	0	2273	0
"TGME49_204280"	0	47088	0	2284	0
"TGME49_204290"	0	47099	0	2295	0
"TGME49_204300"	0	47109	0	2305	0
"TGME49_204310"	0	47120	0	2316	0
"TGME49_204315"	0	47131	0	2327	0
"TGME49_204320"	0	47142	0	2338	0
"TGME49_204325"	0	47154	0	2350	0
"TGME49_204330"	0	47165	0	2361	0
"TGME49_204340"	0	47174	0	2370	0
"TGME49_204350"	0	47184	0	2380	0
"TGME49_204360"	0	47195	0	2391	0
"TGME49_204370"	0	47205	0	2401	0
"TGME49_204380"	0	47216	0	2412	0
"TGME49_204390"	0	47226	0	2422	0
"TGME49_204395"	0	47237	0	2433	0
"TGME49_204400"	0	47248	0	2444	0
"TGME49_204410"	0	47260	0	2456	0
"TGME49_204420"	0	47271	0	2467	0
"TGME49_204440"	0	47281	0	2477	0
"TGME49_204460"	0	47292	0	2488	0
"TGME49_204468"	0	47303	0	2499	0
"TGME49_204472"	0	47314	0	2510	0
"TGME49_204480"	0	47325	0	2521	0
"TGME49_204490"	0	47336	0	2532	0
"TGME49_204500"	0	47347	0	2543	0
"TGME49_204505"	0	47357	0	2553	0
"TGME49_204510"	0	47369	0	2565	0
"TGME49_204520"	0	47391	0	2587	0
"TGME49_204530"	0	47380	0	2576	0
"TGME49_204540"	0	47402	0	2598	0
"TGME49_204550"	0	47413	0	2609	0
"TGME49_204560"	0	52543	0	7742	0
"TGME49_204870"	0	47424	0	2620	0
"TGME49_204880"	0	47435	0	2631	0
"TGME49_205000"	0	47446	0	2642	0
"TGME49_205010"	0	47468	0	2664	0
"TGME49_205020"	0	47457	0	2653	0
"TGME49_205030"	0	47479	0	2675	0
"TGME49_205040"	0	47490	0	2686	0
"TGME49_205050"	0	47501	0	2697	0
"TGME49_205060"	0	47512	0	2708	0
"TGME49_205070"	0	47523	0	2719	0
"TGME49_205080"	0	47534	0	2730	0
"TGME49_205090"	0	47545	0	2741	0
"TGME49_205100"	0	47555	0	2751	0
"TGME49_205110"	0	47566	0	2762	0
"TGME49_205120"	0	47577	0	2773	0
"TGME49_205130"	0	47589	0	2785	0
"TGME49_205140"	0	47600	0	2796	0
"TGME49_205150"	0	47611	0	2807	0
"TGME49_205160"	0	47622	0	2818	0
"TGME49_205170"	0	47633	0	2829	0
"TGME49_205180"	0	47642	0	2838	0
"TGME49_205190"	0	47652	0	2848	0
"TGME49_205200"	0	47662	0	2858	0
"TGME49_205210"	0	47673	0	2869	0
"TGME49_205220"	0	47684	0	2880	0
"TGME49_205230"	0	47696	0	2892	0
"TGME49_205240"	0	47707	0	2903	0
"TGME49_205250"	0	47718	0	2914	0
"TGME49_205265"	0	47727	0	2923	0
"TGME49_205280"	0	47737	0	2933	0
"TGME49_205290"	0	47747	0	2943	0
"TGME49_205300"	0	47756	0	2952	0
"TGME49_205320"	0	47767	0	2963	0
"TGME49_205330"	0	47778	0	2974	0
"TGME49_205340"	0	47789	0	2985	0
"TGME49_205350"	0	47800	0	2996	0
"TGME49_205360"	0	47811	0	3007	0
"TGME49_205370"	0	47822	0	3018	0
"TGME49_205380"	0	47831	0	3027	0
"TGME49_205390"	0	47841	0	3037	0
"TGME49_205398"	0	47852	0	3048	0
"TGME49_205402"	0	47863	0	3059	0
"TGME49_205410"	0	47874	0	3070	0
"TGME49_205420"	0	47885	0	3081	0
"TGME49_205425"	0	47895	0	3091	0
"TGME49_205430"	0	47906	0	3102	0
"TGME49_205440"	0	47916	0	3112	0
"TGME49_205450"	0	47927	0	3123	0
"TGME49_205460"	0	47938	0	3134	0
"TGME49_205470"	0	2205	0	27	0
"TGME49_205480"	0	47959	0	3155	0
"TGME49_205490"	0	47969	0	3165	0
"TGME49_205500"	0	47980	0	3176	0
"TGME49_205510"	0	47991	0	3187	0
"TGME49_205520"	0	48002	0	3198	0
"TGME49_205530"	0	52562	0	7761	0
"TGME49_205540"	0	48014	0	3210	0
"TGME49_205550"	0	48025	0	3221	0
"TGME49_205558"	0	48036	0	3232	0
"TGME49_205562"	0	48047	0	3243	0
"TGME49_205570"	0	48058	0	3254	0
"TGME49_205580"	0	48069	0	3265	0
"TGME49_205590"	0	48080	0	3276	0
"TGME49_205600"	0	48091	0	3287	0
"TGME49_205615"	0	48102	0	3298	0
"TGME49_205625"	0	48113	0	3309	0
"TGME49_205630"	0	48125	0	3321	0
"TGME49_205640"	0	48136	0	3332	0
"TGME49_205650"	0	48146	0	3342	0
"TGME49_205658"	0	48157	0	3353	0
"TGME49_205662"	0	48168	0	3364	0
"TGME49_205670"	0	48179	0	3375	0
"TGME49_205680"	0	48190	0	3386	0
"TGME49_205690"	0	48211	0	3407	0
"TGME49_205700"	0	2291	0	76	0
"TGME49_205710"	0	48222	0	3418	0
"TGME49_205720"	0	48233	0	3429	0
"TGME49_205730"	0	48244	0	3440	0
"TGME49_205740"	0	48255	0	3451	0
"TGME49_205750"	0	48264	0	3460	0
"TGME49_205760"	0	48274	0	3470	0
"TGME49_205770"	0	48296	0	3492	0
"TGME49_206290"	0	48285	0	3481	0
"TGME49_206300"	0	48307	0	3503	0
"TGME49_206310"	0	48318	0	3514	0
"TGME49_206320"	0	48329	0	3525	0
"TGME49_206330"	0	48341	0	3537	0
"TGME49_206340"	0	48352	0	3548	0
"TGME49_206350"	0	48363	0	3559	0
"TGME49_206360"	0	48374	0	3570	0
"TGME49_206380"	0	48384	0	3580	0
"TGME49_206390"	0	48395	0	3591	0
"TGME49_206400"	0	48406	0	3602	0
"TGME49_206415"	0	48417	0	3613	0
"TGME49_206430"	0	48428	0	3624	0
"TGME49_206440"	0	48438	0	3634	0
"TGME49_206450"	0	48461	0	3657	0
"TGME49_206460"	0	48450	0	3646	0
"TGME49_206470"	0	48472	0	3668	0
"TGME49_206480"	0	48483	0	3679	0
"TGME49_206490"	0	48493	0	3689	0
"TGME49_206500"	0	48503	0	3699	0
"TGME49_206510"	0	48514	0	3710	0
"TGME49_206520"	0	48525	0	3721	0
"TGME49_206540"	0	48536	0	3732	0
"TGME49_206550"	0	48547	0	3743	0
"TGME49_206560"	0	48559	0	3755	0
"TGME49_206570"	0	48570	0	3766	0
"TGME49_206580"	0	48581	0	3777	0
"TGME49_206590"	0	48592	0	3788	0
"TGME49_206600"	0	48602	0	3798	0
"TGME49_206605"	0	52563	0	7762	0
"TGME49_206610"	0	48613	0	3809	0
"TGME49_206620"	0	48623	0	3819	0
"TGME49_206630"	0	48632	0	3828	0
"TGME49_206640"	0	48642	0	3838	0
"TGME49_206650"	0	48652	0	3848	0
"TGME49_206660"	0	48664	0	3860	0
"TGME49_206670"	0	48675	0	3871	0
"TGME49_206680"	0	48685	0	3881	0
"TGME49_206690"	0	48696	0	3892	0
"TGME49_206695"	0	48707	0	3903	0
"TGME49_206700"	0	48718	0	3914	0
"TGME49_206710"	0	48729	0	3925	0
"TGME49_206910"	0	48740	0	3936	0
"TGME49_207005"	0	2387	0	166	0
"TGME49_207010"	0	52564	0	7763	0
"TGME49_207015"	0	2387	0	166	0
"TGME49_207020"	0	48750	0	3947	0
"TGME49_207030"	0	48761	0	3958	0
"TGME49_207040"	0	48773	0	3970	0
"TGME49_207050"	0	48783	0	3980	0
"TGME49_207060"	0	48794	0	3991	0
"TGME49_207065"	0	52565	0	7764	0
"TGME49_207070"	0	48805	0	4002	0
"TGME49_207080"	0	48816	0	4013	0
"TGME49_207100"	0	48827	0	4024	0
"TGME49_207110"	0	48838	0	4035	0
"TGME49_207120"	0	48849	0	4046	0
"TGME49_207130"	0	48859	0	4056	0
"TGME49_207140"	0	48870	0	4067	0
"TGME49_207150"	0	2292	0	77	0
"TGME49_207160"	0	2292	0	77	0
"TGME49_207170"	0	48902	0	4099	0
"TGME49_207180"	0	48913	0	4110	0
"TGME49_207200"	0	48924	0	4121	0
"TGME49_207210"	0	48935	0	4132	0
"TGME49_207230"	0	48946	0	4143	0
"TGME49_207240"	0	48957	0	4154	0
"TGME49_207250"	0	48968	0	4165	0
"TGME49_207350"	0	48979	0	4176	0
"TGME49_207360"	0	48990	0	4187	0
"TGME49_207370"	0	49001	0	4198	0
"TGME49_207390"	0	49012	0	4209	0
"TGME49_207400"	0	49021	0	4218	0
"TGME49_207403"	0	52566	0	7765	0
"TGME49_207407"	0	49032	0	4229	0
"TGME49_207410"	0	49043	0	4240	0
"TGME49_207420"	0	49053	0	4250	0
"TGME49_207430"	0	49064	0	4261	0
"TGME49_207440"	0	49075	0	4272	0
"TGME49_207450"	0	49086	0	4283	0
"TGME49_207460"	0	49097	0	4294	0
"TGME49_207470"	0	49107	0	4304	0
"TGME49_207480"	0	49118	0	4315	0
"TGME49_207590"	0	49126	0	4323	0
"TGME49_207600"	0	49137	0	4334	0
"TGME49_207610"	0	49148	0	4345	0
"TGME49_207620"	0	49159	0	4356	0
"TGME49_207630"	0	49170	0	4367	0
"TGME49_207640"	0	49181	0	4378	0
"TGME49_207650"	0	2293	0	78	0
"TGME49_207665"	0	49203	0	4400	0
"TGME49_207680"	0	49214	0	4411	0
"TGME49_207690"	0	49225	0	4422	0
"TGME49_207700"	0	49236	0	4433	0
"TGME49_207710"	0	49247	0	4444	0
"TGME49_207720"	0	49258	0	4455	0
"TGME49_207730"	0	49269	0	4466	0
"TGME49_207740"	0	49280	0	4477	0
"TGME49_207750"	0	49291	0	4488	0
"TGME49_207760"	0	49302	0	4499	0
"TGME49_207770"	0	49315	0	4512	0
"TGME49_207780"	0	49326	0	4523	0
"TGME49_207790"	0	49337	0	4534	0
"TGME49_207800"	0	49348	0	4545	0
"TGME49_207820"	0	49359	0	4556	0
"TGME49_207830"	0	49370	0	4567	0
"TGME49_207840"	0	49380	0	4577	0
"TGME49_207865"	0	49391	0	4588	0
"TGME49_207875"	0	49401	0	4598	0
"TGME49_207880"	0	49412	0	4609	0
"TGME49_207900"	0	49424	0	4621	0
"TGME49_207910"	0	49435	0	4632	0
"TGME49_207920"	0	49446	0	4643	0
"TGME49_207930"	0	49457	0	4654	0
"TGME49_207940"	0	49468	0	4665	0
"TGME49_207950"	0	49479	0	4676	0
"TGME49_207955"	0	49490	0	4687	0
"TGME49_207960"	0	49501	0	4698	0
"TGME49_207965"	0	49512	0	4709	0
"TGME49_207970"	0	49523	0	4720	0
"TGME49_207980"	0	49534	0	4731	0
"TGME49_207990"	0	49545	0	4742	0
"TGME49_208010"	0	49556	0	4753	0
"TGME49_208020"	0	49567	0	4764	0
"TGME49_208030"	0	49578	0	4775	0
"TGME49_208040"	0	49589	0	4786	0
"TGME49_208050"	0	49600	0	4797	0
"TGME49_208070"	0	49611	0	4808	0
"TGME49_208080"	0	49622	0	4819	0
"TGME49_208090"	0	49633	0	4830	0
"TGME49_208200"	0	49643	0	4840	0
"TGME49_208300"	0	49653	0	4850	0
"TGME49_208310"	0	49664	0	4861	0
"TGME49_208320"	0	49675	0	4872	0
"TGME49_208330"	0	49686	0	4883	0
"TGME49_208340"	0	49697	0	4894	0
"TGME49_208350"	0	49707	0	4904	0
"TGME49_208360"	0	49718	0	4915	0
"TGME49_208370"	0	49729	0	4926	0
"TGME49_208380"	0	49740	0	4937	0
"TGME49_208390"	0	49752	0	4949	0
"TGME49_208400"	0	49763	0	4960	0
"TGME49_208410"	0	49774	0	4971	0
"TGME49_208420"	0	49785	0	4982	0
"TGME49_208430"	0	49796	0	4993	0
"TGME49_208440"	0	49807	0	5004	0
"TGME49_208450"	0	49817	0	5014	0
"TGME49_208490"	0	49828	0	5025	0
"TGME49_208500"	0	49839	0	5036	0
"TGME49_208510"	0	49849	0	5046	0
"TGME49_208530"	0	49861	0	5058	0
"TGME49_208540"	0	49871	0	5068	0
"TGME49_208550"	0	49882	0	5079	0
"TGME49_208560"	0	49893	0	5090	0
"TGME49_208570"	0	49902	0	5099	0
"TGME49_208580"	0	49913	0	5110	0
"TGME49_208590"	0	49923	0	5120	0
"TGME49_208710"	0	49931	0	5128	0
"TGME49_208718"	0	49942	0	5139	0
"TGME49_208722"	0	49953	0	5150	0
"TGME49_208730"	0	49965	0	5162	0
"TGME49_208740"	0	49976	0	5173	0
"TGME49_208750"	0	49987	0	5184	0
"TGME49_208760"	0	49998	0	5195	0
"TGME49_208770"	0	50009	0	5206	0
"TGME49_208780"	0	2273	0	62	0
"TGME49_208790"	0	50030	0	5227	0
"TGME49_208800"	0	50041	0	5238	0
"TGME49_208810"	0	50052	0	5249	0
"TGME49_208820"	0	50063	0	5260	0
"TGME49_208830"	0	50075	0	5272	0
"TGME49_208842"	0	50086	0	5283	0
"TGME49_208850"	0	50097	0	5294	0
"TGME49_208910"	0	50108	0	5305	0
"TGME49_208970"	0	50119	0	5316	0
"TGME49_208980"	0	50130	0	5327	0
"TGME49_208990"	0	50141	0	5338	0
"TGME49_209000"	0	50152	0	5349	0
"TGME49_209005"	0	52567	0	7766	0
"TGME49_209010"	0	50163	0	5360	0
"TGME49_209020"	0	50174	0	5371	0
"TGME49_209030"	0	2026	0	23	0
"TGME49_209040"	0	50196	0	5393	0
"TGME49_209045"	0	50207	0	5404	0
"TGME49_209050"	0	50218	0	5415	0
"TGME49_209060"	0	50229	0	5426	0
"TGME49_209070"	0	50240	0	5437	0
"TGME49_209080"	0	50251	0	5448	0
"TGME49_209090"	0	50262	0	5459	0
"TGME49_209095"	0	50273	0	5470	0
"TGME49_209100"	0	50282	0	5479	0
"TGME49_209108"	0	50294	0	5491	0
"TGME49_209112"	0	52568	0	7767	0
"TGME49_209120"	0	50304	0	5501	0
"TGME49_209130"	0	50315	0	5512	0
"TGME49_209140"	0	50326	0	5523	0
"TGME49_209150"	0	50337	0	5534	0
"TGME49_209160"	0	50348	0	5545	0
"TGME49_209170"	0	50359	0	5556	0
"TGME49_209180"	0	50369	0	5566	0
"TGME49_209190"	0	50380	0	5577	0
"TGME49_209200"	0	50391	0	5588	0
"TGME49_209210"	0	50404	0	5601	0
"TGME49_209240"	0	50413	0	5610	0
"TGME49_209250"	0	50424	0	5621	0
"TGME49_209260"	0	50435	0	5632	0
"TGME49_209270"	0	50445	0	5642	0
"TGME49_209280"	0	50456	0	5653	0
"TGME49_209290"	0	2207	0	29	0
"TGME49_209300"	0	50476	0	5673	0
"TGME49_209410"	0	50487	0	5684	0
"TGME49_209420"	0	50498	0	5695	0
"TGME49_209430"	0	50510	0	5707	0
"TGME49_209440"	0	50521	0	5718	0
