"protein"	"is_antigenic"	"similarity_cluster"	"in_antigenic_cluster"	"selfSimilarity_cluster"	"in_selfAntigenic_cluster"
"NP_045570.1"	1	145	1	13	1
"NP_045572.1"	0	8556	0	65	0
"NP_045573.1"	1	103	1	8	1
"NP_045575.1"	0	1786	0	58	0
"NP_045581.1"	1	9607	1	1078	1
"NP_045583.1"	0	9617	0	1088	0
"NP_045587.2"	1	9628	1	1099	1
"NP_045589.1"	0	9639	0	1110	0
"NP_045591.1"	0	2	0	2	0
"NP_045593.1"	1	8606	1	77	1
"NP_045595.1"	0	8617	0	88	0
"NP_045596.1"	0	8628	0	99	0
"NP_045597.1"	1	25	1	3	1
"NP_045598.1"	0	8649	0	120	0
"NP_045605.1"	1	8660	1	131	1
"NP_045606.1"	0	8671	0	142	0
"NP_045607.1"	0	8682	0	153	0
"NP_045608.1"	0	60	0	4	0
"NP_045612.1"	0	8704	0	175	0
"NP_045613.2"	0	8715	0	186	0
"NP_045614.1"	0	8726	0	197	0
"NP_045617.2"	1	8737	1	208	1
"NP_045618.1"	0	93	0	5	0
"NP_045619.1"	1	8758	1	229	1
"NP_045620.1"	0	93	0	5	0
"NP_045621.1"	1	8779	1	250	1
"NP_045623.1"	1	102	1	7	1
"NP_045624.1"	1	103	1	8	1
"NP_045632.1"	0	8810	0	281	0
"NP_045633.1"	1	8821	1	292	1
"NP_045635.1"	0	8832	0	303	0
"NP_045637.1"	0	8843	0	314	0
"NP_045640.1"	0	8854	0	325	0
"NP_045641.1"	0	8865	0	336	0
"NP_045642.1"	1	8876	1	347	1
"NP_045643.1"	1	8887	1	358	1
"NP_045647.2"	0	8898	0	369	0
"NP_045648.1"	1	8909	1	380	1
"NP_045649.2"	0	8921	0	392	0
"NP_045650.1"	0	8932	0	403	0
"NP_045651.2"	0	8943	0	414	0
"NP_045652.2"	0	8953	0	424	0
"NP_045653.2"	0	139	0	11	0
"NP_045655.1"	0	143	0	12	0
"NP_045658.1"	0	8983	0	454	0
"NP_045660.1"	0	8994	0	465	0
"NP_045661.2"	0	9005	0	476	0
"NP_045665.1"	1	145	1	13	1
"NP_045666.1"	0	9018	0	489	0
"NP_045667.1"	0	139	0	11	0
"NP_045669.1"	0	143	0	12	0
"NP_045670.1"	0	9019	0	490	0
"NP_045671.1"	0	9020	0	491	0
"NP_045672.2"	0	9021	0	492	0
"NP_045676.1"	1	9022	1	493	1
"NP_045677.1"	1	9023	1	494	1
"NP_045678.1"	1	9024	1	495	1
"NP_045680.2"	1	9025	1	496	1
"NP_045681.1"	0	9027	0	498	0
"NP_045682.1"	0	9028	0	499	0
"NP_045683.1"	0	9029	0	500	0
"NP_045684.1"	0	9030	0	501	0
"NP_045685.1"	0	9031	0	502	0
"NP_045686.1"	0	9032	0	503	0
"NP_045688.1"	1	9033	1	504	1
"NP_045689.2"	1	9034	1	505	1
"NP_045692.1"	1	9035	1	506	1
"NP_045693.1"	0	9036	0	507	0
"NP_045694.1"	0	9038	0	509	0
"NP_045696.2"	0	9039	0	510	0
"NP_045697.1"	1	9040	1	511	1
"NP_045698.1"	1	9041	1	512	1
"NP_045703.1"	0	9042	0	513	0
"NP_045704.1"	0	9043	0	514	0
"NP_045705.1"	0	9044	0	515	0
"NP_045706.1"	0	9045	0	516	0
"NP_045707.1"	1	9046	1	517	1
"NP_045709.2"	1	9047	1	518	1
"NP_045710.1"	0	9049	0	520	0
"NP_045711.2"	0	9050	0	521	0
"NP_045713.1"	1	9051	1	522	1
"NP_045714.1"	0	9052	0	523	0
"NP_045715.1"	0	9053	0	524	0
"NP_045716.1"	0	9054	0	525	0
"NP_045718.1"	0	9055	0	526	0
"NP_045719.1"	0	9056	0	527	0
"NP_045720.1"	0	9057	0	528	0
"NP_045721.1"	1	9058	1	529	1
"NP_045722.1"	0	9060	0	531	0
"NP_045724.1"	0	9061	0	532	0
"NP_045725.1"	1	9062	1	533	1
"NP_045726.1"	0	9063	0	534	0
"NP_045727.1"	0	9064	0	535	0
"NP_045730.1"	1	9065	1	536	1
"NP_045731.1"	0	9066	0	537	0
"NP_045732.1"	1	9067	1	538	1
"NP_045733.1"	1	9068	1	539	1
"NP_045734.1"	0	9069	0	540	0
"NP_045735.1"	0	9071	0	542	0
"NP_045737.2"	1	9072	1	543	1
"NP_045738.1"	0	9073	0	544	0
"NP_045739.1"	1	9074	1	545	1
"NP_045741.1"	0	9075	0	546	0
"NP_045742.1"	0	9076	0	547	0
"NP_045746.1"	0	9077	0	548	0
"NP_045747.1"	0	9078	0	549	0
"NP_045749.1"	0	9079	0	550	0
"NP_046987.2"	0	9080	0	551	0
"NP_046988.1"	0	9082	0	553	0
"NP_046989.1"	0	9083	0	554	0
"NP_046990.2"	0	9084	0	555	0
"NP_046991.1"	0	9085	0	556	0
"NP_046992.2"	0	9086	0	557	0
"NP_046993.1"	0	9087	0	558	0
"NP_046995.1"	1	9088	1	559	1
"NP_046996.1"	0	9089	0	560	0
"NP_046998.1"	0	9090	0	561	0
"NP_046999.1"	0	9091	0	562	0
"NP_047000.1"	1	9092	1	563	1
"NP_047002.1"	1	9093	1	564	1
"NP_047003.1"	0	9094	0	565	0
"NP_047004.2"	1	9095	1	566	1
"NP_047005.1"	1	9096	1	567	1
"NP_047008.1"	0	1345	0	16	0
"NP_047009.2"	0	1345	0	16	0
"NP_047010.1"	0	9097	0	568	0
"NP_047011.2"	0	9098	0	569	0
"NP_047012.1"	0	9099	0	570	0
"NP_047013.1"	0	9101	0	572	0
"NP_047014.1"	0	9102	0	573	0
"NP_047015.1"	0	9103	0	574	0
"NP_047016.1"	0	1357	0	17	0
"NP_047017.1"	1	9104	1	575	1
"NP_047018.1"	1	9105	1	576	1
"NP_047019.1"	0	9106	0	577	0
"NP_047020.1"	0	9107	0	578	0
"NP_047021.1"	1	9108	1	579	1
"NP_047022.1"	0	9109	0	580	0
"NP_047023.1"	0	9110	0	581	0
"NP_047024.1"	1	9111	1	582	1
"NP_047025.1"	0	9112	0	583	0
"NP_047026.1"	0	9113	0	584	0
"NP_051162.1"	0	1364	0	18	0
"NP_051163.1"	0	1366	0	19	0
"NP_051164.1"	1	1368	1	20	1
"NP_051165.1"	0	1369	0	21	0
"NP_051167.2"	1	1370	1	22	1
"NP_051168.2"	0	1371	0	23	0
"NP_051169.2"	0	1376	0	24	0
"NP_051170.1"	0	1379	0	25	0
"NP_051171.1"	0	1381	0	26	0
"NP_051172.1"	0	1391	0	27	0
"NP_051173.1"	1	1400	1	28	1
"NP_051174.1"	0	1405	0	29	0
"NP_051175.1"	0	1410	0	30	0
"NP_051176.1"	0	1414	0	31	0
"NP_051177.1"	0	1417	0	32	0
"NP_051178.1"	0	1420	0	33	0
"NP_051179.1"	0	1424	0	34	0
"NP_051180.1"	0	1429	0	35	0
"NP_051181.1"	0	1432	0	36	0
"NP_051182.1"	0	1437	0	37	0
"NP_051183.1"	0	1439	0	38	0
"NP_051184.1"	0	1441	0	39	0
"NP_051185.1"	0	1443	0	40	0
"NP_051186.1"	0	1444	0	41	0
"NP_051187.2"	0	1448	1	42	1
"NP_051188.1"	1	1452	1	43	1
"NP_051189.1"	1	1455	1	44	1
"NP_051190.1"	0	1458	0	45	0
"NP_051191.1"	0	1357	0	17	0
"NP_051192.1"	0	1462	0	46	0
"NP_051193.1"	0	9117	0	588	0
"NP_051194.2"	0	9118	0	589	0
"NP_051195.1"	0	9119	0	590	0
"NP_051196.1"	0	1464	0	47	0
"NP_051197.1"	1	1465	1	48	1
"NP_051198.1"	0	1466	1	49	1
"NP_051199.2"	1	1470	1	50	1
"NP_051200.1"	1	1472	1	51	1
"NP_051201.2"	0	1475	0	52	0
"NP_051202.1"	0	1478	0	53	0
"NP_051203.1"	0	1482	0	54	0
"NP_051204.1"	0	1364	0	18	0
"NP_051205.1"	0	1366	0	19	0
"NP_051206.1"	1	1368	1	20	1
"NP_051207.1"	0	1369	0	21	0
"NP_051209.1"	1	1370	1	22	1
"NP_051210.2"	0	1371	0	23	0
"NP_051211.2"	0	1376	0	24	0
"NP_051212.1"	0	1379	0	25	0
"NP_051213.1"	0	1381	0	26	0
"NP_051214.1"	0	1391	0	27	0
"NP_051215.1"	1	1400	1	28	1
"NP_051216.1"	0	1405	0	29	0
"NP_051217.1"	0	1410	0	30	0
"NP_051218.1"	0	1414	0	31	0
"NP_051219.1"	0	1417	0	32	0
"NP_051220.1"	0	1420	0	33	0
"NP_051221.1"	0	1424	0	34	0
"NP_051222.1"	0	1429	0	35	0
"NP_051223.1"	0	1432	0	36	0
"NP_051224.2"	0	1437	0	37	0
"NP_051226.1"	0	1441	0	39	0
"NP_051227.1"	0	1443	0	40	0
"NP_051228.1"	0	1444	0	41	0
"NP_051229.2"	0	1448	1	42	1
"NP_051230.1"	0	9123	0	594	0
"NP_051232.2"	0	1689	1	55	1
"NP_051233.1"	1	1455	1	44	1
"NP_051234.2"	0	1710	0	56	0
"NP_051236.1"	0	1357	0	17	0
"NP_051237.1"	0	1462	0	46	0
"NP_051238.1"	0	9126	0	597	0
"NP_051240.1"	0	1756	1	57	1
"NP_051241.2"	0	1464	0	47	0
"NP_051242.1"	1	1465	1	48	1
"NP_051243.1"	0	1466	1	49	1
"NP_051244.1"	1	9127	1	598	1
"NP_051245.1"	1	9128	1	599	1
"NP_051247.1"	0	1478	0	53	0
"NP_051248.1"	0	1482	0	54	0
"NP_051249.1"	0	1364	0	18	0
"NP_051250.1"	0	1368	1	20	1
"NP_051251.1"	0	1369	0	21	0
"NP_051252.2"	0	1853	0	59	0
"NP_051253.2"	1	1370	1	22	1
"NP_051254.1"	0	1371	0	23	0
"NP_051255.2"	0	1376	0	24	0
"NP_051256.1"	0	1379	0	25	0
"NP_051257.1"	0	1381	0	26	0
"NP_051258.1"	0	1391	0	27	0
"NP_051259.1"	1	1400	1	28	1
"NP_051260.1"	0	1405	0	29	0
"NP_051261.1"	0	1410	0	30	0
"NP_051262.1"	0	1414	0	31	0
"NP_051263.1"	0	1417	0	32	0
"NP_051264.1"	0	1420	0	33	0
"NP_051265.1"	0	1424	0	34	0
"NP_051266.1"	0	1429	0	35	0
"NP_051267.1"	0	1432	0	36	0
"NP_051268.1"	0	1437	0	37	0
"NP_051269.1"	0	1439	0	38	0
"NP_051270.1"	0	1441	0	39	0
"NP_051271.1"	0	1443	0	40	0
"NP_051272.1"	0	1444	0	41	0
"NP_051273.2"	1	1448	1	42	1
"NP_051274.2"	0	1689	1	55	1
"NP_051275.1"	1	1455	1	44	1
"NP_051276.2"	0	1458	0	45	0
"NP_051278.1"	0	1357	0	17	0
"NP_051279.1"	0	1462	0	46	0
"NP_051280.1"	0	9132	0	603	0
"NP_051281.1"	0	9133	0	604	0
"NP_051282.1"	0	1464	0	47	0
"NP_051283.1"	1	1465	1	48	1
"NP_051284.1"	0	1466	1	49	1
"NP_051287.2"	0	9134	0	605	0
"NP_051288.1"	1	9136	1	607	1
"NP_051289.2"	0	2085	0	60	0
"NP_051290.1"	0	1478	0	53	0
"NP_051291.1"	0	1482	0	54	0
"NP_051292.1"	0	1364	0	18	0
"NP_051293.1"	0	1366	0	19	0
"NP_051294.1"	0	1368	1	20	1
"NP_051295.1"	0	1369	0	21	0
"NP_051296.2"	0	1853	0	59	0
"NP_051297.2"	1	1370	1	22	1
"NP_051298.1"	0	1371	0	23	0
"NP_051299.2"	0	1376	0	24	0
"NP_051300.1"	0	1379	0	25	0
"NP_051301.1"	0	1381	0	26	0
"NP_051302.1"	0	1391	0	27	0
"NP_051303.1"	1	1400	1	28	1
"NP_051304.1"	0	1405	0	29	0
"NP_051305.1"	0	1410	0	30	0
"NP_051306.1"	0	1414	0	31	0
"NP_051307.1"	0	1417	0	32	0
"NP_051308.1"	0	1420	0	33	0
"NP_051309.1"	0	1424	0	34	0
"NP_051310.1"	0	1429	0	35	0
"NP_051311.1"	0	1432	0	36	0
"NP_051312.1"	0	1437	0	37	0
"NP_051314.1"	0	1441	0	39	0
"NP_051315.1"	0	1443	0	40	0
"NP_051316.1"	0	1444	0	41	0
"NP_051317.2"	1	1448	1	42	1
"NP_051318.1"	1	1452	1	43	1
"NP_051319.1"	1	1455	1	44	1
"NP_051320.1"	0	1710	0	56	0
"NP_051321.1"	0	1357	0	17	0
"NP_051322.1"	0	1462	0	46	0
"NP_051323.1"	0	9140	0	611	0
"NP_051324.1"	0	9141	0	612	0
"NP_051325.1"	1	1756	1	57	1
"NP_051326.1"	0	1464	0	47	0
"NP_051327.1"	1	1465	1	48	1
"NP_051328.1"	1	1466	1	49	1
"NP_051329.2"	1	9143	1	614	1
"NP_051330.1"	0	9144	0	615	0
"NP_051332.1"	0	1478	0	53	0
"NP_051333.1"	0	1482	0	54	0
"NP_051334.1"	0	1364	0	18	0
"NP_051335.1"	0	1366	0	19	0
"NP_051336.1"	1	1368	1	20	1
"NP_051337.1"	0	1369	0	21	0
"NP_051338.1"	0	1853	0	59	0
"NP_051339.1"	1	1370	1	22	1
"NP_051340.1"	0	1371	0	23	0
"NP_051341.1"	0	1376	0	24	0
"NP_051342.1"	0	1379	0	25	0
"NP_051343.1"	0	1381	0	26	0
"NP_051344.1"	0	1391	0	27	0
"NP_051345.1"	1	1400	1	28	1
"NP_051346.1"	0	1405	0	29	0
"NP_051347.1"	0	1410	0	30	0
"NP_051348.1"	0	9147	0	618	0
"NP_051349.1"	0	1417	0	32	0
"NP_051350.1"	0	9149	0	620	0
"NP_051351.1"	0	1424	0	34	0
"NP_051352.1"	0	1429	0	35	0
"NP_051353.1"	0	1432	0	36	0
"NP_051354.1"	0	1437	0	37	0
"NP_051355.1"	0	1439	0	38	0
"NP_051356.1"	0	1441	0	39	0
"NP_051357.1"	0	1443	0	40	0
"NP_051358.1"	0	1444	0	41	0
"NP_051359.1"	1	1448	1	42	1
"NP_051360.1"	0	1689	1	55	1
"NP_051361.1"	1	1455	1	44	1
"NP_051362.1"	0	1458	0	45	0
"NP_051363.1"	0	1357	0	17	0
"NP_051364.1"	0	1462	0	46	0
"NP_051365.1"	0	9151	0	622	0
"NP_051366.1"	0	9152	0	623	0
"NP_051367.1"	1	2300	1	61	1
"NP_051368.1"	0	9153	0	624	0
"NP_051369.1"	0	1464	0	47	0
"NP_051370.1"	1	1465	1	48	1
"NP_051371.1"	1	1466	1	49	1
"NP_051372.1"	1	9155	1	626	1
"NP_051373.1"	1	9156	1	627	1
"NP_051374.1"	0	9157	0	628	0
"NP_051375.1"	0	2085	0	60	0
"NP_051376.1"	0	1478	0	53	0
"NP_051377.1"	0	1482	0	54	0
"NP_051378.1"	0	1364	0	18	0
"NP_051379.1"	0	1366	0	19	0
"NP_051380.1"	1	1368	1	20	1
"NP_051381.1"	0	1369	0	21	0
"NP_051383.2"	1	1370	1	22	1
"NP_051384.2"	0	1371	0	23	0
"NP_051385.2"	0	1376	0	24	0
"NP_051386.1"	0	1379	0	25	0
"NP_051387.1"	0	1381	0	26	0
"NP_051388.1"	0	1391	0	27	0
"NP_051389.1"	1	1400	1	28	1
"NP_051390.1"	0	1405	0	29	0
"NP_051391.1"	0	1410	0	30	0
"NP_051392.1"	0	1414	0	31	0
"NP_051393.1"	0	1417	0	32	0
"NP_051394.1"	0	1420	0	33	0
"NP_051395.1"	0	1424	0	34	0
"NP_051396.1"	0	1429	0	35	0
"NP_051397.1"	0	1432	0	36	0
"NP_051398.1"	0	1437	0	37	0
"NP_051399.1"	0	1439	0	38	0
"NP_051400.1"	0	1441	0	39	0
"NP_051401.1"	0	1443	0	40	0
"NP_051402.1"	0	1444	0	41	0
"NP_051403.2"	1	1448	1	42	1
"NP_051404.2"	1	1689	1	55	1
"NP_051405.1"	1	1455	1	44	1
"NP_051406.2"	0	1458	0	45	0
"NP_051407.1"	0	1357	0	17	0
"NP_051408.1"	0	1462	0	46	0
"NP_051409.1"	0	9161	0	632	0
"NP_051412.1"	0	9162	0	633	0
"NP_051413.2"	0	1464	0	47	0
"NP_051414.1"	1	1465	1	48	1
"NP_051415.1"	0	1466	1	49	1
"NP_051416.2"	1	1470	1	50	1
"NP_051417.1"	1	1472	1	51	1
"NP_051418.2"	0	1475	0	52	0
"NP_051419.1"	0	1478	0	53	0
"NP_051420.1"	0	1482	0	54	0
"NP_051421.1"	0	1364	0	18	0
"NP_051422.1"	0	1366	0	19	0
"NP_051423.1"	0	1368	1	20	1
"NP_051424.1"	0	1369	0	21	0
"NP_051425.1"	0	1371	0	23	0
"NP_051426.2"	0	1376	0	24	0
"NP_051427.1"	0	1379	0	25	0
"NP_051428.1"	0	1381	0	26	0
"NP_051430.1"	1	1400	1	28	1
"NP_051431.1"	0	1410	0	30	0
"NP_051432.1"	0	1414	0	31	0
"NP_051433.1"	0	1420	0	33	0
"NP_051434.1"	0	1429	0	35	0
"NP_051435.1"	0	1432	0	36	0
"NP_051436.1"	0	1441	0	39	0
"NP_051437.1"	0	1443	0	40	0
"NP_051438.1"	0	1444	0	41	0
"NP_051439.2"	1	1448	1	42	1
"NP_051440.2"	1	1689	1	55	1
"NP_051441.1"	1	1455	1	44	1
"NP_051442.1"	0	1357	0	17	0
"NP_051443.1"	0	1462	0	46	0
"NP_051444.1"	0	9168	0	639	0
"NP_051445.1"	0	9169	0	640	0
"NP_051446.1"	1	2300	1	61	1
"NP_051447.1"	0	1464	0	47	0
"NP_051448.1"	1	1465	1	48	1
"NP_051449.1"	1	9170	1	641	1
"NP_051450.1"	1	9171	1	642	1
"NP_051452.2"	0	9172	0	643	0
"NP_051453.2"	0	1478	0	53	0
"NP_051454.1"	0	1482	0	54	0
"NP_051455.2"	0	3106	0	62	0
"NP_051456.1"	0	3191	0	63	0
"NP_051458.1"	0	1357	0	17	0
"NP_051459.1"	0	9174	0	645	0
"NP_051460.2"	0	9175	0	646	0
"NP_051461.1"	0	1357	0	17	0
"NP_051462.1"	0	9176	0	647	0
"NP_051463.1"	0	9177	0	648	0
"NP_051464.1"	0	1357	0	17	0
"NP_051465.1"	0	3609	0	64	0
"NP_051468.1"	1	103	1	8	1
"NP_051469.1"	0	9179	0	650	0
"NP_051470.1"	0	9180	0	651	0
"NP_051471.1"	0	9181	0	652	0
"NP_051472.1"	0	9182	0	653	0
"NP_051473.1"	0	9183	0	654	0
"NP_051475.2"	0	1853	0	59	0
"NP_051476.2"	1	1370	1	22	1
"NP_051477.2"	0	1371	0	23	0
"NP_051478.2"	0	1376	0	24	0
"NP_051479.1"	0	1381	0	26	0
"NP_051480.1"	0	1391	0	27	0
"NP_051481.2"	1	1400	1	28	1
"NP_051482.1"	0	1405	0	29	0
"NP_051483.1"	0	1410	0	30	0
"NP_051484.1"	0	1414	0	31	0
"NP_051485.1"	0	1417	0	32	0
"NP_051486.1"	0	1420	0	33	0
"NP_051487.1"	0	1424	0	34	0
"NP_051488.1"	0	1429	0	35	0
"NP_051489.1"	0	1432	0	36	0
"NP_051490.1"	0	1437	0	37	0
"NP_051491.1"	0	1439	0	38	0
"NP_051492.1"	0	1441	0	39	0
"NP_051493.1"	0	1443	0	40	0
"NP_051494.1"	0	1444	0	41	0
"NP_051495.2"	1	1448	1	42	1
"NP_051496.2"	1	9186	1	657	1
"NP_051497.1"	1	9187	1	658	1
"NP_051499.1"	0	1710	0	56	0
"NP_051500.1"	0	1357	0	17	0
"NP_051501.1"	0	1462	0	46	0
"NP_051502.1"	1	9189	1	660	1
"NP_051504.1"	1	1756	1	57	1
"NP_051505.2"	0	1464	0	47	0
"NP_051506.1"	1	1465	1	48	1
"NP_051507.1"	1	1466	1	49	1
"NP_051509.1"	1	9190	1	661	1
"NP_051510.2"	0	1475	0	52	0
"NP_051511.1"	0	1478	0	53	0
"NP_051512.1"	0	1482	0	54	0
"NP_051513.1"	0	1366	0	19	0
"NP_051514.1"	0	1368	1	20	1
"NP_051515.1"	0	1369	0	21	0
"NP_051521.1"	0	9192	0	663	0
"NP_051524.2"	0	9193	0	664	0
"NP_051533.1"	0	1317	0	14	0
"NP_051536.1"	0	1	0	1	0
"NP_051537.1"	0	134	0	10	0
"NP_051538.2"	0	3106	0	62	0
"NP_051539.1"	0	1317	0	14	0
"NP_051540.1"	0	3191	0	63	0
"NP_051541.1"	0	1357	0	17	0
"NP_051542.1"	0	3609	0	64	0
"NP_051543.1"	0	9194	0	665	0
"NP_212135.1"	0	9195	0	666	0
"NP_212136.1"	0	9196	0	667	0
"NP_212138.2"	0	9197	0	668	0
"NP_212139.2"	0	9198	0	669	0
"NP_212140.2"	0	9199	0	670	0
"NP_212141.1"	0	9200	0	671	0
"NP_212142.2"	0	9201	0	672	0
"NP_212143.1"	0	9202	0	673	0
"NP_212144.1"	0	9203	0	674	0
"NP_212145.1"	0	9204	0	675	0
"NP_212146.1"	0	9205	0	676	0
"NP_212147.1"	0	9206	0	677	0
"NP_212148.1"	0	9207	0	678	0
"NP_212149.2"	0	9208	0	679	0
"NP_212150.2"	0	9209	0	680	0
"NP_212151.2"	0	9210	0	681	0
"NP_212153.1"	0	9211	0	682	0
"NP_212156.1"	0	9212	0	683	0
"NP_212157.1"	0	9213	0	684	0
"NP_212158.1"	0	9214	0	685	0
"NP_212159.1"	0	9215	0	686	0
"NP_212160.1"	0	9216	0	687	0
"NP_212161.1"	0	9217	0	688	0
"NP_212162.1"	0	9218	0	689	0
"NP_212163.1"	0	9219	0	690	0
"NP_212164.1"	0	9222	0	693	0
"NP_212165.1"	0	9223	0	694	0
"NP_212166.1"	0	9224	0	695	0
"NP_212167.1"	0	9225	0	696	0
"NP_212168.1"	1	9226	1	697	1
"NP_212169.1"	0	9227	0	698	0
"NP_212170.1"	0	9228	0	699	0
"NP_212171.1"	0	9229	0	700	0
"NP_212173.1"	0	9230	0	701	0
"NP_212174.1"	0	9231	0	702	0
"NP_212176.1"	0	9232	0	703	0
"NP_212177.1"	0	9233	0	704	0
"NP_212178.1"	0	9234	0	705	0
"NP_212179.2"	0	9235	0	706	0
"NP_212180.1"	0	9236	0	707	0
"NP_212181.2"	0	9237	0	708	0
"NP_212184.1"	0	9238	0	709	0
"NP_212185.2"	0	9239	0	710	0
"NP_212186.1"	0	9240	0	711	0
"NP_212187.1"	0	9241	0	712	0
"NP_212188.2"	0	9243	0	714	0
"NP_212189.1"	0	9244	0	715	0
"NP_212190.1"	0	9245	0	716	0
"NP_212191.1"	0	9246	0	717	0
"NP_212192.1"	0	9247	0	718	0
"NP_212193.1"	0	9248	0	719	0
"NP_212194.1"	0	9249	0	720	0
"NP_212195.1"	0	9250	0	721	0
"NP_212196.1"	0	9251	0	722	0
"NP_212197.2"	0	9252	0	723	0
"NP_212198.1"	0	9254	0	725	0
"NP_212199.2"	0	9255	0	726	0
"NP_212200.1"	0	9256	0	727	0
"NP_212202.1"	0	9257	0	728	0
"NP_212203.1"	0	9258	0	729	0
"NP_212204.1"	0	9259	0	730	0
"NP_212206.1"	0	9260	0	731	0
"NP_212207.1"	0	9261	0	732	0
"NP_212208.2"	0	9262	0	733	0
"NP_212209.1"	0	9263	0	734	0
"NP_212210.1"	0	9265	0	736	0
"NP_212214.2"	0	9266	0	737	0
"NP_212215.1"	0	9267	0	738	0
"NP_212216.1"	1	9268	1	739	1
"NP_212217.2"	0	9269	0	740	0
"NP_212218.1"	0	9270	0	741	0
"NP_212219.1"	0	9271	0	742	0
"NP_212220.1"	0	9272	0	743	0
"NP_212221.1"	0	9273	0	744	0
"NP_212222.1"	0	9274	0	745	0
"NP_212223.1"	0	9276	0	747	0
"NP_212224.1"	0	9277	0	748	0
"NP_212226.2"	0	9278	0	749	0
"NP_212227.1"	0	9279	0	750	0
"NP_212229.1"	0	9280	0	751	0
"NP_212230.2"	0	9281	0	752	0
"NP_212231.1"	0	9282	0	753	0
"NP_212232.1"	0	9283	0	754	0
"NP_212233.1"	0	9284	0	755	0
"NP_212234.1"	0	9285	0	756	0
"NP_212235.2"	0	9287	0	758	0
"NP_212236.1"	0	9288	0	759	0
