"protein"	"is_antigenic"	"similarity_cluster"	"in_antigenic_cluster"	"selfSimilarity_cluster"	"in_selfAntigenic_cluster"
"E3PAM0"	0	15828	0	1464	0
"E3PAM1"	0	16561	0	2197	0
"E3PAM2"	0	15297	0	933	0
"E3PAM3"	0	18345	0	3981	0
"E3PAM4"	0	17456	0	3092	0
"E3PAM5"	0	17854	0	3490	0
"E3PAM6"	0	14817	0	453	0
"E3PAM7"	0	18589	0	4225	0
"E3PAM8"	0	14988	0	624	0
"E3PAM9"	0	18120	0	3756	0
"E3PAN0"	0	18911	0	4547	0
"E3PAN1"	0	16217	0	1853	0
"E3PAN2"	0	16966	0	2602	0
"E3PAN3"	0	15951	0	1587	0
"E3PAN4"	0	17908	0	3544	0
"E3PAN5"	0	16142	0	1778	0
"E3PAN6"	0	16041	0	1677	0
"E3PAN7"	0	18016	0	3652	0
"E3PAN8"	0	14546	0	182	0
"E3PAN9"	0	17096	0	2732	0
"E3PAP0"	0	15375	0	1011	0
"E3PAP1"	0	15903	0	1539	0
"E3PAP2"	0	18659	0	4295	0
"E3PAP3"	0	17795	0	3431	0
"E3PAP4"	0	15245	0	881	0
"E3PAP5"	0	15221	0	857	0
"E3PAP6"	0	17544	0	3180	0
"E3PAP7"	0	16232	0	1868	0
"E3PAP8"	0	16237	0	1873	0
"E3PAP9"	0	17588	0	3224	0
"E3PAQ0"	0	15606	0	1242	0
"E3PAQ1"	0	15996	0	1632	0
"E3PAQ2"	0	14601	0	237	0
"E3PAQ3"	0	18407	0	4043	0
"E3PAQ4"	0	18154	0	3790	0
"E3PAQ5"	0	72	0	68	0
"E3PAQ6"	0	72	0	68	0
"E3PAQ7"	0	14686	0	322	0
"E3PAQ8"	0	17495	0	3131	0
"E3PAQ9"	0	18630	0	4266	0
"E3PAR0"	0	16500	0	2136	0
"E3PAR1"	0	16166	0	1802	0
"E3PAR2"	0	16276	0	1912	0
"E3PAR3"	0	18607	0	4243	0
"E3PAR4"	0	18433	0	4069	0
"E3PAR5"	0	45	0	42	0
"E3PAR6"	0	16127	0	1763	0
"E3PAR7"	0	16973	0	2609	0
"E3PAR8"	0	15926	0	1562	0
"E3PAR9"	0	15699	0	1335	0
"E3PAS0"	0	14645	0	281	0
"E3PAS1"	0	15796	0	1432	0
"E3PAS2"	0	16421	0	2057	0
"E3PAS3"	0	21	0	19	0
"E3PAS4"	0	18368	0	4004	0
"E3PAS5"	0	8570	0	142	0
"E3PAS6"	0	36	0	33	0
"E3PAS7"	0	15464	0	1100	0
"E3PAS8"	0	16867	0	2503	0
"E3PAS9"	0	16864	0	2500	0
"E3PAT0"	0	18252	0	3888	0
"E3PAT1"	0	15637	0	1273	0
"E3PAT2"	0	15753	0	1389	0
"E3PAT3"	0	18366	0	4002	0
"E3PAT4"	0	14809	0	445	0
"E3PAT5"	0	16962	0	2598	0
"E3PAT6"	0	16804	0	2440	0
"E3PAT7"	0	14790	0	426	0
"E3PAT8"	0	17739	0	3375	0
"E3PAT9"	0	17208	0	2844	0
"E3PAU0"	0	14534	0	170	0
"E3PAU1"	0	15554	0	1190	0
"E3PAU2"	0	17021	0	2657	0
"E3PAU3"	0	17709	0	3345	0
"E3PAU4"	0	18578	0	4214	0
"E3PAU5"	0	18112	0	3748	0
"E3PAU7"	0	72	0	68	0
"E3PAU8"	0	15557	0	1193	0
"E3PAU9"	0	17404	0	3040	0
"E3PAV0"	0	14869	0	505	0
"E3PAV1"	0	14737	0	373	0
"E3PAV2"	0	18005	0	3641	0
"E3PAV3"	0	16337	0	1973	0
"E3PAV4"	0	18069	0	3705	0
"E3PAV5"	0	17161	0	2797	0
"E3PAV6"	0	15403	0	1039	0
"E3PAV7"	0	15840	0	1476	0
"E3PAV8"	0	15849	0	1485	0
"E3PAV9"	0	15203	0	839	0
"E3PAW0"	0	17440	0	3076	0
"E3PAW1"	0	17608	0	3244	0
"E3PAW2"	0	17260	0	2896	0
"E3PAW3"	0	17610	0	3246	0
"E3PAW5"	0	16406	0	2042	0
"E3PAW6"	0	14683	0	319	0
"E3PAW7"	0	17661	0	3297	0
"E3PAW8"	0	17815	0	3451	0
"E3PAW9"	0	18307	0	3943	0
"E3PAX0"	0	17243	0	2879	0
"E3PAX1"	0	18415	0	4051	0
"E3PAX2"	0	16042	0	1678	0
"E3PAX3"	0	16353	0	1989	0
"E3PAX4"	0	18890	0	4526	0
"E3PAX5"	0	18908	0	4544	0
"E3PAX6"	0	18901	0	4537	0
"E3PAX7"	0	18558	0	4194	0
"E3PAX8"	0	17310	0	2946	0
"E3PAX9"	0	17715	0	3351	0
"E3PAY0"	0	17934	0	3570	0
"E3PAY1"	0	15457	0	1093	0
"E3PAY2"	0	17031	0	2667	0
"E3PAY3"	0	18205	0	3841	0
"E3PAY4"	0	15424	0	1060	0
"E3PAY5"	0	14960	0	596	0
"E3PAY6"	0	18010	0	3646	0
"E3PAY7"	0	16621	0	2257	0
"E3PAY8"	0	18757	0	4393	0
"E3PAY9"	0	17017	0	2653	0
"E3PAZ0"	0	17330	0	2966	0
"E3PAZ1"	0	14944	0	580	0
"E3PAZ2"	0	18884	0	4520	0
"E3PAZ3"	0	16858	0	2494	0
"E3PAZ4"	0	16901	0	2537	0
"E3PAZ5"	0	17842	0	3478	0
"E3PAZ6"	0	15634	0	1270	0
"E3PAZ7"	0	14742	0	378	0
"E3PAZ8"	0	18093	0	3729	0
"E3PAZ9"	0	17484	0	3120	0
"E3PB00"	0	16110	0	1746	0
"E3PB01"	0	17919	0	3555	0
"E3PB02"	0	17304	0	2940	0
"E3PB03"	0	15536	0	1172	0
"E3PB04"	0	15994	0	1630	0
"E3PB05"	0	16797	0	2433	0
"E3PB06"	0	17447	0	3083	0
"E3PB07"	0	16874	0	2510	0
"E3PB08"	0	17601	0	3237	0
"E3PB09"	0	17481	0	3117	0
"E3PB10"	0	15872	0	1508	0
"E3PB11"	0	18747	0	4383	0
"E3PB12"	0	15184	0	820	0
"E3PB13"	0	16875	0	2511	0
"E3PB14"	0	18329	0	3965	0
"E3PB15"	0	17329	0	2965	0
"E3PB16"	0	15579	0	1215	0
"E3PB17"	0	16714	0	2350	0
"E3PB18"	0	14995	0	631	0
"E3PB19"	0	14873	0	509	0
"E3PB20"	0	15305	0	941	0
"E3PB21"	0	16837	0	2473	0
"E3PB22"	0	15626	0	1262	0
"E3PB23"	0	17901	0	3537	0
"E3PB24"	0	14818	0	454	0
"E3PB25"	0	18604	0	4240	0
"E3PB26"	0	68	0	64	0
"E3PB27"	0	8513	0	111	0
"E3PB28"	0	16763	0	2399	0
"E3PB29"	0	18915	0	4551	0
"E3PB30"	0	14794	0	430	0
"E3PB31"	0	15264	0	900	0
"E3PB32"	0	14875	0	511	0
"E3PB33"	0	17560	0	3196	0
"E3PB34"	0	16004	0	1640	0
"E3PB35"	0	16066	0	1702	0
"E3PB36"	0	18061	0	3697	0
"E3PB37"	0	16282	0	1918	0
"E3PB38"	0	15108	0	744	0
"E3PB39"	0	18665	0	4301	0
"E3PB40"	0	18573	0	4209	0
"E3PB41"	0	17799	0	3435	0
"E3PB42"	0	18228	0	3864	0
"E3PB43"	0	16033	0	1669	0
"E3PB44"	0	16365	0	2001	0
"E3PB45"	0	17092	0	2728	0
"E3PB46"	0	16546	0	2182	0
"E3PB47"	0	14670	0	306	0
"E3PB48"	0	14976	0	612	0
"E3PB49"	0	17225	0	2861	0
"E3PB50"	0	14642	0	278	0
"E3PB51"	0	15287	0	923	0
"E3PB52"	0	16104	0	1740	0
"E3PB53"	0	16062	0	1698	0
"E3PB54"	0	18236	0	3872	0
"E3PB55"	0	18272	0	3908	0
"E3PB56"	0	14850	0	486	0
"E3PB57"	0	16872	0	2508	0
"E3PB58"	0	16931	0	2567	0
"E3PB59"	0	14927	0	563	0
"E3PB60"	0	18759	0	4395	0
"E3PB61"	0	18071	0	3707	0
"E3PB62"	0	17497	0	3133	0
"E3PB63"	0	18779	0	4415	0
"E3PB64"	0	4	0	2	0
"E3PB65"	0	16848	0	2484	0
"E3PB66"	0	15787	0	1423	0
"E3PB67"	0	14616	0	252	0
"E3PB68"	0	17358	0	2994	0
"E3PB69"	0	14639	0	275	0
"E3PB70"	0	16395	0	2031	0
"E3PB71"	0	16953	0	2589	0
"E3PB72"	0	18301	0	3937	0
"E3PB73"	0	16689	0	2325	0
"E3PB74"	0	17923	0	3559	0
"E3PB75"	0	18327	0	3963	0
"E3PB76"	0	18497	0	4133	0
"E3PB77"	0	17155	0	2791	0
"E3PB78"	0	16857	0	2493	0
"E3PB79"	0	16182	0	1818	0
"E3PB80"	0	15855	0	1491	0
"E3PB81"	0	17682	0	3318	0
"E3PB82"	0	14585	0	221	0
"E3PB83"	0	17195	0	2831	0
"E3PB84"	0	14885	0	521	0
"E3PB85"	0	18775	0	4411	0
"E3PB86"	0	17121	0	2757	0
"E3PB87"	0	17411	0	3047	0
"E3PB88"	0	15697	0	1333	0
"E3PB89"	0	17168	0	2804	0
"E3PB90"	0	15696	0	1332	0
"E3PB91"	0	16552	0	2188	0
"E3PB92"	0	15520	0	1156	0
"E3PB93"	0	18905	0	4541	0
"E3PB94"	0	18000	0	3636	0
"E3PB95"	0	16604	0	2240	0
"E3PB96"	0	17306	0	2942	0
"E3PB97"	0	15154	0	790	0
"E3PB98"	0	17027	0	2663	0
"E3PB99"	0	16009	0	1645	0
"E3PBA0"	0	17836	0	3472	0
"E3PBA1"	0	18164	0	3800	0
"E3PBA2"	0	14945	0	581	0
"E3PBA3"	0	17409	0	3045	0
"E3PBA4"	1	15506	1	1142	1
"E3PBA5"	0	77	0	73	0
"E3PBA6"	0	16235	0	1871	0
"E3PBA7"	0	18796	0	4432	0
"E3PBA8"	0	18133	0	3769	0
"E3PBA9"	0	17689	0	3325	0
"E3PBB0"	0	16807	0	2443	0
"E3PBB1"	0	18457	0	4093	0
"E3PBB2"	0	14640	0	276	0
"E3PBB3"	0	15076	0	712	0
"E3PBB4"	0	15288	0	924	0
"E3PBB5"	0	17444	0	3080	0
"E3PBB6"	0	17931	0	3567	0
"E3PBB7"	0	18739	0	4375	0
"E3PBB8"	0	16492	0	2128	0
"E3PBB9"	0	14587	0	223	0
"E3PBC0"	0	16176	0	1812	0
"E3PBC1"	0	18190	0	3826	0
"E3PBC2"	0	17215	0	2851	0
"E3PBC3"	0	17136	0	2772	0
"E3PBC4"	0	18264	0	3900	0
"E3PBC5"	0	16985	0	2621	0
"E3PBC6"	0	18610	0	4246	0
"E3PBC7"	0	15413	0	1049	0
"E3PBC8"	0	15749	0	1385	0
"E3PBC9"	0	17188	0	2824	0
"E3PBD0"	0	17776	0	3412	0
"E3PBD1"	0	15582	0	1218	0
"E3PBD2"	0	17084	0	2720	0
"E3PBD3"	0	16244	0	1880	0
"E3PBD4"	0	18226	0	3862	0
"E3PBD5"	0	18685	0	4321	0
"E3PBD6"	0	14795	0	431	0
"E3PBD7"	0	17647	0	3283	0
"E3PBD8"	0	17079	0	2715	0
"E3PBD9"	0	18114	0	3750	0
"E3PBE0"	0	15900	0	1536	0
"E3PBE1"	0	17127	0	2763	0
"E3PBE2"	0	17626	0	3262	0
"E3PBE3"	0	17987	0	3623	0
"E3PBE4"	0	14649	0	285	0
"E3PBE5"	0	15638	0	1274	0
"E3PBE6"	0	15249	0	885	0
"E3PBE7"	0	15388	0	1024	0
"E3PBE8"	0	15065	0	701	0
"E3PBE9"	0	16893	0	2529	0
"E3PBF0"	0	18057	0	3693	0
"E3PBF1"	0	16511	0	2147	0
"E3PBF2"	0	18845	0	4481	0
"E3PBF3"	0	16046	0	1682	0
"E3PBF4"	0	15964	0	1600	0
"E3PBF5"	0	16868	0	2504	0
"E3PBF6"	0	15682	0	1318	0
"E3PBF7"	0	14614	0	250	0
"E3PBF8"	0	17244	0	2880	0
"E3PBF9"	0	16734	0	2370	0
"E3PBG0"	0	17611	0	3247	0
"E3PBG1"	0	18667	0	4303	0
"E3PBG2"	0	14593	0	229	0
"E3PBG3"	0	15835	0	1471	0
"E3PBG4"	0	15550	0	1186	0
"E3PBG5"	0	17618	0	3254	0
"E3PBG6"	0	18560	0	4196	0
"E3PBG7"	0	15692	0	1328	0
"E3PBG8"	0	17528	0	3164	0
"E3PBG9"	0	15164	0	800	0
"E3PBH0"	0	16851	0	2487	0
"E3PBH1"	0	17555	0	3191	0
"E3PBH2"	0	15907	0	1543	0
"E3PBH3"	0	73	0	69	0
"E3PBH4"	0	76	0	72	0
"E3PBH7"	0	16913	0	2549	0
"E3PBH8"	0	16548	0	2184	0
"E3PBH9"	0	35	0	32	0
"E3PBI0"	0	16431	0	2067	0
"E3PBI1"	0	17920	0	3556	0
"E3PBI2"	0	16736	0	2372	0
"E3PBI3"	0	17664	0	3300	0
"E3PBI4"	0	15754	0	1390	0
"E3PBI5"	0	16814	0	2450	0
"E3PBI6"	0	17557	0	3193	0
"E3PBI7"	0	15428	0	1064	0
"E3PBI8"	0	87	0	83	0
"E3PBI9"	0	84	0	80	0
"E3PBJ1"	0	16204	0	1840	0
"E3PBJ2"	0	8495	0	107	0
"E3PBJ4"	0	23	0	21	0
"E3PBJ5"	0	18586	0	4222	0
"E3PBJ6"	0	15883	0	1519	0
"E3PBJ7"	0	42	0	39	0
"E3PBJ8"	0	17	0	15	0
"E3PBJ9"	0	18682	0	4318	0
"E3PBK0"	0	6	0	4	0
"E3PBK1"	0	8593	0	165	0
"E3PBK2"	0	17088	0	2724	0
"E3PBK3"	0	53	0	50	0
"E3PBK4"	0	17222	0	2858	0
"E3PBK5"	0	48	0	45	0
"E3PBK6"	0	18	0	16	0
"E3PBK7"	0	8502	0	108	0
"E3PBK8"	0	8519	0	114	0
"E3PBK9"	0	44	0	41	0
"E3PBL0"	0	54	0	51	0
"E3PBL2"	0	75	0	71	0
"E3PBL3"	0	16	0	14	0
"E3PBL4"	0	15540	0	1176	0
"E3PBL5"	0	18170	0	3806	0
"E3PBL6"	0	16008	0	1644	0
"E3PBL7"	0	17053	0	2689	0
"E3PBL9"	0	74	0	70	0
"E3PBM0"	0	18731	0	4367	0
"E3PBM1"	0	17865	0	3501	0
"E3PBM4"	0	78	0	74	0
"E3PBM7"	0	39	0	36	0
"E3PBM8"	0	80	0	76	0
"E3PBM9"	0	8567	0	139	0
"E3PBN0"	0	8591	0	163	0
"E3PBN1"	0	17993	0	3629	0
"E3PBN3"	0	84	0	80	0
"E3PBN5"	0	15270	0	906	0
"E3PBN6"	0	16283	0	1919	0
"E3PBN7"	0	17398	0	3034	0
"E3PBN8"	0	17189	0	2825	0
"E3PBN9"	0	14842	0	478	0
"E3PBP0"	0	17181	0	2817	0
"E3PBP1"	0	18817	0	4453	0
"E3PBP2"	0	15141	0	777	0
"E3PBP3"	0	15672	0	1308	0
"E3PBP4"	0	18660	0	4296	0
"E3PBP5"	0	16423	0	2059	0
"E3PBP6"	0	15289	0	925	0
"E3PBP7"	0	17914	0	3550	0
"E3PBP8"	0	15190	0	826	0
"E3PBP9"	0	16140	0	1776	0
"E3PBQ0"	0	16427	0	2063	0
"E3PBQ1"	0	17261	0	2897	0
"E3PBQ2"	0	17754	0	3390	0
"E3PBQ3"	0	15160	0	796	0
"E3PBQ4"	0	15618	0	1254	0
"E3PBQ5"	0	16945	0	2581	0
"E3PBQ6"	0	15993	0	1629	0
"E3PBQ7"	0	17956	0	3592	0
"E3PBQ8"	0	15776	0	1412	0
"E3PBQ9"	0	18734	0	4370	0
"E3PBR0"	0	18283	0	3919	0
"E3PBR1"	0	16107	0	1743	0
"E3PBR2"	0	14620	0	256	0
"E3PBR3"	0	15341	0	977	0
"E3PBR4"	0	8574	0	146	0
"E3PBR5"	0	8594	0	166	0
"E3PBR6"	0	18020	0	3656	0
"E3PBR7"	0	16993	0	2629	0
"E3PBR8"	0	15055	0	691	0
"E3PBR9"	0	17451	0	3087	0
"E3PBS0"	0	17265	0	2901	0
"E3PBS1"	0	15231	0	867	0
"E3PBS2"	0	16305	0	1941	0
"E3PBS3"	0	17405	0	3041	0
"E3PBS4"	0	8574	0	146	0
"E3PBS5"	0	8594	0	166	0
"E3PBS6"	0	14957	0	593	0
"E3PBS7"	0	17139	0	2775	0
"E3PBS8"	0	17989	0	3625	0
"E3PBS9"	0	18680	0	4316	0
"E3PBT0"	0	17311	0	2947	0
"E3PBT1"	0	14979	0	615	0
"E3PBT2"	0	16401	0	2037	0
"E3PBT3"	0	16355	0	1991	0
"E3PBT4"	0	15657	0	1293	0
"E3PBT5"	0	16313	0	1949	0
"E3PBT6"	0	17888	0	3524	0
"E3PBT7"	0	17926	0	3562	0
"E3PBT8"	0	18569	0	4205	0
"E3PBT9"	0	18490	0	4126	0
"E3PBU0"	0	18296	0	3932	0
"E3PBU1"	0	16964	0	2600	0
"E3PBU2"	0	18140	0	3776	0
"E3PBU3"	0	18899	0	4535	0
"E3PBU4"	0	17452	0	3088	0
"E3PBU5"	0	16927	0	2563	0
"E3PBU6"	0	15772	0	1408	0
"E3PBU7"	0	14914	0	550	0
"E3PBU8"	0	92	0	85	0
"E3PBU9"	0	14871	0	507	0
"E3PBV0"	0	16733	0	2369	0
"E3PBV1"	0	15502	0	1138	0
"E3PBV2"	0	17967	0	3603	0
"E3PBV3"	0	16105	0	1741	0
"E3PBV4"	0	18220	0	3856	0
"E3PBV5"	0	15011	0	647	0
"E3PBV6"	0	17461	0	3097	0
"E3PBV7"	0	18159	0	3795	0
"E3PBV8"	0	16817	0	2453	0
"E3PBV9"	0	14724	0	360	0
"E3PBW0"	0	18249	0	3885	0
"E3PBW1"	0	17631	0	3267	0
"E3PBW2"	0	18062	0	3698	0
"E3PBW3"	0	18927	0	4563	0
"E3PBW4"	0	17085	0	2721	0
"E3PBW5"	0	17502	0	3138	0
"E3PBW6"	0	15284	0	920	0
"E3PBW7"	0	14676	0	312	0
"E3PBW8"	0	16486	0	2122	0
"E3PBW9"	0	18475	0	4111	0
"E3PBX0"	0	15841	0	1477	0
"E3PBX1"	0	17656	0	3292	0
"E3PBX2"	0	17190	0	2826	0
"E3PBX3"	0	16343	0	1979	0
"E3PBX4"	0	14556	0	192	0
"E3PBX5"	0	17227	0	2863	0
"E3PBX6"	0	18590	0	4226	0
"E3PBX7"	0	16393	0	2029	0
"E3PBX8"	0	15588	0	1224	0
"E3PBX9"	0	16299	0	1935	0
"E3PBY0"	0	15635	0	1271	0
"E3PBY1"	0	14880	0	516	0
"E3PBY2"	0	15493	0	1129	0
"E3PBY3"	0	17972	0	3608	0
"E3PBY4"	0	15532	0	1168	0
"E3PBY5"	0	17609	0	3245	0
"E3PBY6"	0	18829	0	4465	0
"E3PBY7"	0	15134	0	770	0
"E3PBY8"	0	17424	0	3060	0
"E3PBY9"	0	14634	0	270	0
"E3PBZ0"	0	15960	0	1596	0
"E3PBZ1"	0	17911	0	3547	0
"E3PBZ2"	0	14732	0	368	0
"E3PBZ3"	0	14971	0	607	0
"E3PBZ4"	0	16186	0	1822	0
"E3PBZ5"	0	18078	0	3714	0
"E3PBZ6"	0	17762	0	3398	0
"E3PBZ7"	0	18287	0	3923	0
"E3PBZ8"	0	15730	0	1366	0
"E3PBZ9"	0	17692	0	3328	0
"E3PC00"	0	15213	0	849	0
"E3PC01"	0	17080	0	2716	0
"E3PC02"	0	18477	0	4113	0
"E3PC03"	0	16517	0	2153	0
"E3PC04"	0	17702	0	3338	0
"E3PC05"	0	16937	0	2573	0
"E3PC06"	0	17097	0	2733	0
"E3PC07"	0	18781	0	4417	0
"E3PC08"	0	15214	0	850	0
"E3PC09"	0	18172	0	3808	0
"E3PC10"	0	15451	0	1087	0
"E3PC11"	0	16242	0	1878	0
"E3PC12"	0	16213	0	1849	0
"E3PC13"	0	17707	0	3343	0
"E3PC14"	0	16005	0	1641	0
"E3PC15"	0	17978	0	3614	0
"E3PC16"	0	17694	0	3330	0
"E3PC17"	0	18650	0	4286	0
"E3PC18"	0	17942	0	3578	0
"E3PC19"	0	16147	0	1783	0
"E3PC20"	0	8587	0	159	0
"E3PC21"	0	15	0	13	0
"E3PC22"	0	51	0	48	0
"E3PC23"	0	37	0	34	0
"E3PC24"	0	8573	0	145	0
"E3PC25"	0	15078	0	714	0
"E3PC26"	0	16547	0	2183	0
"E3PC27"	0	16963	0	2599	0
"E3PC28"	0	14	0	12	0
"E3PC29"	0	55	0	52	0
"E3PC30"	0	57	0	54	0
"E3PC31"	0	85	0	81	0
"E3PC32"	0	8568	0	140	0
"E3PC33"	0	46	0	43	0
"E3PC34"	0	8512	0	110	0
"E3PC35"	0	8494	0	106	0
"E3PC36"	0	8575	0	147	0
"E3PC37"	0	18097	0	3733	0
"E3PC38"	0	17479	0	3115	0
"E3PC39"	0	15167	0	803	0
"E3PC40"	0	14617	0	253	0
"E3PC41"	0	15598	0	1234	0
"E3PC42"	0	15250	0	886	0
"E3PC43"	0	29	0	26	0
"E3PC44"	0	8583	0	155	0
"E3PC45"	0	8562	0	134	0
"E3PC46"	0	71	0	67	0
"E3PC47"	0	18351	0	3987	0
"E3PC48"	0	9	0	7	0
"E3PC49"	0	8550	0	123	0
"E3PC50"	0	8572	0	144	0
"E3PC51"	0	17025	0	2661	0
"E3PC52"	0	8564	0	136	0
"E3PC53"	0	8581	0	153	0
"E3PC54"	0	18378	0	4014	0
"E3PC55"	0	15659	0	1295	0
"E3PC56"	0	14583	0	219	0
"E3PC57"	0	18600	0	4236	0
"E3PC58"	0	34	0	31	0
"E3PC59"	0	63	0	59	0
"E3PC60"	0	13	0	11	0
"E3PC61"	0	8586	0	158	0
"E3PC62"	0	3	0	1	0
"E3PC63"	0	8510	0	109	0
"E3PC64"	0	8592	0	164	0
"E3PC65"	0	18356	0	3992	0
"E3PC66"	0	17505	0	3141	0
"E3PC67"	0	8557	0	129	0
"E3PC68"	0	16656	0	2292	0
"E3PC69"	0	18925	0	4561	0
"E3PC70"	0	17065	0	2701	0
"E3PC71"	0	15975	0	1611	0
"E3PC72"	0	17202	0	2838	0
"E3PC73"	0	17584	0	3220	0
"E3PC74"	0	18125	0	3761	0
"E3PC75"	0	16494	0	2130	0
"E3PC76"	0	18420	0	4056	0
"E3PC77"	0	15062	0	698	0
"E3PC78"	0	14714	0	350	0
"E3PC79"	0	18576	0	4212	0
"E3PC80"	0	14787	0	423	0
"E3PC81"	0	18702	0	4338	0
"E3PC82"	0	18577	0	4213	0
"E3PC83"	0	15859	0	1495	0
"E3PC84"	0	14759	0	395	0
"E3PC85"	0	8545	0	119	0
