"protein"	"is_antigenic"	"similarity_cluster"	"in_antigenic_cluster"	"selfSimilarity_cluster"	"in_selfAntigenic_cluster"
"NP_819302.1"	0	13709	0	968	0
"NP_819303.1"	0	13710	0	969	0
"NP_819304.1"	0	13711	0	970	0
"NP_819305.1"	0	13712	0	971	0
"NP_819306.1"	0	13713	0	972	0
"NP_819307.1"	0	13714	0	973	0
"NP_819308.1"	0	13715	0	974	0
"NP_819309.1"	0	13716	0	975	0
"NP_819314.1"	0	13717	0	976	0
"NP_819315.1"	0	13719	0	978	0
"NP_819316.1"	0	13720	0	979	0
"NP_819317.1"	0	13721	0	980	0
"NP_819318.1"	0	13722	0	981	0
"NP_819319.1"	0	13723	0	982	0
"NP_819320.2"	0	13724	0	983	0
"NP_819321.1"	0	13725	0	984	0
"NP_819322.1"	0	13726	0	985	0
"NP_819323.1"	0	13727	0	986	0
"NP_819324.2"	0	13728	0	987	0
"NP_819327.1"	0	13730	0	989	0
"NP_819328.1"	0	13731	0	990	0
"NP_819329.1"	0	13732	0	991	0
"NP_819330.1"	0	13733	0	992	0
"NP_819331.1"	0	13734	0	993	0
"NP_819332.1"	0	13735	0	994	0
"NP_819333.1"	0	13736	0	995	0
"NP_819334.1"	0	13737	0	996	0
"NP_819335.1"	0	13738	0	997	0
"NP_819336.2"	0	13739	0	998	0
"NP_819337.2"	0	13741	0	1000	0
"NP_819338.1"	0	13742	0	1001	0
"NP_819339.2"	0	13743	0	1002	0
"NP_819340.1"	0	13744	0	1003	0
"NP_819341.1"	0	13745	0	1004	0
"NP_819342.2"	0	13746	0	1005	0
"NP_819343.1"	0	13747	0	1006	0
"NP_819344.1"	0	13748	0	1007	0
"NP_819345.1"	0	13749	0	1008	0
"NP_819346.1"	0	13750	0	1009	0
"NP_819347.2"	0	13752	0	1011	0
"NP_819348.1"	0	13753	0	1012	0
"NP_819349.1"	0	13754	0	1013	0
"NP_819350.1"	1	13755	1	1014	1
"NP_819352.2"	0	13756	0	1015	0
"NP_819354.2"	1	13757	1	1016	1
"NP_819355.1"	0	13758	0	1017	0
"NP_819356.2"	0	13759	0	1018	0
"NP_819357.1"	0	13760	0	1019	0
"NP_819358.1"	0	13761	0	1020	0
"NP_819359.1"	0	13763	0	1022	0
"NP_819360.2"	0	13764	0	1023	0
"NP_819361.1"	0	13765	0	1024	0
"NP_819362.1"	0	13766	0	1025	0
"NP_819363.1"	0	13767	0	1026	0
"NP_819364.1"	0	13768	0	1027	0
"NP_819365.1"	0	13769	0	1028	0
"NP_819366.2"	0	13770	0	1029	0
"NP_819368.2"	0	13771	0	1030	0
"NP_819372.2"	0	13772	0	1031	0
"NP_819373.2"	0	13774	0	1033	0
"NP_819374.1"	0	13775	0	1034	0
"NP_819375.1"	0	13776	0	1035	0
"NP_819376.1"	0	13777	0	1036	0
"NP_819377.1"	0	13778	0	1037	0
"NP_819378.2"	0	13779	0	1038	0
"NP_819380.2"	0	13780	0	1039	0
"NP_819381.1"	0	13781	0	1040	0
"NP_819382.1"	0	2367	0	22	0
"NP_819383.2"	0	13782	0	1041	0
"NP_819384.1"	0	13785	0	1044	0
"NP_819385.1"	0	13786	0	1045	0
"NP_819387.1"	0	13787	0	1046	0
"NP_819388.2"	0	13788	0	1047	0
"NP_819390.1"	0	13789	0	1048	0
"NP_819391.1"	0	13790	0	1049	0
"NP_819392.1"	0	13791	0	1050	0
"NP_819393.1"	0	13792	0	1051	0
"NP_819394.1"	0	13793	0	1052	0
"NP_819395.2"	0	13794	0	1053	0
"NP_819398.1"	0	13796	0	1055	0
"NP_819403.1"	0	13797	0	1056	0
"NP_819404.2"	0	13798	0	1057	0
"NP_819405.1"	0	13799	0	1058	0
"NP_819406.1"	1	13800	1	1059	1
"NP_819407.1"	0	13801	0	1060	0
"NP_819408.2"	0	13802	0	1061	0
"NP_819409.1"	0	13803	0	1062	0
"NP_819410.1"	0	13804	0	1063	0
"NP_819411.1"	0	13805	0	1064	0
"NP_819412.1"	0	13807	0	1066	0
"NP_819413.1"	0	13808	0	1067	0
"NP_819416.1"	0	13809	0	1068	0
"NP_819417.1"	0	13810	0	1069	0
"NP_819418.1"	0	13811	0	1070	0
"NP_819419.1"	0	13812	0	1071	0
"NP_819420.2"	0	13813	0	1072	0
"NP_819421.1"	0	13814	0	1073	0
"NP_819422.2"	1	13815	1	1074	1
"NP_819423.2"	0	2339	0	18	0
"NP_819424.2"	0	13817	0	1076	0
"NP_819425.1"	0	140	0	16	0
"NP_819426.1"	0	13818	0	1077	0
"NP_819427.1"	0	13819	0	1078	0
"NP_819428.1"	0	13820	0	1079	0
"NP_819429.1"	0	13821	0	1080	0
"NP_819430.2"	1	13822	1	1081	1
"NP_819433.1"	0	13823	0	1082	0
"NP_819434.1"	1	13824	1	1083	1
"NP_819435.1"	0	13825	0	1084	0
"NP_819436.2"	0	13827	0	1086	0
"NP_819437.1"	1	13828	1	1087	1
"NP_819439.1"	0	13829	0	1088	0
"NP_819441.1"	0	13830	0	1089	0
"NP_819442.1"	0	13831	0	1090	0
"NP_819446.1"	0	13832	0	1091	0
"NP_819447.1"	0	13833	0	1092	0
"NP_819448.1"	0	13834	0	1093	0
"NP_819449.1"	0	13835	0	1094	0
"NP_819450.1"	0	13836	0	1095	0
"NP_819453.2"	0	13837	0	1096	0
"NP_819454.2"	0	13838	0	1097	0
"NP_819455.2"	0	13839	0	1098	0
"NP_819456.1"	0	13840	0	1099	0
"NP_819457.1"	0	13841	0	1100	0
"NP_819460.1"	0	13842	0	1101	0
"NP_819461.1"	0	13843	0	1102	0
"NP_819462.1"	0	13844	0	1103	0
"NP_819463.1"	0	13845	0	1104	0
"NP_819464.2"	0	13846	0	1105	0
"NP_819466.1"	0	13848	0	1107	0
"NP_819467.1"	0	13849	0	1108	0
"NP_819468.1"	0	13850	0	1109	0
"NP_819469.1"	0	13851	0	1110	0
"NP_819470.1"	0	13852	0	1111	0
"NP_819471.1"	0	2340	0	19	0
"NP_819473.1"	0	13853	0	1112	0
"NP_819476.1"	0	13854	0	1113	0
"NP_819477.1"	0	13855	0	1114	0
"NP_819478.1"	0	13856	0	1115	0
"NP_819479.1"	0	13858	0	1117	0
"NP_819480.1"	0	13859	0	1118	0
"NP_819481.1"	0	13860	0	1119	0
"NP_819482.2"	0	13861	0	1120	0
"NP_819483.1"	0	13862	0	1121	0
"NP_819484.1"	1	13863	1	1122	1
"NP_819485.1"	0	13864	0	1123	0
"NP_819486.1"	0	13865	0	1124	0
"NP_819487.2"	0	13866	0	1125	0
"NP_819488.1"	0	13867	0	1126	0
"NP_819489.2"	0	13869	0	1128	0
"NP_819490.1"	0	13870	0	1129	0
"NP_819491.1"	0	13871	0	1130	0
"NP_819492.1"	0	13872	0	1131	0
"NP_819493.1"	0	13873	0	1132	0
"NP_819494.1"	0	13874	0	1133	0
"NP_819495.2"	0	13875	0	1134	0
"NP_819496.1"	0	13876	0	1135	0
"NP_819497.1"	0	13877	0	1136	0
"NP_819498.1"	1	13878	1	1137	1
"NP_819499.1"	0	13880	0	1139	0
"NP_819500.1"	0	13881	0	1140	0
"NP_819502.1"	0	13882	0	1141	0
"NP_819503.1"	0	13883	0	1142	0
"NP_819504.1"	0	13884	0	1143	0
"NP_819505.1"	0	13885	0	1144	0
"NP_819507.1"	0	13886	0	1145	0
"NP_819508.2"	0	13887	0	1146	0
"NP_819509.1"	0	13888	0	1147	0
"NP_819511.1"	0	13889	0	1148	0
"NP_819512.1"	0	13892	0	1151	0
"NP_819513.1"	0	13893	0	1152	0
"NP_819514.2"	0	13894	0	1153	0
"NP_819515.1"	0	13895	0	1154	0
"NP_819516.1"	0	13896	0	1155	0
"NP_819517.1"	0	13897	0	1156	0
"NP_819518.1"	0	13898	0	1157	0
"NP_819519.1"	0	13899	0	1158	0
"NP_819520.1"	0	13900	0	1159	0
"NP_819521.1"	0	13901	0	1160	0
"NP_819522.1"	0	13903	0	1162	0
"NP_819523.1"	0	13904	0	1163	0
"NP_819524.2"	0	13905	0	1164	0
"NP_819525.1"	0	13906	0	1165	0
"NP_819526.1"	0	13907	0	1166	0
"NP_819527.1"	0	13908	0	1167	0
"NP_819528.1"	0	13909	0	1168	0
"NP_819529.1"	0	13910	0	1169	0
"NP_819530.1"	0	2399	0	23	0
"NP_819531.1"	0	13911	0	1170	0
"NP_819532.1"	1	13913	1	1172	1
"NP_819533.2"	0	13914	0	1173	0
"NP_819534.1"	0	13915	0	1174	0
"NP_819535.1"	0	13916	0	1175	0
"NP_819536.2"	0	13917	0	1176	0
"NP_819537.1"	0	13918	0	1177	0
"NP_819538.1"	0	13919	0	1178	0
"NP_819539.1"	0	13920	0	1179	0
"NP_819540.1"	0	13921	0	1180	0
"NP_819541.1"	0	13922	0	1181	0
"NP_819542.1"	0	13924	0	1183	0
"NP_819543.1"	0	13925	0	1184	0
"NP_819544.1"	0	13926	0	1185	0
"NP_819545.1"	0	13927	0	1186	0
"NP_819546.1"	0	13928	0	1187	0
"NP_819547.2"	0	13929	0	1188	0
"NP_819548.1"	0	13930	0	1189	0
"NP_819549.2"	0	13931	0	1190	0
"NP_819550.1"	0	13932	0	1191	0
"NP_819551.1"	0	13933	0	1192	0
"NP_819552.2"	0	13935	0	1194	0
"NP_819553.2"	0	13936	0	1195	0
"NP_819554.1"	0	13937	0	1196	0
"NP_819555.2"	0	2339	0	18	0
"NP_819556.2"	0	13938	0	1197	0
"NP_819557.1"	0	13939	0	1198	0
"NP_819558.1"	0	13940	0	1199	0
"NP_819559.1"	0	13941	0	1200	0
"NP_819560.2"	0	13942	0	1201	0
"NP_819561.1"	0	13943	0	1202	0
"NP_819562.2"	0	13945	0	1204	0
"NP_819563.1"	0	13946	0	1205	0
"NP_819564.2"	1	13947	1	1206	1
"NP_819565.1"	0	13948	0	1207	0
"NP_819566.1"	0	13949	0	1208	0
"NP_819567.1"	0	13950	0	1209	0
"NP_819568.1"	0	13951	0	1210	0
"NP_819569.1"	0	2653	0	24	0
"NP_819570.1"	0	13952	0	1211	0
"NP_819571.2"	0	13953	0	1212	0
"NP_819572.1"	0	13955	0	1214	0
"NP_819573.2"	0	13956	0	1215	0
"NP_819574.2"	0	13957	0	1216	0
"NP_819575.1"	0	13958	0	1217	0
"NP_819576.1"	0	13959	0	1218	0
"NP_819577.2"	1	13960	1	1219	1
"NP_819578.1"	0	13961	0	1220	0
"NP_819579.1"	0	13962	0	1221	0
"NP_819580.1"	0	13963	0	1222	0
"NP_819581.2"	0	13964	0	1223	0
"NP_819582.2"	0	13966	0	1225	0
"NP_819583.1"	0	13967	0	1226	0
"NP_819585.2"	0	2339	0	18	0
"NP_819586.1"	0	13968	0	1227	0
"NP_819587.2"	0	13969	0	1228	0
"NP_819588.1"	0	13970	0	1229	0
"NP_819589.1"	0	13971	0	1230	0
"NP_819590.1"	0	13972	0	1231	0
"NP_819591.1"	0	13973	0	1232	0
"NP_819592.1"	0	13974	0	1233	0
"NP_819593.1"	0	13976	0	1235	0
"NP_819594.1"	0	13977	0	1236	0
"NP_819595.2"	0	13978	0	1237	0
"NP_819596.1"	0	13979	0	1238	0
"NP_819597.1"	0	13980	0	1239	0
"NP_819598.1"	0	13981	0	1240	0
"NP_819599.1"	0	13982	0	1241	0
"NP_819600.1"	0	13983	0	1242	0
"NP_819601.1"	0	13984	0	1243	0
"NP_819602.1"	0	13985	0	1244	0
"NP_819603.1"	0	13987	0	1246	0
"NP_819604.1"	0	13988	0	1247	0
"NP_819606.2"	0	13989	0	1248	0
"NP_819607.2"	0	13990	0	1249	0
"NP_819608.1"	0	13991	0	1250	0
"NP_819609.1"	0	13992	0	1251	0
"NP_819610.1"	0	13993	0	1252	0
"NP_819611.1"	0	13994	0	1253	0
"NP_819612.1"	0	13995	0	1254	0
"NP_819613.1"	0	13996	0	1255	0
"NP_819614.1"	0	13999	0	1258	0
"NP_819615.1"	0	14000	0	1259	0
"NP_819616.1"	0	14001	0	1260	0
"NP_819617.1"	0	14002	0	1261	0
"NP_819618.1"	0	14003	0	1262	0
"NP_819619.1"	0	14004	0	1263	0
"NP_819620.1"	0	14005	0	1264	0
"NP_819621.1"	0	14006	0	1265	0
"NP_819622.2"	0	14007	0	1266	0
"NP_819626.1"	0	14008	0	1267	0
"NP_819627.1"	0	14010	0	1269	0
"NP_819628.2"	0	14011	0	1270	0
"NP_819629.1"	0	14012	0	1271	0
"NP_819637.1"	0	14013	0	1272	0
"NP_819638.1"	0	14014	0	1273	0
"NP_819639.1"	1	14015	1	1274	1
"NP_819640.1"	0	14016	0	1275	0
"NP_819641.1"	0	14017	0	1276	0
"NP_819643.1"	0	14018	0	1277	0
"NP_819644.1"	0	14019	0	1278	0
"NP_819645.1"	1	14021	1	1280	1
"NP_819646.1"	0	14022	0	1281	0
"NP_819647.2"	0	14023	0	1282	0
"NP_819648.2"	0	14024	0	1283	0
"NP_819649.1"	0	14025	0	1284	0
"NP_819650.1"	0	14026	0	1285	0
"NP_819651.1"	0	14027	0	1286	0
"NP_819652.2"	0	14028	0	1287	0
"NP_819653.1"	0	14029	0	1288	0
"NP_819654.1"	0	14030	0	1289	0
"NP_819655.1"	0	14032	0	1291	0
"NP_819656.1"	0	14033	0	1292	0
"NP_819657.1"	0	14034	0	1293	0
"NP_819658.1"	0	14035	0	1294	0
"NP_819659.1"	0	14036	0	1295	0
"NP_819660.1"	1	14037	1	1296	1
"NP_819661.2"	0	14038	0	1297	0
"NP_819662.1"	0	14039	0	1298	0
"NP_819664.2"	0	14040	0	1299	0
"NP_819665.1"	0	14041	0	1300	0
"NP_819666.1"	0	14043	0	1302	0
"NP_819667.1"	0	14044	0	1303	0
"NP_819668.1"	0	14045	0	1304	0
"NP_819669.1"	0	14046	0	1305	0
"NP_819670.1"	0	14047	0	1306	0
"NP_819671.2"	0	14048	0	1307	0
"NP_819672.1"	0	14049	0	1308	0
"NP_819673.1"	0	14050	0	1309	0
"NP_819674.1"	0	14051	0	1310	0
"NP_819675.1"	0	14052	0	1311	0
"NP_819676.2"	0	14054	0	1313	0
"NP_819677.2"	0	14055	0	1314	0
"NP_819678.1"	0	14056	0	1315	0
"NP_819679.1"	0	3245	0	25	0
"NP_819686.1"	0	14057	0	1316	0
"NP_819687.1"	0	14058	0	1317	0
"NP_819688.1"	0	14059	0	1318	0
"NP_819689.1"	0	14060	0	1319	0
"NP_819690.1"	0	14061	0	1320	0
"NP_819691.1"	0	14062	0	1321	0
"NP_819692.1"	0	14064	0	1323	0
"NP_819693.1"	0	14065	0	1324	0
"NP_819694.1"	1	3321	1	26	1
"NP_819695.1"	0	14066	0	1325	0
"NP_819696.1"	0	14067	0	1326	0
"NP_819697.1"	0	14068	0	1327	0
"NP_819698.1"	0	14069	0	1328	0
"NP_819699.1"	0	14070	0	1329	0
"NP_819700.2"	0	14071	0	1330	0
"NP_819701.1"	0	14072	0	1331	0
"NP_819702.1"	0	14074	0	1333	0
"NP_819703.1"	0	14075	0	1334	0
"NP_819704.2"	0	14076	0	1335	0
"NP_819705.1"	0	14077	0	1336	0
"NP_819706.1"	0	14078	0	1337	0
"NP_819707.2"	0	14079	0	1338	0
"NP_819708.1"	0	14080	0	1339	0
"NP_819709.1"	0	14081	0	1340	0
"NP_819710.1"	0	14082	0	1341	0
"NP_819711.1"	0	14083	0	1342	0
"NP_819712.1"	0	14084	0	1343	0
"NP_819713.1"	0	14085	0	1344	0
"NP_819714.1"	0	14086	0	1345	0
"NP_819715.1"	0	14087	0	1346	0
"NP_819716.2"	0	3428	0	27	0
"NP_819717.1"	0	14088	0	1347	0
"NP_819718.1"	0	14089	0	1348	0
"NP_819719.1"	0	14090	0	1349	0
"NP_819720.2"	0	14091	0	1350	0
"NP_819721.2"	0	14092	0	1351	0
"NP_819722.1"	0	3428	0	27	0
"NP_819723.2"	0	14094	0	1353	0
"NP_819724.1"	0	14095	0	1354	0
"NP_819725.1"	0	14096	0	1355	0
"NP_819726.2"	0	14097	0	1356	0
"NP_819727.1"	0	14098	0	1357	0
"NP_819728.1"	0	14099	0	1358	0
"NP_819729.1"	0	14100	0	1359	0
"NP_819730.2"	0	14101	0	1360	0
"NP_819731.2"	0	14102	0	1361	0
"NP_819732.1"	0	14105	0	1364	0
"NP_819733.1"	0	14106	0	1365	0
"NP_819734.1"	0	14107	0	1366	0
"NP_819735.1"	0	14108	0	1367	0
"NP_819736.1"	0	14109	0	1368	0
"NP_819737.1"	0	3245	0	25	0
"NP_819740.1"	0	14110	0	1369	0
"NP_819741.1"	1	14111	1	1370	1
"NP_819742.2"	0	14112	0	1371	0
"NP_819743.2"	0	14113	0	1372	0
"NP_819744.1"	0	3544	0	28	0
"NP_819745.1"	0	14115	0	1374	0
"NP_819746.1"	1	14116	1	1375	1
"NP_819747.1"	0	14117	0	1376	0
"NP_819748.1"	0	14118	0	1377	0
"NP_819749.2"	0	14119	0	1378	0
"NP_819750.2"	0	14120	0	1379	0
"NP_819752.1"	0	3544	0	28	0
"NP_819753.1"	0	14121	0	1380	0
"NP_819754.2"	0	14122	0	1381	0
"NP_819755.1"	0	14124	0	1383	0
"NP_819756.1"	0	14125	0	1384	0
"NP_819757.2"	0	14126	0	1385	0
"NP_819760.1"	0	14127	0	1386	0
"NP_819761.1"	0	14128	0	1387	0
"NP_819762.1"	0	14129	0	1388	0
"NP_819763.1"	0	14130	0	1389	0
"NP_819764.1"	0	14131	0	1390	0
"NP_819765.1"	0	14132	0	1391	0
"NP_819766.1"	0	14133	0	1392	0
"NP_819767.1"	0	14135	0	1394	0
"NP_819768.1"	0	14136	0	1395	0
"NP_819769.1"	0	14137	0	1396	0
"NP_819770.1"	0	14138	0	1397	0
"NP_819771.1"	0	14139	0	1398	0
"NP_819772.1"	0	14140	0	1399	0
"NP_819773.2"	0	14141	0	1400	0
"NP_819774.1"	0	14142	0	1401	0
"NP_819775.1"	0	14143	0	1402	0
"NP_819776.1"	0	14144	0	1403	0
