"protein"	"is_antigenic"	"similarity_cluster"	"in_antigenic_cluster"	"selfSimilarity_cluster"	"in_selfAntigenic_cluster"
"NP_710264.1"	0	30561	0	3268	0
"NP_710265.2"	0	30572	0	3279	0
"NP_710266.1"	0	30583	0	3290	0
"NP_710268.2"	0	126	0	1	0
"NP_710271.1"	0	30604	0	3311	0
"NP_710272.1"	0	30614	0	3321	0
"NP_710273.1"	0	30625	0	3332	0
"NP_710274.1"	0	30637	0	3344	0
"NP_710275.1"	0	30646	0	3353	0
"NP_710276.2"	0	30657	0	3364	0
"NP_710277.1"	0	30668	0	3375	0
"NP_710279.1"	0	30679	0	3386	0
"NP_710280.2"	0	30690	0	3397	0
"NP_710281.2"	0	30701	0	3408	0
"NP_710282.1"	0	30711	0	3418	0
"NP_710283.1"	0	30722	0	3429	0
"NP_710284.1"	0	30733	0	3440	0
"NP_710285.1"	0	30745	0	3452	0
"NP_710286.1"	0	30756	0	3463	0
"NP_710287.2"	0	30767	0	3474	0
"NP_710288.1"	0	30778	0	3485	0
"NP_710289.1"	0	30789	0	3496	0
"NP_710290.1"	0	30800	0	3507	0
"NP_710291.1"	0	30810	0	3517	0
"NP_710292.2"	0	30821	0	3528	0
"NP_710293.1"	0	30832	0	3539	0
"NP_710294.1"	0	30843	0	3550	0
"NP_710295.1"	0	27325	0	32	0
"NP_710296.1"	0	27335	0	42	0
"NP_710297.2"	0	27346	0	53	0
"NP_710298.1"	0	27357	0	64	0
"NP_710299.1"	0	27368	0	75	0
"NP_710301.1"	0	27378	0	85	0
"NP_710302.1"	0	27389	0	96	0
"NP_710305.1"	0	27400	0	107	0
"NP_710306.1"	0	27411	0	118	0
"NP_710307.1"	0	27422	0	129	0
"NP_710308.1"	0	27433	0	140	0
"NP_710309.2"	0	27444	0	151	0
"NP_710310.2"	0	27454	0	161	0
"NP_710311.1"	0	27464	0	171	0
"NP_710312.1"	0	27475	0	182	0
"NP_710313.1"	0	27486	0	193	0
"NP_710314.2"	0	27497	0	204	0
"NP_710315.1"	0	27508	0	215	0
"NP_710316.1"	0	27519	0	226	0
"NP_710317.2"	0	27530	0	237	0
"NP_710318.2"	0	27540	0	247	0
"NP_710319.1"	0	27551	0	258	0
"NP_710321.1"	0	27562	0	269	0
"NP_710322.1"	0	27573	0	280	0
"NP_710323.2"	0	27584	0	291	0
"NP_710324.1"	0	27595	0	302	0
"NP_710325.1"	0	27606	0	313	0
"NP_710326.1"	0	27617	0	324	0
"NP_710327.1"	0	27628	0	335	0
"NP_710328.1"	0	27639	0	346	0
"NP_710329.1"	0	27651	0	358	0
"NP_710330.1"	0	27662	0	369	0
"NP_710331.1"	0	27673	0	380	0
"NP_710332.1"	0	27684	0	391	0
"NP_710334.1"	0	27695	0	402	0
"NP_710337.2"	0	27706	0	413	0
"NP_710338.1"	0	27713	0	420	0
"NP_710341.1"	0	27724	0	431	0
"NP_710342.1"	0	27734	0	441	0
"NP_710344.1"	0	27744	0	451	0
"NP_710346.1"	0	27754	0	461	0
"NP_710347.1"	0	27764	0	471	0
"NP_710350.2"	0	27774	0	481	0
"NP_710352.2"	0	27784	0	491	0
"NP_710353.2"	0	27795	0	502	0
"NP_710356.1"	0	127	0	2	0
"NP_710358.1"	0	27815	0	522	0
"NP_710359.1"	0	27826	0	533	0
"NP_710360.1"	0	27837	0	544	0
"NP_710361.1"	0	27848	0	555	0
"NP_710362.2"	0	27859	0	566	0
"NP_710365.1"	0	27870	0	577	0
"NP_710366.1"	0	27881	0	588	0
"NP_710367.2"	0	27892	0	599	0
"NP_710368.1"	0	27903	0	610	0
"NP_710369.1"	0	27914	0	621	0
"NP_710370.1"	0	27925	0	632	0
"NP_710372.1"	0	27936	0	643	0
"NP_710373.1"	0	27946	0	653	0
"NP_710374.1"	0	27957	0	664	0
"NP_710375.2"	0	27969	0	676	0
"NP_710376.2"	0	27980	0	687	0
"NP_710379.1"	0	27991	0	698	0
"NP_710382.1"	0	28002	0	709	0
"NP_710383.2"	0	28013	0	720	0
"NP_710384.1"	0	28024	0	731	0
"NP_710385.1"	0	28035	0	742	0
"NP_710386.1"	0	28046	0	753	0
"NP_710387.1"	0	28057	0	764	0
"NP_710388.1"	0	28068	0	775	0
"NP_710390.2"	0	28080	0	787	0
"NP_710391.1"	0	28091	0	798	0
"NP_710392.1"	0	28102	0	809	0
"NP_710393.1"	0	28113	0	820	0
"NP_710394.1"	0	28124	0	831	0
"NP_710395.1"	0	28135	0	842	0
"NP_710396.1"	0	28145	0	852	0
"NP_710397.2"	0	28156	0	863	0
"NP_710398.1"	0	28167	0	874	0
"NP_710399.1"	0	28178	0	885	0
"NP_710400.1"	0	28189	0	896	0
"NP_710402.1"	0	28200	0	907	0
"NP_710403.1"	0	28211	0	918	0
"NP_710404.1"	0	28222	0	929	0
"NP_710405.1"	0	28233	0	940	0
"NP_710406.1"	0	28244	0	951	0
"NP_710407.2"	0	28255	0	962	0
"NP_710408.1"	0	28266	0	973	0
"NP_710409.2"	0	28277	0	984	0
"NP_710410.1"	0	28288	0	995	0
"NP_710412.1"	0	28300	0	1007	0
"NP_710413.1"	0	28310	0	1017	0
"NP_710414.1"	0	28321	0	1028	0
"NP_710415.2"	0	28332	0	1039	0
"NP_710416.1"	0	28343	0	1050	0
"NP_710418.1"	0	28354	0	1061	0
"NP_710419.1"	0	28363	0	1070	0
"NP_710421.2"	0	28374	0	1081	0
"NP_710422.1"	0	28384	0	1091	0
"NP_710423.2"	0	28394	0	1101	0
"NP_710424.1"	0	28407	0	1114	0
"NP_710425.1"	0	28418	0	1125	0
"NP_710428.1"	0	28429	0	1136	0
"NP_710429.1"	0	28440	0	1147	0
"NP_710430.2"	0	28451	0	1158	0
"NP_710431.1"	1	28462	1	1169	1
"NP_710432.1"	0	28473	0	1180	0
"NP_710434.1"	0	28484	0	1191	0
"NP_710435.2"	0	28495	0	1202	0
"NP_710436.1"	0	28504	0	1211	0
"NP_710437.1"	0	28516	0	1223	0
"NP_710439.2"	0	28525	0	1232	0
"NP_710440.1"	0	28536	0	1243	0
"NP_710442.2"	0	28547	0	1254	0
"NP_710443.2"	0	28558	0	1265	0
"NP_710444.1"	0	28568	0	1275	0
"NP_710447.1"	0	28579	0	1286	0
"NP_710449.2"	0	28590	0	1297	0
"NP_710450.2"	0	126	0	1	0
"NP_710452.1"	0	28610	0	1317	0
"NP_710453.1"	0	28622	0	1329	0
"NP_710454.2"	0	28633	0	1340	0
"NP_710455.1"	0	28644	0	1351	0
"NP_710457.1"	0	28653	0	1360	0
"NP_710459.1"	0	28664	0	1371	0
"NP_710460.1"	0	28675	0	1382	0
"NP_710461.1"	0	28686	0	1393	0
"NP_710462.1"	0	28696	0	1403	0
"NP_710464.2"	0	28707	0	1414	0
"NP_710465.1"	0	28718	0	1425	0
"NP_710467.1"	0	28730	0	1437	0
"NP_710469.2"	0	28741	0	1448	0
"NP_710470.1"	0	28752	0	1459	0
"NP_710472.1"	0	28763	0	1470	0
"NP_710473.1"	0	28774	0	1481	0
"NP_710474.1"	0	28785	0	1492	0
"NP_710475.2"	0	28796	0	1503	0
"NP_710477.2"	0	28807	0	1514	0
"NP_710478.1"	0	28814	0	1521	0
"NP_710479.1"	0	28825	0	1532	0
"NP_710480.1"	0	28836	0	1543	0
"NP_710481.1"	0	28847	0	1554	0
"NP_710482.1"	0	28858	0	1565	0
"NP_710483.1"	0	28869	0	1576	0
"NP_710484.1"	0	28879	0	1586	0
"NP_710485.1"	0	28889	0	1596	0
"NP_710487.2"	0	28900	0	1607	0
"NP_710488.2"	0	126	0	1	0
"NP_710489.1"	0	28919	0	1626	0
"NP_710490.1"	0	28930	0	1637	0
"NP_710491.1"	0	28939	0	1646	0
"NP_710492.1"	0	28948	0	1655	0
"NP_710493.1"	0	28957	0	1664	0
"NP_710494.1"	0	28967	0	1674	0
"NP_710495.1"	0	28978	0	1685	0
"NP_710496.2"	0	28989	0	1696	0
"NP_710498.2"	0	28998	0	1705	0
"NP_710499.1"	0	29007	0	1714	0
"NP_710500.1"	0	29018	0	1725	0
"NP_710501.1"	0	29028	0	1735	0
"NP_710502.1"	0	29039	0	1746	0
"NP_710503.2"	0	29049	0	1756	0
"NP_710504.2"	0	29060	0	1767	0
"NP_710506.1"	0	29070	0	1777	0
"NP_710507.2"	0	29080	0	1787	0
"NP_710508.2"	0	29091	0	1798	0
"NP_710509.1"	0	29102	0	1809	0
"NP_710511.1"	0	29111	0	1818	0
"NP_710513.1"	0	29118	0	1825	0
"NP_710514.1"	0	29127	0	1834	0
"NP_710515.1"	0	29139	0	1846	0
"NP_710516.1"	0	29150	0	1857	0
"NP_710518.1"	0	29160	0	1867	0
"NP_710519.2"	0	29171	0	1878	0
"NP_710520.2"	0	29182	0	1889	0
"NP_710522.1"	0	29193	0	1900	0
"NP_710524.1"	0	29204	0	1911	0
"NP_710526.1"	0	29215	0	1922	0
"NP_710527.2"	0	29224	0	1931	0
"NP_710528.1"	0	29235	0	1942	0
"NP_710530.1"	0	29247	0	1954	0
"NP_710531.1"	0	29258	0	1965	0
"NP_710532.1"	0	29269	0	1976	0
"NP_710533.1"	0	29280	0	1987	0
"NP_710534.2"	0	29291	0	1998	0
"NP_710536.1"	0	29300	0	2007	0
"NP_710538.1"	0	29311	0	2018	0
"NP_710539.1"	0	29322	0	2029	0
"NP_710541.1"	0	29333	0	2040	0
"NP_710542.1"	0	29342	0	2049	0
"NP_710543.3"	0	29354	0	2061	0
"NP_710544.2"	0	29365	0	2072	0
"NP_710545.2"	0	29376	0	2083	0
"NP_710546.1"	0	29386	0	2093	0
"NP_710548.3"	0	29397	0	2104	0
"NP_710549.2"	0	29408	0	2115	0
"NP_710550.1"	0	29418	0	2125	0
"NP_710551.2"	0	29426	0	2133	0
"NP_710552.1"	0	29437	0	2144	0
"NP_710553.1"	0	29448	0	2155	0
"NP_710554.2"	0	29461	0	2168	0
"NP_710555.1"	0	29470	0	2177	0
"NP_710556.1"	0	29479	0	2186	0
"NP_710557.1"	0	29490	0	2197	0
"NP_710558.1"	0	29500	0	2207	0
"NP_710559.2"	0	29511	0	2218	0
"NP_710560.2"	0	29522	0	2229	0
"NP_710561.1"	0	29533	0	2240	0
"NP_710562.2"	0	29544	0	2251	0
"NP_710563.1"	0	29555	0	2262	0
"NP_710564.1"	0	29566	0	2273	0
"NP_710565.1"	0	29577	0	2284	0
"NP_710566.1"	0	29588	0	2295	0
"NP_710567.2"	0	29599	0	2306	0
"NP_710568.2"	0	29610	0	2317	0
"NP_710569.1"	0	29621	0	2328	0
"NP_710570.2"	0	29632	0	2339	0
"NP_710571.1"	0	29643	0	2350	0
"NP_710572.1"	0	29654	0	2361	0
"NP_710573.1"	0	29664	0	2371	0
"NP_710574.1"	0	29676	0	2383	0
"NP_710575.2"	0	29687	0	2394	0
"NP_710576.1"	0	29698	0	2405	0
"NP_710577.2"	0	29708	0	2415	0
"NP_710578.1"	0	29719	0	2426	0
"NP_710580.1"	0	29730	0	2437	0
"NP_710581.2"	0	29741	0	2448	0
"NP_710582.1"	0	29752	0	2459	0
"NP_710583.1"	0	29763	0	2470	0
"NP_710584.1"	0	29774	0	2481	0
"NP_710585.1"	0	29786	0	2493	0
"NP_710586.2"	0	29797	0	2504	0
"NP_710587.1"	0	29807	0	2514	0
"NP_710588.1"	0	29818	0	2525	0
"NP_710589.1"	0	29828	0	2535	0
"NP_710590.1"	0	29839	0	2546	0
"NP_710591.1"	0	29849	0	2556	0
"NP_710592.1"	0	29860	0	2567	0
"NP_710593.1"	0	29870	0	2577	0
"NP_710594.1"	0	29881	0	2588	0
"NP_710595.1"	0	29893	0	2600	0
"NP_710596.1"	0	128	0	3	0
"NP_710597.1"	0	29914	0	2621	0
"NP_710598.2"	0	128	0	3	0
"NP_710599.2"	0	126	0	1	0
"NP_710600.1"	0	29945	0	2652	0
"NP_710601.1"	0	29956	0	2663	0
"NP_710602.1"	0	29967	0	2674	0
"NP_710604.1"	0	29977	0	2684	0
"NP_710606.1"	0	29988	0	2695	0
"NP_710607.1"	0	29998	0	2705	0
"NP_710608.1"	0	30007	0	2714	0
"NP_710609.1"	0	30018	0	2725	0
"NP_710610.2"	0	30029	0	2736	0
"NP_710611.2"	0	30039	0	2746	0
"NP_710612.2"	0	30050	0	2757	0
"NP_710613.2"	0	30059	0	2766	0
"NP_710614.1"	0	30069	0	2776	0
"NP_710615.2"	0	30080	0	2787	0
"NP_710619.1"	0	30091	0	2798	0
"NP_710620.2"	0	30100	0	2807	0
"NP_710622.1"	0	30111	0	2818	0
"NP_710623.2"	0	30122	0	2829	0
"NP_710624.1"	0	30132	0	2839	0
"NP_710625.2"	0	30142	0	2849	0
"NP_710627.2"	0	30153	0	2860	0
"NP_710628.1"	0	30162	0	2869	0
"NP_710629.2"	0	30170	0	2877	0
"NP_710630.2"	0	30179	0	2886	0
"NP_710631.2"	0	30184	0	2891	0
"NP_710632.2"	0	126	0	1	0
"NP_710633.1"	0	30186	0	2893	0
"NP_710636.1"	0	30187	0	2894	0
"NP_710638.1"	0	30188	0	2895	0
"NP_710639.1"	0	30189	0	2896	0
"NP_710640.1"	0	30190	0	2897	0
"NP_710641.1"	0	30191	0	2898	0
"NP_710642.1"	0	30192	0	2899	0
"NP_710643.1"	0	30193	0	2900	0
"NP_710644.1"	0	30194	0	2901	0
"NP_710645.1"	0	30196	0	2903	0
"NP_710646.1"	0	30197	0	2904	0
"NP_710647.1"	0	30198	0	2905	0
"NP_710648.1"	0	30199	0	2906	0
"NP_710650.1"	0	30200	0	2907	0
"NP_710652.1"	0	30201	0	2908	0
"NP_710655.1"	0	30202	0	2909	0
"NP_710658.1"	0	30203	0	2910	0
"NP_710659.2"	0	30204	0	2911	0
"NP_710660.2"	0	30205	0	2912	0
"NP_710663.1"	0	30207	0	2914	0
"NP_710665.2"	0	30208	0	2915	0
"NP_710669.1"	0	30209	0	2916	0
"NP_710670.2"	0	126	0	1	0
"NP_710673.2"	0	30210	0	2917	0
"NP_710675.1"	0	30211	0	2918	0
"NP_710676.1"	0	30212	0	2919	0
"NP_710677.1"	0	30213	0	2920	0
"NP_710679.1"	0	30214	0	2921	0
"NP_710681.1"	0	30215	0	2922	0
"NP_710682.1"	0	30218	0	2925	0
"NP_710683.1"	0	30219	0	2926	0
"NP_710684.2"	0	30220	0	2927	0
"NP_710685.1"	0	30221	0	2928	0
"NP_710686.1"	0	30222	0	2929	0
"NP_710687.2"	0	30223	0	2930	0
"NP_710690.1"	0	30224	0	2931	0
"NP_710692.1"	0	129	0	4	0
"NP_710694.1"	0	30225	0	2932	0
"NP_710695.1"	0	30226	0	2933	0
"NP_710696.1"	0	30228	0	2935	0
"NP_710698.1"	0	30229	0	2936	0
"NP_710699.1"	0	30230	0	2937	0
"NP_710701.1"	0	30231	0	2938	0
"NP_710703.1"	0	30232	0	2939	0
"NP_710704.1"	0	30233	0	2940	0
"NP_710705.2"	0	30234	0	2941	0
"NP_710706.1"	0	30235	0	2942	0
"NP_710711.1"	0	30236	0	2943	0
"NP_710713.1"	0	30237	0	2944	0
"NP_710714.1"	0	30239	0	2946	0
"NP_710715.1"	0	30240	0	2947	0
"NP_710716.2"	0	30241	0	2948	0
"NP_710717.1"	0	30242	0	2949	0
"NP_710718.1"	0	30243	0	2950	0
"NP_710719.1"	0	30244	0	2951	0
"NP_710721.1"	0	30245	0	2952	0
"NP_710722.1"	0	30246	0	2953	0
"NP_710724.1"	0	30247	0	2954	0
"NP_710725.1"	0	30248	0	2955	0
"NP_710727.1"	0	30250	0	2957	0
"NP_710728.1"	0	30251	0	2958	0
"NP_710729.2"	0	30252	0	2959	0
"NP_710730.1"	0	30253	0	2960	0
"NP_710731.2"	0	30254	0	2961	0
"NP_710732.1"	0	30255	0	2962	0
"NP_710733.1"	0	30256	0	2963	0
"NP_710735.1"	0	30257	0	2964	0
"NP_710737.1"	0	30258	0	2965	0
"NP_710738.1"	0	30259	0	2966	0
"NP_710739.1"	0	30261	0	2968	0
"NP_710740.2"	0	30262	0	2969	0
"NP_710741.1"	0	30263	0	2970	0
"NP_710742.2"	0	126	0	1	0
"NP_710743.1"	0	30264	0	2971	0
"NP_710744.1"	0	30265	0	2972	0
"NP_710745.1"	0	30266	0	2973	0
"NP_710746.2"	0	30267	0	2974	0
"NP_710747.1"	0	30268	0	2975	0
"NP_710749.1"	0	30269	0	2976	0
"NP_710750.2"	0	30271	0	2978	0
"NP_710751.2"	0	30272	0	2979	0
"NP_710752.1"	0	30273	0	2980	0
"NP_710753.2"	0	30274	0	2981	0
"NP_710754.2"	0	30275	0	2982	0
"NP_710755.1"	0	30276	0	2983	0
"NP_710756.1"	0	30277	0	2984	0
"NP_710757.1"	0	30278	0	2985	0
"NP_710759.2"	0	30279	0	2986	0
"NP_710760.2"	0	30280	0	2987	0
"NP_710761.2"	0	30282	0	2989	0
"NP_710763.1"	0	30283	0	2990	0
"NP_710764.1"	0	30284	0	2991	0
"NP_710766.2"	0	126	0	1	0
"NP_710768.1"	0	30285	0	2992	0
"NP_710769.2"	0	130	0	5	0
"NP_710770.1"	0	131	0	6	0
"NP_710771.2"	0	130	0	5	0
"NP_710772.1"	0	30286	0	2993	0
"NP_710773.1"	0	30287	0	2994	0
"NP_710774.1"	0	30289	0	2996	0
"NP_710775.1"	0	30290	0	2997	0
"NP_710776.1"	0	30291	0	2998	0
"NP_710779.2"	0	30292	0	2999	0
"NP_710780.1"	0	30293	0	3000	0
"NP_710781.1"	0	30294	0	3001	0
"NP_710783.1"	0	30295	0	3002	0
"NP_710784.1"	0	30296	0	3003	0
"NP_710786.2"	0	30297	0	3004	0
"NP_710787.2"	0	30298	0	3005	0
"NP_710788.1"	0	30300	0	3007	0
"NP_710789.2"	0	30301	0	3008	0
"NP_710791.1"	0	30302	0	3009	0
"NP_710792.1"	0	30303	0	3010	0
"NP_710793.1"	0	30304	0	3011	0
"NP_710796.2"	0	30305	0	3012	0
"NP_710797.2"	1	30306	1	3013	1
"NP_710798.2"	0	30307	0	3014	0
"NP_710799.2"	0	30308	0	3015	0
"NP_710801.1"	0	132	0	7	0
"NP_710806.1"	0	30310	0	3017	0
"NP_710808.2"	0	30311	0	3018	0
"NP_710810.1"	0	30312	0	3019	0
"NP_710811.2"	0	30313	0	3020	0
"NP_710812.1"	0	30314	0	3021	0
"NP_710813.2"	0	30315	0	3022	0
"NP_710814.1"	0	30316	0	3023	0
"NP_710815.1"	0	30317	0	3024	0
"NP_710816.1"	0	30318	0	3025	0
"NP_710817.2"	0	126	0	1	0
"NP_710818.1"	0	30321	0	3028	0
"NP_710819.1"	0	30322	0	3029	0
"NP_710820.2"	0	30323	0	3030	0
"NP_710821.1"	0	30324	0	3031	0
"NP_710822.1"	0	30325	0	3032	0
"NP_710824.1"	0	30326	0	3033	0
"NP_710825.2"	0	30327	0	3034	0
"NP_710826.2"	0	30328	0	3035	0
"NP_710827.1"	0	30329	0	3036	0
"NP_710828.1"	0	30330	0	3037	0
"NP_710829.1"	0	30332	0	3039	0
"NP_710830.1"	0	30333	0	3040	0
"NP_710831.2"	0	30334	0	3041	0
"NP_710834.2"	0	30335	0	3042	0
"NP_710835.2"	0	30336	0	3043	0
"NP_710836.1"	0	30337	0	3044	0
"NP_710837.1"	0	30338	0	3045	0
"NP_710838.1"	0	30339	0	3046	0
"NP_710840.1"	0	30340	0	3047	0
"NP_710843.2"	0	30341	0	3048	0
"NP_710844.2"	0	30343	0	3050	0
"NP_710846.1"	0	30344	0	3051	0
"NP_710847.1"	0	30345	0	3052	0
"NP_710851.2"	0	30346	0	3053	0
"NP_710852.1"	0	30347	0	3054	0
"NP_710854.2"	0	30348	0	3055	0
"NP_710855.1"	0	30349	0	3056	0
"NP_710856.2"	0	30350	0	3057	0
"NP_710857.2"	0	30351	0	3058	0
"NP_710859.1"	0	30352	0	3059	0
"NP_710861.2"	0	30354	0	3061	0
"NP_710863.1"	0	30355	0	3062	0
"NP_710865.1"	0	30356	0	3063	0
"NP_710866.1"	0	30357	0	3064	0
"NP_710867.1"	0	30358	0	3065	0
"NP_710868.1"	0	30359	0	3066	0
"NP_710869.1"	0	30360	0	3067	0
"NP_710870.1"	0	30361	0	3068	0
"NP_710871.1"	0	30362	0	3069	0
"NP_710874.1"	0	30363	0	3070	0
"NP_710875.1"	0	30365	0	3072	0
"NP_710876.1"	0	30366	0	3073	0
"NP_710877.1"	0	30367	0	3074	0
"NP_710878.1"	0	30368	0	3075	0
"NP_710880.1"	0	30369	0	3076	0
"NP_710881.1"	0	30370	0	3077	0
"NP_710882.1"	0	30371	0	3078	0
"NP_710883.2"	0	126	0	1	0
"NP_710884.1"	0	30372	0	3079	0
"NP_710886.2"	0	30373	0	3080	0
"NP_710887.1"	0	30375	0	3082	0
"NP_710888.1"	0	30376	0	3083	0
"NP_710890.2"	0	133	0	8	0
"NP_710891.1"	0	30377	0	3084	0
"NP_710892.2"	0	30378	0	3085	0
"NP_710893.2"	0	30379	0	3086	0
"NP_710894.2"	0	30380	0	3087	0
"NP_710895.1"	0	30381	0	3088	0
"NP_710896.1"	0	30382	0	3089	0
"NP_710897.2"	0	135	0	9	0
"NP_710898.1"	0	30384	0	3091	0
"NP_710899.1"	0	30385	0	3092	0
"NP_710900.1"	0	30386	0	3093	0
"NP_710901.1"	0	30387	0	3094	0
"NP_710904.2"	0	30388	0	3095	0
"NP_710907.1"	0	30389	0	3096	0
"NP_710908.1"	0	30390	0	3097	0
"NP_710909.2"	0	136	0	10	0
"NP_710911.2"	0	30391	0	3098	0
"NP_710912.2"	0	30392	0	3099	0
"NP_710915.1"	0	30394	0	3101	0
"NP_710916.1"	0	30395	0	3102	0
"NP_710917.1"	0	30396	0	3103	0
"NP_710918.1"	0	30397	0	3104	0
"NP_710919.1"	0	30398	0	3105	0
"NP_710920.1"	0	30399	0	3106	0
"NP_710921.1"	0	30400	0	3107	0
"NP_710922.1"	0	30401	0	3108	0
"NP_710923.1"	0	30402	0	3109	0
"NP_710924.1"	0	30403	0	3110	0
"NP_710925.1"	0	30405	0	3112	0
"NP_710926.1"	0	30406	0	3113	0
"NP_710927.1"	0	30407	0	3114	0
"NP_710928.1"	0	30408	0	3115	0
"NP_710929.2"	0	30409	0	3116	0
"NP_710930.1"	0	30410	0	3117	0
"NP_710931.1"	0	30411	0	3118	0
"NP_710932.1"	0	30412	0	3119	0
"NP_710933.1"	0	30413	0	3120	0
"NP_710934.1"	0	30414	0	3121	0
"NP_710935.1"	0	30416	0	3123	0
"NP_710936.1"	0	30417	0	3124	0
"NP_710937.2"	0	30418	0	3125	0
"NP_710938.1"	0	30419	0	3126	0
"NP_710939.1"	0	30420	0	3127	0
"NP_710940.1"	0	30421	0	3128	0
"NP_710941.1"	0	30422	0	3129	0
"NP_710942.1"	0	104	0	11	0
"NP_710943.1"	0	30423	0	3130	0
"NP_710944.1"	0	30424	0	3131	0
"NP_710945.1"	0	30427	0	3134	0
"NP_710946.1"	0	30428	0	3135	0
"NP_710947.1"	0	30429	0	3136	0
"NP_710950.2"	0	137	0	12	0
"NP_710954.1"	0	30430	0	3137	0
"NP_710956.2"	0	126	0	1	0
"NP_710957.1"	0	30431	0	3138	0
"NP_710958.2"	0	30432	0	3139	0
"NP_710959.1"	0	30433	0	3140	0
"NP_710960.2"	0	30434	0	3141	0
"NP_710962.1"	0	30436	0	3143	0
"NP_710963.1"	0	30437	0	3144	0
"NP_710965.1"	0	30438	0	3145	0
"NP_710966.1"	0	30439	0	3146	0
"NP_710967.1"	0	30440	0	3147	0
"NP_710968.2"	0	30441	0	3148	0
"NP_710969.1"	0	30442	0	3149	0
"NP_710970.2"	0	30443	0	3150	0
"NP_710971.1"	0	30444	0	3151	0
"NP_710972.1"	0	30445	0	3152	0
"NP_710973.1"	0	30447	0	3154	0
"NP_710974.1"	0	138	0	13	0
"NP_710975.1"	0	30448	0	3155	0
"NP_710977.2"	0	30449	0	3156	0
"NP_710979.1"	0	30450	0	3157	0
"NP_710980.1"	0	30451	0	3158	0
"NP_710981.1"	0	30452	0	3159	0
"NP_710982.1"	0	30453	0	3160	0
"NP_710983.1"	0	30454	0	3161	0
"NP_710984.1"	0	30455	0	3162	0
"NP_710985.1"	0	30457	0	3164	0
"NP_710986.1"	0	30458	0	3165	0
"NP_710987.2"	0	30459	0	3166	0
"NP_710989.1"	0	30460	0	3167	0
"NP_710990.1"	0	30461	0	3168	0
"NP_710991.1"	0	30462	0	3169	0
"NP_710992.1"	0	30463	0	3170	0
"NP_710993.2"	0	30464	0	3171	0
