"protein"	"is_antigenic"	"similarity_cluster"	"in_antigenic_cluster"	"selfSimilarity_cluster"	"in_selfAntigenic_cluster"
"P66858"	0	12153	0	2529	0
"P66867"	0	12154	0	2530	0
"P66879"	0	12155	0	2531	0
"P66887"	0	12180	0	2556	0
"P66988"	0	12197	0	2573	0
"P67003"	0	12199	0	2575	0
"P67008"	0	12156	0	2532	0
"P67012"	0	12158	0	2534	0
"P67042"	0	12205	0	2581	0
"P67053"	0	12414	0	2790	0
"P67132"	0	12298	0	2674	0
"P67173"	0	12276	0	2652	0
"P67193"	0	11848	0	2224	0
"P67212"	0	12060	0	2436	0
"P67228"	0	12261	0	2637	0
"P67260"	0	12262	0	2638	0
"P67311"	0	11577	0	1953	0
"P67384"	0	12211	0	2587	0
"P67454"	0	9749	0	125	0
"P67479"	0	12296	0	2672	0
"P67516"	0	12098	0	2474	0
"P67539"	0	12035	0	2411	0
"P67567"	0	12258	0	2634	0
"P67586"	0	12176	0	2552	0
"P67706"	0	9881	0	257	0
"P94340"	0	12112	0	2488	0
"Q45321"	0	11706	0	2082	0
"Q7CNS4"	0	9650	0	26	0
"Q7CNS5"	0	12618	0	2994	0
"Q7CNS6"	0	10008	0	384	0
"Q7CNS7"	0	11652	0	2028	0
"Q7CNS8"	0	12429	0	2805	0
"Q7CNT0"	0	10233	0	609	0
"Q7CNT2"	0	12216	0	2592	0
"Q7CNT3"	0	12222	0	2598	0
"Q7CNT4"	0	12227	0	2603	0
"Q7CNU2"	0	9697	0	73	0
"Q7CNU3"	0	177	0	10	0
"Q7CNV0"	0	9771	0	147	0
"Q7CNV1"	0	12492	0	2868	0
"Q8GH23"	0	94	0	4	0
"Q8XEM7"	0	12317	0	2693	0
"Q8XF28"	0	9739	0	115	0
"Q8XFQ1"	0	1474	0	21	0
"Q8XFQ2"	0	1474	0	21	0
"Q8XFW6"	0	9712	0	88	0
"Q8XGQ7"	0	1354	0	16	0
"Q8YAW3"	0	10109	0	485	0
"Q8YAW4"	0	11685	0	2061	0
"Q8YAW5"	0	11915	0	2291	0
"Q8YAW6"	0	9779	0	155	0
"Q8YAW7"	0	9765	0	141	0
"Q8YAW8"	0	10527	0	903	0
"Q8YAW9"	0	12774	0	3150	0
"Q8YAX0"	0	10294	0	670	0
"Q8YAX1"	0	11952	0	2328	0
"Q8YAX2"	0	9700	0	76	0
"Q8YAX3"	0	9702	0	78	0
"Q8YAX4"	0	10981	0	1357	0
"Q8YAX5"	0	10044	0	420	0
"Q8YAX6"	0	12446	0	2822	0
"Q8YAX7"	0	12361	0	2737	0
"Q8YAX8"	0	10482	0	858	0
"Q8YAX9"	0	11052	0	1428	0
"Q8YAY0"	0	12320	0	2696	0
"Q8YAY1"	0	10069	0	445	0
"Q8YAY2"	0	12630	0	3006	0
"Q8YAY3"	0	12587	0	2963	0
"Q8YAY4"	0	9769	0	145	0
"Q8YAY5"	0	12245	0	2621	0
"Q8YAY6"	0	11576	0	1952	0
"Q8YAY7"	0	10039	0	415	0
"Q8YAY8"	0	11265	0	1641	0
"Q8YAY9"	0	10625	0	1001	0
"Q8YAZ0"	0	10559	0	935	0
"Q8YAZ1"	0	10521	0	897	0
"Q8YAZ2"	0	11123	0	1499	0
"Q8YAZ3"	0	10198	0	574	0
"Q8YAZ4"	0	12364	0	2740	0
"Q8YAZ5"	0	11613	0	1989	0
"Q8YAZ6"	0	11298	0	1674	0
"Q8YAZ7"	0	11504	0	1880	0
"Q8YAZ8"	0	10943	0	1319	0
"Q8YAZ9"	0	12620	0	2996	0
"Q8YB00"	0	10549	0	925	0
"Q8YB01"	0	10667	0	1043	0
"Q8YB02"	0	10291	0	667	0
"Q8YB03"	0	9777	0	153	0
"Q8YB04"	0	10820	0	1196	0
"Q8YB05"	0	10959	0	1335	0
"Q8YB06"	0	11595	0	1971	0
"Q8YB07"	0	9900	0	276	0
"Q8YB08"	0	10080	0	456	0
"Q8YB09"	0	10253	0	629	0
"Q8YB10"	0	11958	0	2334	0
"Q8YB11"	0	12396	0	2772	0
"Q8YB12"	0	9854	0	230	0
"Q8YB13"	0	12409	0	2785	0
"Q8YB15"	0	12423	0	2799	0
"Q8YB16"	0	11000	0	1376	0
"Q8YB17"	0	10895	0	1271	0
"Q8YB18"	0	10977	0	1353	0
"Q8YB19"	0	9848	0	224	0
"Q8YB20"	0	10743	0	1119	0
"Q8YB21"	0	9698	0	74	0
"Q8YB22"	0	10053	0	429	0
"Q8YB23"	0	11019	0	1395	0
"Q8YB24"	0	9889	0	265	0
"Q8YB25"	0	10358	0	734	0
"Q8YB26"	0	11441	0	1817	0
"Q8YB27"	0	12386	0	2762	0
"Q8YB28"	0	10187	0	563	0
"Q8YB29"	0	11705	0	2081	0
"Q8YB30"	0	11248	0	1624	0
"Q8YB31"	0	11669	0	2045	0
"Q8YB32"	0	11537	0	1913	0
"Q8YB33"	0	12685	0	3061	0
"Q8YB34"	0	10292	0	668	0
"Q8YB35"	0	9985	0	361	0
"Q8YB36"	0	10555	0	931	0
"Q8YB37"	0	10869	0	1245	0
"Q8YB38"	0	11495	0	1871	0
"Q8YB39"	0	11113	0	1489	0
"Q8YB40"	0	12455	0	2831	0
"Q8YB41"	0	11423	0	1799	0
"Q8YB42"	0	10245	0	621	0
"Q8YB43"	0	9877	0	253	0
"Q8YB44"	0	12696	0	3072	0
"Q8YB45"	0	12165	0	2541	0
"Q8YB47"	0	10287	0	663	0
"Q8YB48"	0	10145	0	521	0
"Q8YB49"	0	9782	0	158	0
"Q8YB50"	0	9957	0	333	0
"Q8YB51"	0	11542	0	1918	0
"Q8YB52"	0	12005	0	2381	0
"Q8YB53"	0	12270	0	2646	0
"Q8YB54"	0	11771	0	2147	0
"Q8YB55"	0	11411	0	1787	0
"Q8YB56"	0	11949	0	2325	0
"Q8YB57"	0	12166	0	2542	0
"Q8YB58"	0	10724	0	1100	0
"Q8YB59"	0	11388	0	1764	0
"Q8YB60"	0	11867	0	2243	0
"Q8YB61"	0	11470	0	1846	0
"Q8YB62"	0	10742	0	1118	0
"Q8YB63"	0	12026	0	2402	0
"Q8YB64"	0	11754	0	2130	0
"Q8YB65"	0	10324	0	700	0
"Q8YB66"	0	11809	0	2185	0
"Q8YB67"	0	11392	0	1768	0
"Q8YB68"	0	12604	0	2980	0
"Q8YB69"	0	10584	0	960	0
"Q8YB70"	0	11517	0	1893	0
"Q8YB71"	0	12750	0	3126	0
"Q8YB73"	0	10050	0	426	0
"Q8YB75"	0	10768	0	1144	0
"Q8YB76"	0	11209	0	1585	0
"Q8YB77"	0	11727	0	2103	0
"Q8YB78"	0	12718	0	3094	0
"Q8YB79"	0	10186	0	562	0
"Q8YB80"	0	12399	0	2775	0
"Q8YB81"	0	10823	0	1199	0
"Q8YB82"	0	12748	0	3124	0
"Q8YB83"	0	10487	0	863	0
"Q8YB84"	0	9955	0	331	0
"Q8YB85"	0	9824	0	200	0
"Q8YB86"	0	9888	0	264	0
"Q8YB87"	0	11148	0	1524	0
"Q8YB88"	0	9686	0	62	0
"Q8YB89"	0	11439	0	1815	0
"Q8YB90"	0	9744	0	120	0
"Q8YB91"	0	12004	0	2380	0
"Q8YB92"	0	12755	0	3131	0
"Q8YB93"	0	9974	0	350	0
"Q8YB94"	0	9762	0	138	0
"Q8YB95"	0	9743	0	119	0
"Q8YB96"	0	11747	0	2123	0
"Q8YB97"	0	9693	0	69	0
"Q8YB98"	0	9958	0	334	0
"Q8YB99"	0	12398	0	2774	0
"Q8YBA0"	0	12309	0	2685	0
"Q8YBA1"	0	10288	0	664	0
"Q8YBA2"	0	12349	0	2725	0
"Q8YBA3"	0	9962	0	338	0
"Q8YBA4"	0	11524	0	1900	0
"Q8YBA5"	0	10188	0	564	0
"Q8YBA6"	0	11211	0	1587	0
"Q8YBA7"	0	9945	0	321	0
"Q8YBA8"	0	10512	0	888	0
"Q8YBA9"	0	11322	0	1698	0
"Q8YBB0"	0	10047	0	423	0
"Q8YBB1"	0	11156	0	1532	0
"Q8YBB2"	0	12727	0	3103	0
"Q8YBB3"	0	11788	0	2164	0
"Q8YBB4"	0	11586	0	1962	0
"Q8YBB5"	0	12509	0	2885	0
"Q8YBB6"	0	11325	0	1701	0
"Q8YBB7"	0	11600	0	1976	0
"Q8YBB8"	0	12575	0	2951	0
"Q8YBB9"	0	10260	0	636	0
"Q8YBC0"	0	10601	0	977	0
"Q8YBC1"	0	10234	0	610	0
"Q8YBC2"	0	10564	0	940	0
"Q8YBC3"	0	11329	0	1705	0
"Q8YBC4"	0	9923	0	299	0
"Q8YBC5"	0	11030	0	1406	0
"Q8YBC6"	0	11544	0	1920	0
"Q8YBC8"	0	12722	0	3098	0
"Q8YBC9"	0	11798	0	2174	0
"Q8YBD0"	0	10031	0	407	0
"Q8YBD1"	0	10500	0	876	0
"Q8YBD2"	0	11748	0	2124	0
"Q8YBD3"	0	12332	0	2708	0
"Q8YBD4"	0	11303	0	1679	0
"Q8YBD5"	0	12728	0	3104	0
"Q8YBD6"	0	12767	0	3143	0
"Q8YBD7"	0	11847	0	2223	0
"Q8YBD8"	0	12324	0	2700	0
"Q8YBD9"	0	9754	0	130	0
"Q8YBE0"	0	12560	0	2936	0
"Q8YBE1"	0	12711	0	3087	0
"Q8YBE2"	0	11115	0	1491	0
"Q8YBE3"	0	9706	0	82	0
"Q8YBE4"	0	9880	0	256	0
"Q8YBE5"	0	9746	0	122	0
"Q8YBE6"	0	10595	0	971	0
"Q8YBE7"	0	10412	0	788	0
"Q8YBE8"	0	10193	0	569	0
"Q8YBE9"	0	9676	0	52	0
"Q8YBF0"	0	11263	0	1639	0
"Q8YBF1"	0	11210	0	1586	0
"Q8YBF2"	0	10863	0	1239	0
"Q8YBF3"	0	11208	0	1584	0
"Q8YBF4"	0	11311	0	1687	0
"Q8YBF5"	0	10597	0	973	0
"Q8YBF6"	0	11164	0	1540	0
"Q8YBF7"	0	10966	0	1342	0
"Q8YBF8"	0	12329	0	2705	0
"Q8YBF9"	0	11247	0	1623	0
"Q8YBG0"	0	12557	0	2933	0
"Q8YBG1"	0	12401	0	2777	0
"Q8YBG2"	0	9993	0	369	0
"Q8YBG3"	0	9659	0	35	0
"Q8YBG4"	0	10173	0	549	0
"Q8YBG5"	0	11057	0	1433	0
"Q8YBG6"	0	11302	0	1678	0
"Q8YBG7"	0	11828	0	2204	0
"Q8YBG8"	0	10855	0	1231	0
"Q8YBH0"	0	955	0	15	0
"Q8YBH1"	0	953	0	14	0
"Q8YBH2"	0	11689	0	2065	0
"Q8YBH3"	0	11130	0	1506	0
"Q8YBH4"	0	11703	0	2079	0
"Q8YBH6"	0	11580	0	1956	0
"Q8YBH7"	0	10577	0	953	0
"Q8YBH8"	0	12660	0	3036	0
"Q8YBH9"	0	10761	0	1137	0
"Q8YBI0"	0	10985	0	1361	0
"Q8YBI1"	0	11931	0	2307	0
"Q8YBI2"	0	10960	0	1336	0
"Q8YBI3"	0	12720	0	3096	0
"Q8YBI4"	0	10997	0	1373	0
"Q8YBI5"	0	10786	0	1162	0
"Q8YBI6"	0	11488	0	1864	0
"Q8YBI7"	0	12778	0	3154	0
"Q8YBI8"	0	11601	0	1977	0
"Q8YBI9"	0	11202	0	1578	0
"Q8YBJ0"	0	12412	0	2788	0
"Q8YBJ1"	0	11641	0	2017	0
"Q8YBJ2"	0	9812	0	188	0
"Q8YBJ3"	0	11565	0	1941	0
"Q8YBJ4"	0	10232	0	608	0
"Q8YBJ5"	0	12511	0	2887	0
"Q8YBJ6"	0	12643	0	3019	0
"Q8YBJ7"	0	11060	0	1436	0
"Q8YBJ8"	0	11942	0	2318	0
"Q8YBJ9"	0	11732	0	2108	0
"Q8YBK0"	0	12737	0	3113	0
"Q8YBK1"	0	11309	0	1685	0
"Q8YBK2"	0	11644	0	2020	0
"Q8YBK3"	0	10350	0	726	0
"Q8YBK4"	0	10795	0	1171	0
"Q8YBK5"	0	11768	0	2144	0
"Q8YBK6"	0	9975	0	351	0
"Q8YBK7"	0	10301	0	677	0
"Q8YBK8"	0	10152	0	528	0
"Q8YBK9"	0	10268	0	644	0
"Q8YBL0"	0	10926	0	1302	0
"Q8YBL1"	0	10697	0	1073	0
"Q8YBL2"	0	10221	0	597	0
"Q8YBL3"	0	12420	0	2796	0
"Q8YBL4"	0	12294	0	2670	0
"Q8YBL5"	0	10391	0	767	0
"Q8YBL6"	0	12321	0	2697	0
"Q8YBL7"	0	10944	0	1320	0
"Q8YBL8"	0	11902	0	2278	0
"Q8YBL9"	0	9750	0	126	0
"Q8YBM0"	0	11223	0	1599	0
"Q8YBM1"	0	11378	0	1754	0
"Q8YBM2"	0	10334	0	710	0
"Q8YBM3"	0	10892	0	1268	0
"Q8YBM4"	0	10920	0	1296	0
"Q8YBM5"	0	10925	0	1301	0
"Q8YBM6"	0	12365	0	2741	0
"Q8YBM7"	0	10111	0	487	0
"Q8YBM8"	0	11442	0	1818	0
"Q8YBM9"	0	11006	0	1382	0
"Q8YBN0"	0	11968	0	2344	0
"Q8YBN1"	0	10909	0	1285	0
"Q8YBN2"	0	10344	0	720	0
"Q8YBN3"	0	11722	0	2098	0
"Q8YBN4"	0	11531	0	1907	0
"Q8YBN5"	0	12288	0	2664	0
"Q8YBN6"	0	12287	0	2663	0
"Q8YBN7"	0	11663	0	2039	0
"Q8YBN8"	0	12286	0	2662	0
"Q8YBN9"	0	12285	0	2661	0
"Q8YBP0"	0	12284	0	2660	0
"Q8YBP1"	0	11723	0	2099	0
"Q8YBP2"	0	11436	0	1812	0
"Q8YBP3"	0	11447	0	1823	0
"Q8YBP4"	0	11743	0	2119	0
"Q8YBP5"	0	10611	0	987	0
"Q8YBP6"	0	10619	0	995	0
"Q8YBP7"	0	10938	0	1314	0
"Q8YBP8"	0	12012	0	2388	0
"Q8YBP9"	0	10852	0	1228	0
"Q8YBQ0"	0	11191	0	1567	0
"Q8YBQ1"	0	11216	0	1592	0
"Q8YBQ2"	0	12658	0	3034	0
"Q8YBQ3"	0	11227	0	1603	0
"Q8YBQ4"	0	11959	0	2335	0
"Q8YBQ5"	0	10854	0	1230	0
"Q8YBQ6"	0	11481	0	1857	0
"Q8YBQ7"	0	10694	0	1070	0
"Q8YBQ8"	0	11696	0	2072	0
"Q8YBQ9"	0	10741	0	1117	0
"Q8YBR0"	0	10808	0	1184	0
"Q8YBR1"	0	10880	0	1256	0
"Q8YBR2"	0	10134	0	510	0
"Q8YBR4"	0	10825	0	1201	0
"Q8YBR5"	0	10413	0	789	0
"Q8YBR6"	0	11761	0	2137	0
"Q8YBR8"	0	9814	0	190	0
"Q8YBR9"	0	10371	0	747	0
"Q8YBS0"	0	9687	0	63	0
"Q8YBS1"	0	10755	0	1131	0
"Q8YBS2"	0	10065	0	441	0
"Q8YBS3"	0	12356	0	2732	0
"Q8YBS5"	0	11012	0	1388	0
"Q8YBS6"	0	10494	0	870	0
"Q8YBS7"	0	11683	0	2059	0
"Q8YBS8"	0	10866	0	1242	0
"Q8YBS9"	0	12745	0	3121	0
"Q8YBT0"	0	11726	0	2102	0
"Q8YBT1"	0	10404	0	780	0
"Q8YBT2"	0	10070	0	446	0
"Q8YBT3"	0	10406	0	782	0
"Q8YBT4"	0	9747	0	123	0
"Q8YBT5"	0	9801	0	177	0
"Q8YBT6"	0	11257	0	1633	0
"Q8YBT7"	0	10778	0	1154	0
"Q8YBT8"	0	11094	0	1470	0
"Q8YBT9"	0	11962	0	2338	0
"Q8YBU0"	0	10671	0	1047	0
"Q8YBU1"	0	11140	0	1516	0
"Q8YBU2"	0	12582	0	2958	0
"Q8YBU3"	0	11251	0	1627	0
"Q8YBU4"	0	9855	0	231	0
"Q8YBU5"	0	10486	0	862	0
"Q8YBU6"	0	12596	0	2972	0
"Q8YBU7"	0	10739	0	1115	0
"Q8YBU8"	0	11676	0	2052	0
"Q8YBU9"	0	12464	0	2840	0
"Q8YBV0"	0	11585	0	1961	0
"Q8YBV1"	0	9907	0	283	0
"Q8YBV2"	0	9672	0	48	0
"Q8YBV3"	0	9728	0	104	0
"Q8YBV4"	0	11300	0	1676	0
"Q8YBV5"	0	11063	0	1439	0
"Q8YBV6"	0	11487	0	1863	0
"Q8YBV7"	0	12506	0	2882	0
"Q8YBV8"	0	9662	0	38	0
"Q8YBV9"	0	12161	0	2537	0
"Q8YBW0"	0	11038	0	1414	0
"Q8YBW1"	0	12150	0	2526	0
"Q8YBW2"	0	10024	0	400	0
"Q8YBW3"	0	10513	0	889	0
"Q8YBW4"	0	12571	0	2947	0
"Q8YBW5"	0	10556	0	932	0
"Q8YBW6"	0	11267	0	1643	0
"Q8YBW7"	0	12683	0	3059	0
"Q8YBW8"	0	12007	0	2383	0
"Q8YBW9"	0	12402	0	2778	0
"Q8YBX0"	0	12415	0	2791	0
"Q8YBX1"	0	9938	0	314	0
"Q8YBX2"	0	11005	0	1381	0
"Q8YBX3"	0	12726	0	3102	0
"Q8YBX4"	0	9786	0	162	0
"Q8YBX5"	0	11111	0	1487	0
"Q8YBX6"	0	11786	0	2162	0
"Q8YBX7"	0	11161	0	1537	0
"Q8YBX8"	0	11590	0	1966	0
"Q8YBX9"	0	11826	0	2202	0
"Q8YBY0"	0	10772	0	1148	0
"Q8YBY1"	0	11125	0	1501	0
"Q8YBY2"	0	11530	0	1906	0
"Q8YBY3"	0	11021	0	1397	0
"Q8YBY4"	0	12410	0	2786	0
"Q8YBY5"	0	10730	0	1106	0
"Q8YBY6"	0	10270	0	646	0
"Q8YBY7"	0	11557	0	1933	0
"Q8YBY8"	0	12462	0	2838	0
"Q8YBY9"	0	10510	0	886	0
"Q8YBZ0"	0	10440	0	816	0
"Q8YBZ1"	0	11599	0	1975	0
"Q8YBZ2"	0	11567	0	1943	0
"Q8YBZ3"	0	10722	0	1098	0
"Q8YBZ4"	0	10958	0	1334	0
"Q8YBZ5"	0	9683	0	59	0
"Q8YBZ6"	0	11827	0	2203	0
"Q8YBZ7"	0	10798	0	1174	0
"Q8YBZ8"	0	10712	0	1088	0
"Q8YBZ9"	0	10906	0	1282	0
"Q8YC00"	0	10524	0	900	0
"Q8YC01"	0	11368	0	1744	0
"Q8YC02"	0	12714	0	3090	0
"Q8YC03"	0	11233	0	1609	0
"Q8YC04"	0	10751	0	1127	0
"Q8YC05"	0	12578	0	2954	0
"Q8YC06"	0	11634	0	2010	0
"Q8YC07"	0	10790	0	1166	0
"Q8YC08"	0	10261	0	637	0
"Q8YC09"	0	10557	0	933	0
"Q8YC10"	0	11224	0	1600	0
"Q8YC11"	0	11868	0	2244	0
"Q8YC12"	0	11795	0	2171	0
"Q8YC13"	0	10399	0	775	0
"Q8YC14"	0	10670	0	1046	0
"Q8YC15"	0	10715	0	1091	0
"Q8YC16"	0	11763	0	2139	0
"Q8YC17"	0	2272	0	24	0
"Q8YC18"	0	12500	0	2876	0
"Q8YC19"	0	11455	0	1831	0
"Q8YC20"	0	11299	0	1675	0
"Q8YC21"	0	10110	0	486	0
"Q8YC22"	0	10688	0	1064	0
"Q8YC23"	0	1354	0	16	0
"Q8YC24"	0	11957	0	2333	0
"Q8YC25"	0	10383	0	759	0
"Q8YC26"	0	9925	0	301	0
"Q8YC27"	0	12367	0	2743	0
"Q8YC28"	0	9828	0	204	0
"Q8YC29"	0	12059	0	2435	0
"Q8YC30"	0	10674	0	1050	0
"Q8YC31"	0	10918	0	1294	0
"Q8YC32"	0	11153	0	1529	0
"Q8YC33"	0	10017	0	393	0
"Q8YC34"	0	9732	0	108	0
"Q8YC35"	0	11665	0	2041	0
"Q8YC36"	0	10136	0	512	0
"Q8YC38"	0	11996	0	2372	0
"Q8YC39"	0	10560	0	936	0
"Q8YC40"	0	10921	0	1297	0
"Q8YC41"	0	12280	0	2656	0
"Q8YC42"	0	10466	0	842	0
"Q8YC43"	0	9689	0	65	0
"Q8YC44"	0	11025	0	1401	0
"Q8YC45"	0	9857	0	233	0
"Q8YC46"	0	11070	0	1446	0
"Q8YC47"	0	10078	0	454	0
"Q8YC48"	0	10090	0	466	0
"Q8YC49"	0	11820	0	2196	0
"Q8YC50"	0	12531	0	2907	0
"Q8YC51"	0	12662	0	3038	0
"Q8YC52"	0	9756	0	132	0
"Q8YC53"	0	10965	0	1341	0
"Q8YC54"	0	10837	0	1213	0
"Q8YC55"	0	12593	0	2969	0
"Q8YC56"	0	9767	0	143	0
"Q8YC57"	0	9991	0	367	0
"Q8YC59"	0	12279	0	2655	0
"Q8YC60"	0	12143	0	2519	0
"Q8YC61"	0	11687	0	2063	0
"Q8YC63"	0	10307	0	683	0
"Q8YC64"	0	11935	0	2311	0
"Q8YC65"	0	9981	0	357	0
"Q8YC66"	0	11066	0	1442	0
"Q8YC67"	0	11126	0	1502	0
"Q8YC68"	0	11068	0	1444	0
"Q8YC69"	0	11570	0	1946	0
"Q8YC70"	0	10594	0	970	0
"Q8YC72"	0	10250	0	626	0
"Q8YC73"	0	12691	0	3067	0
"Q8YC74"	0	10770	0	1146	0
"Q8YC75"	0	11976	0	2352	0
"Q8YC76"	0	12757	0	3133	0
"Q8YC77"	0	10382	0	758	0
"Q8YC78"	0	11051	0	1427	0
"Q8YC79"	0	11910	0	2286	0
"Q8YC80"	0	9701	0	77	0
"Q8YC81"	0	11608	0	1984	0
"Q8YC82"	0	11098	0	1474	0
"Q8YC83"	0	10579	0	955	0
"Q8YC84"	0	11327	0	1703	0
"Q8YC85"	0	10842	0	1218	0
"Q8YC86"	0	2075	0	22	0
"Q8YC87"	0	10299	0	675	0
"Q8YC88"	0	10905	0	1281	0
"Q8YC89"	0	11288	0	1664	0
"Q8YC90"	0	10030	0	406	0
"Q8YC91"	0	11973	0	2349	0
"Q8YC92"	0	11500	0	1876	0
"Q8YC93"	0	9944	0	320	0
"Q8YC94"	0	9978	0	354	0
"Q8YC95"	0	11594	0	1970	0
"Q8YC96"	0	11629	0	2005	0
"Q8YC97"	0	11114	0	1490	0
"Q8YC98"	0	12408	0	2784	0
"Q8YC99"	0	10898	0	1274	0
"Q8YCA0"	0	9967	0	343	0
"Q8YCA1"	0	11135	0	1511	0
"Q8YCA2"	0	11165	0	1541	0
"Q8YCA3"	0	9959	0	335	0
"Q8YCA4"	0	9778	0	154	0
"Q8YCA5"	0	12558	0	2934	0
"Q8YCA6"	0	12474	0	2850	0
"Q8YCA7"	0	12209	0	2585	0
"Q8YCA8"	0	12208	0	2584	0
"Q8YCA9"	0	493	0	13	0
"Q8YCB0"	0	493	0	13	0
"Q8YCB1"	0	12210	0	2586	0
