"protein"	"is_antigenic"	"similarity_cluster"	"in_antigenic_cluster"	"selfSimilarity_cluster"	"in_selfAntigenic_cluster"
"A0A0H2XEL3"	0	40944	0	142	0
"A0A0H2XEL4"	0	42458	0	1656	0
"A0A0H2XEL6"	0	41682	0	880	0
"A0A0H2XEL7"	0	1451	0	63	0
"A0A0H2XEL8"	0	41019	0	217	0
"A0A0H2XEM0"	0	41241	0	439	0
"A0A0H2XEM1"	0	42549	0	1747	0
"A0A0H2XEM2"	0	41440	0	638	0
"A0A0H2XEM3"	0	42233	0	1431	0
"A0A0H2XEM4"	0	1431	0	52	0
"A0A0H2XEM5"	0	42416	0	1614	0
"A0A0H2XEM6"	0	43283	0	2481	0
"A0A0H2XEM7"	0	41159	0	357	0
"A0A0H2XEM8"	0	41366	0	564	0
"A0A0H2XEM9"	0	41655	0	853	0
"A0A0H2XEN1"	0	41549	0	747	0
"A0A0H2XEN2"	0	41131	0	329	0
"A0A0H2XEN4"	0	41128	0	326	0
"A0A0H2XEN6"	0	41826	0	1024	0
"A0A0H2XEN7"	0	42251	0	1449	0
"A0A0H2XEN8"	0	41831	0	1029	0
"A0A0H2XEP1"	0	43124	0	2322	0
"A0A0H2XEP2"	0	42056	0	1254	0
"A0A0H2XEP3"	0	41201	0	399	0
"A0A0H2XEP6"	0	43321	0	2519	0
"A0A0H2XEP7"	0	42287	0	1485	0
"A0A0H2XEP9"	0	42577	0	1775	0
"A0A0H2XEQ0"	0	41210	0	408	0
"A0A0H2XEQ2"	0	41422	0	620	0
"A0A0H2XEQ5"	0	41747	0	945	0
"A0A0H2XEQ6"	0	41450	0	648	0
"A0A0H2XEQ7"	0	41389	0	587	0
"A0A0H2XEQ9"	0	42372	0	1570	0
"A0A0H2XER0"	0	41069	0	267	0
"A0A0H2XER1"	0	41947	0	1145	0
"A0A0H2XER4"	0	41274	0	472	0
"A0A0H2XER5"	0	41998	0	1196	0
"A0A0H2XER6"	0	41445	0	643	0
"A0A0H2XER9"	0	41336	0	534	0
"A0A0H2XES0"	0	43343	0	2541	0
"A0A0H2XES1"	0	40878	0	76	0
"A0A0H2XES4"	0	41164	0	362	0
"A0A0H2XES5"	0	41060	0	258	0
"A0A0H2XES7"	0	41644	0	842	0
"A0A0H2XES8"	0	41169	0	367	0
"A0A0H2XET0"	0	41606	0	804	0
"A0A0H2XET2"	0	1461	0	69	0
"A0A0H2XET3"	0	1418	0	42	0
"A0A0H2XET4"	0	42003	0	1201	0
"A0A0H2XET7"	0	42507	0	1705	0
"A0A0H2XET8"	0	1427	0	49	0
"A0A0H2XET9"	0	42343	0	1541	0
"A0A0H2XEU1"	0	41521	0	719	0
"A0A0H2XEU4"	0	43081	0	2279	0
"A0A0H2XEU5"	0	42523	0	1721	0
"A0A0H2XEU7"	0	42159	0	1357	0
"A0A0H2XEU8"	0	42280	0	1478	0
"A0A0H2XEU9"	0	42140	0	1338	0
"A0A0H2XEV1"	0	42198	0	1396	0
"A0A0H2XEV3"	0	42161	0	1359	0
"A0A0H2XEV4"	0	41091	0	289	0
"A0A0H2XEV6"	0	42225	0	1423	0
"A0A0H2XEV7"	0	42038	0	1236	0
"A0A0H2XEV9"	0	41551	0	749	0
"A0A0H2XEW0"	0	42073	0	1271	0
"A0A0H2XEW3"	0	41102	0	300	0
"A0A0H2XEW4"	0	42516	0	1714	0
"A0A0H2XEW5"	0	42427	0	1625	0
"A0A0H2XEW8"	0	42454	0	1652	0
"A0A0H2XEW9"	0	41136	0	334	0
"A0A0H2XEX2"	0	41065	0	263	0
"A0A0H2XEX3"	0	42192	0	1390	0
"A0A0H2XEX4"	0	41754	0	952	0
"A0A0H2XEX6"	0	41416	0	614	0
"A0A0H2XEX8"	0	42350	0	1548	0
"A0A0H2XEX9"	0	43022	0	2220	0
"A0A0H2XEY2"	0	42270	0	1468	0
"A0A0H2XEY5"	0	42338	0	1536	0
"A0A0H2XEY6"	0	42211	0	1409	0
"A0A0H2XEY9"	0	41996	0	1194	0
"A0A0H2XEZ0"	0	41597	0	795	0
"A0A0H2XEZ3"	0	41508	0	706	0
"A0A0H2XEZ4"	0	41109	0	307	0
"A0A0H2XEZ7"	0	41063	0	261	0
"A0A0H2XEZ9"	0	41232	0	430	0
"A0A0H2XF00"	0	41504	0	702	0
"A0A0H2XF02"	0	42059	0	1257	0
"A0A0H2XF03"	0	41571	0	769	0
"A0A0H2XF06"	0	41332	0	530	0
"A0A0H2XF07"	0	41909	0	1107	0
"A0A0H2XF08"	0	42172	0	1370	0
"A0A0H2XF10"	0	41685	0	883	0
"A0A0H2XF11"	0	41925	0	1123	0
"A0A0H2XF13"	0	42414	0	1612	0
"A0A0H2XF16"	0	41864	0	1062	0
"A0A0H2XF17"	0	41491	0	689	0
"A0A0H2XF19"	0	1454	0	65	0
"A0A0H2XF21"	0	43102	0	2300	0
"A0A0H2XF23"	0	43012	0	2210	0
"A0A0H2XF25"	0	43141	0	2339	0
"A0A0H2XF27"	0	41766	0	964	0
"A0A0H2XF29"	0	41203	0	401	0
"A0A0H2XF32"	0	41773	0	971	0
"A0A0H2XF33"	0	41077	0	275	0
"A0A0H2XF36"	0	41818	0	1016	0
"A0A0H2XF37"	0	41770	0	968	0
"A0A0H2XF41"	0	40903	0	101	0
"A0A0H2XF42"	0	41248	0	446	0
"A0A0H2XF43"	0	41929	0	1127	0
"A0A0H2XF45"	0	1422	0	45	0
"A0A0H2XF46"	0	43193	0	2391	0
"A0A0H2XF48"	0	1440	0	57	0
"A0A0H2XF50"	0	1413	0	39	0
"A0A0H2XF52"	0	42119	0	1317	0
"A0A0H2XF54"	0	41994	0	1192	0
"A0A0H2XF56"	0	43299	0	2497	0
"A0A0H2XF57"	0	42274	0	1472	0
"A0A0H2XF59"	0	42495	0	1693	0
"A0A0H2XF61"	0	42204	0	1402	0
"A0A0H2XF63"	0	41403	0	601	0
"A0A0H2XF64"	0	42448	0	1646	0
"A0A0H2XF66"	0	43348	0	2546	0
"A0A0H2XF69"	0	41734	0	932	0
"A0A0H2XF70"	0	42053	0	1251	0
"A0A0H2XF73"	0	43224	0	2422	0
"A0A0H2XF74"	0	41646	0	844	0
"A0A0H2XF75"	0	41800	0	998	0
"A0A0H2XF76"	0	42214	0	1412	0
"A0A0H2XF79"	0	41992	0	1190	0
"A0A0H2XF80"	0	41079	0	277	0
"A0A0H2XF83"	0	41756	0	954	0
"A0A0H2XF84"	0	42502	0	1700	0
"A0A0H2XF85"	0	41720	0	918	0
"A0A0H2XF86"	0	41097	0	295	0
"A0A0H2XF87"	0	41886	0	1084	0
"A0A0H2XF90"	0	41090	0	288	0
"A0A0H2XF92"	0	40975	0	173	0
"A0A0H2XF94"	0	43295	0	2493	0
"A0A0H2XF96"	0	43044	0	2242	0
"A0A0H2XF98"	0	41890	0	1088	0
"A0A0H2XFA1"	0	43026	0	2224	0
"A0A0H2XFA3"	0	41656	0	854	0
"A0A0H2XFA5"	0	42423	0	1621	0
"A0A0H2XFA8"	0	41381	0	579	0
"A0A0H2XFA9"	0	40921	0	119	0
"A0A0H2XFB1"	0	42397	0	1595	0
"A0A0H2XFB2"	0	41857	0	1055	0
"A0A0H2XFB3"	0	41544	0	742	0
"A0A0H2XFB5"	0	42295	0	1493	0
"A0A0H2XFB6"	0	40907	0	105	0
"A0A0H2XFB7"	0	42396	0	1594	0
"A0A0H2XFB9"	0	41469	0	667	0
"A0A0H2XFC0"	0	43177	0	2375	0
"A0A0H2XFC2"	0	41589	0	787	0
"A0A0H2XFC3"	0	42356	0	1554	0
"A0A0H2XFC5"	0	41251	0	449	0
"A0A0H2XFC6"	0	42055	0	1253	0
"A0A0H2XFC8"	0	41662	0	860	0
"A0A0H2XFD0"	0	41160	0	358	0
"A0A0H2XFD1"	0	43185	0	2383	0
"A0A0H2XFD2"	0	42385	0	1583	0
"A0A0H2XFD4"	0	42553	0	1751	0
"A0A0H2XFD5"	0	41379	0	577	0
"A0A0H2XFD7"	0	42499	0	1697	0
"A0A0H2XFD8"	0	42031	0	1229	0
"A0A0H2XFD9"	0	41196	0	394	0
"A0A0H2XFE1"	0	43297	0	2495	0
"A0A0H2XFE2"	0	40908	0	106	0
"A0A0H2XFE3"	0	41529	0	727	0
"A0A0H2XFE4"	0	41411	0	609	0
"A0A0H2XFE6"	0	42063	0	1261	0
"A0A0H2XFE7"	0	43007	0	2205	0
"A0A0H2XFE8"	0	41144	0	342	0
"A0A0H2XFF0"	0	42348	0	1546	0
"A0A0H2XFF1"	0	41369	0	567	0
"A0A0H2XFF2"	0	42210	0	1408	0
"A0A0H2XFF4"	0	1457	0	67	0
"A0A0H2XFF5"	0	1407	0	34	0
"A0A0H2XFF6"	0	41633	0	831	0
"A0A0H2XFF8"	0	41538	0	736	0
"A0A0H2XFF9"	0	42380	0	1578	0
"A0A0H2XFG0"	0	42566	0	1764	0
"A0A0H2XFG2"	0	1423	0	46	0
"A0A0H2XFG3"	0	40905	0	103	0
"A0A0H2XFG4"	0	43325	0	2523	0
"A0A0H2XFG6"	0	41174	0	372	0
"A0A0H2XFG7"	0	41375	0	573	0
"A0A0H2XFG8"	0	42146	0	1344	0
"A0A0H2XFH0"	0	41237	0	435	0
"A0A0H2XFH1"	0	42570	0	1768	0
"A0A0H2XFH2"	0	43025	0	2223	0
"A0A0H2XFH4"	0	43061	0	2259	0
"A0A0H2XFH5"	0	40890	0	88	0
"A0A0H2XFH6"	0	41453	0	651	0
"A0A0H2XFH8"	0	41808	0	1006	0
"A0A0H2XFH9"	0	40924	0	122	0
"A0A0H2XFI1"	0	42181	0	1379	0
"A0A0H2XFI2"	0	43023	0	2221	0
"A0A0H2XFI3"	0	40946	0	144	0
"A0A0H2XFI5"	0	42455	0	1653	0
"A0A0H2XFI6"	0	42256	0	1454	0
"A0A0H2XFI7"	0	42401	0	1599	0
"A0A0H2XFI8"	0	42087	0	1285	0
"A0A0H2XFI9"	0	42541	0	1739	0
"A0A0H2XFJ0"	0	43142	0	2340	0
"A0A0H2XFJ1"	0	41334	0	532	0
"A0A0H2XFJ2"	0	43267	0	2465	0
"A0A0H2XFJ3"	0	41306	0	504	0
"A0A0H2XFJ4"	0	41218	0	416	0
"A0A0H2XFJ5"	0	42213	0	1411	0
"A0A0H2XFJ6"	0	41769	0	967	0
"A0A0H2XFJ7"	0	41993	0	1191	0
"A0A0H2XFJ8"	0	41093	0	291	0
"A0A0H2XFJ9"	0	42581	0	1779	0
"A0A0H2XFK0"	0	1433	0	53	0
"A0A0H2XFK1"	0	41695	0	893	0
"A0A0H2XFK2"	0	42170	0	1368	0
"A0A0H2XFK3"	0	41443	0	641	0
"A0A0H2XFK4"	0	42024	0	1222	0
"A0A0H2XFK5"	0	42484	0	1682	0
"A0A0H2XFK6"	0	42572	0	1770	0
"A0A0H2XFK7"	0	41580	0	778	0
"A0A0H2XFK8"	0	41628	0	826	0
"A0A0H2XFK9"	0	43336	0	2534	0
"A0A0H2XFL0"	0	1459	0	68	0
"A0A0H2XFL1"	0	41788	0	986	0
"A0A0H2XFL2"	0	42000	0	1198	0
"A0A0H2XFL3"	0	41171	0	369	0
"A0A0H2XFL4"	0	41024	0	222	0
"A0A0H2XFL5"	0	41937	0	1135	0
"A0A0H2XFL6"	0	41699	0	897	0
"A0A0H2XFL7"	0	40879	0	77	0
"A0A0H2XFL8"	0	41333	0	531	0
"A0A0H2XFL9"	0	42432	0	1630	0
"A0A0H2XFM0"	0	41578	0	776	0
"A0A0H2XFM1"	0	41084	0	282	0
"A0A0H2XFM2"	0	41198	0	396	0
"A0A0H2XFM3"	0	42049	0	1247	0
"A0A0H2XFM4"	0	41745	0	943	0
"A0A0H2XFM5"	0	41922	0	1120	0
"A0A0H2XFM6"	0	43074	0	2272	0
"A0A0H2XFM7"	0	42100	0	1298	0
"A0A0H2XFM8"	0	41706	0	904	0
"A0A0H2XFM9"	0	41657	0	855	0
"A0A0H2XFN0"	0	41070	0	268	0
"A0A0H2XFN1"	0	41891	0	1089	0
"A0A0H2XFN2"	0	41669	0	867	0
"A0A0H2XFN3"	0	43242	0	2440	0
"A0A0H2XFN4"	0	1433	0	53	0
"A0A0H2XFN5"	0	40953	0	151	0
"A0A0H2XFN6"	0	41600	0	798	0
"A0A0H2XFN7"	0	41530	0	728	0
"A0A0H2XFN8"	0	41722	0	920	0
"A0A0H2XFN9"	0	41477	0	675	0
"A0A0H2XFP0"	0	42191	0	1389	0
"A0A0H2XFP1"	0	40964	0	162	0
"A0A0H2XFP2"	0	42193	0	1391	0
"A0A0H2XFP3"	0	1412	0	38	0
"A0A0H2XFP4"	0	43311	0	2509	0
"A0A0H2XFP5"	0	42283	0	1481	0
"A0A0H2XFP6"	0	41044	0	242	0
"A0A0H2XFP7"	0	42005	0	1203	0
"A0A0H2XFP8"	0	42142	0	1340	0
"A0A0H2XFP9"	0	40915	0	113	0
"A0A0H2XFQ0"	0	42062	0	1260	0
"A0A0H2XFQ1"	0	1453	0	64	0
"A0A0H2XFQ2"	0	41041	0	239	0
"A0A0H2XFQ3"	0	43266	0	2464	0
"A0A0H2XFQ4"	0	1436	0	56	0
"A0A0H2XFQ5"	0	42133	0	1331	0
"A0A0H2XFQ6"	0	42578	0	1776	0
"A0A0H2XFQ7"	0	41625	0	823	0
"A0A0H2XFQ8"	0	41802	0	1000	0
"A0A0H2XFQ9"	0	43128	0	2326	0
"A0A0H2XFR0"	0	41930	0	1128	0
"A0A0H2XFR1"	0	41651	0	849	0
"A0A0H2XFR2"	0	40990	0	188	0
"A0A0H2XFR3"	0	41744	0	942	0
"A0A0H2XFR4"	0	41321	0	519	0
"A0A0H2XFR5"	0	41206	0	404	0
"A0A0H2XFR6"	0	40957	0	155	0
"A0A0H2XFR7"	0	41436	0	634	0
"A0A0H2XFR8"	0	41221	0	419	0
"A0A0H2XFR9"	0	42069	0	1267	0
"A0A0H2XFS0"	0	43122	0	2320	0
"A0A0H2XFS1"	0	41784	0	982	0
"A0A0H2XFS2"	0	41462	0	660	0
"A0A0H2XFS3"	0	41561	0	759	0
"A0A0H2XFS4"	0	41165	0	363	0
"A0A0H2XFS5"	0	42006	0	1204	0
"A0A0H2XFS6"	0	41311	0	509	0
"A0A0H2XFS7"	0	42167	0	1365	0
"A0A0H2XFS8"	0	42054	0	1252	0
"A0A0H2XFS9"	0	41772	0	970	0
"A0A0H2XFT0"	0	42264	0	1462	0
"A0A0H2XFT1"	0	43204	0	2402	0
"A0A0H2XFT2"	0	40963	0	161	0
"A0A0H2XFT3"	0	41341	0	539	0
"A0A0H2XFT4"	0	41330	0	528	0
"A0A0H2XFT5"	0	41698	0	896	0
"A0A0H2XFT6"	0	41081	0	279	0
"A0A0H2XFT7"	0	41318	0	516	0
"A0A0H2XFT8"	0	42463	0	1661	0
"A0A0H2XFT9"	0	41051	0	249	0
"A0A0H2XFU0"	0	41378	0	576	0
"A0A0H2XFU1"	0	40984	0	182	0
"A0A0H2XFU2"	0	42358	0	1556	0
"A0A0H2XFU3"	0	42234	0	1432	0
"A0A0H2XFU4"	0	1419	0	43	0
"A0A0H2XFU5"	0	41085	0	283	0
"A0A0H2XFU6"	0	41214	0	412	0
"A0A0H2XFU7"	0	41262	0	460	0
"A0A0H2XFU8"	0	43290	0	2488	0
"A0A0H2XFU9"	0	41565	0	763	0
"A0A0H2XFV0"	0	40904	0	102	0
"A0A0H2XFV1"	0	42381	0	1579	0
"A0A0H2XFV2"	0	41338	0	536	0
"A0A0H2XFV3"	0	41376	0	574	0
"A0A0H2XFV4"	0	41242	0	440	0
"A0A0H2XFV5"	0	1445	0	59	0
"A0A0H2XFV6"	0	41839	0	1037	0
"A0A0H2XFV7"	0	41053	0	251	0
"A0A0H2XFV8"	0	42075	0	1273	0
"A0A0H2XFV9"	0	41583	0	781	0
"A0A0H2XFW0"	0	41795	0	993	0
"A0A0H2XFW1"	0	42217	0	1415	0
"A0A0H2XFW2"	0	42509	0	1707	0
"A0A0H2XFW3"	0	42011	0	1209	0
"A0A0H2XFW4"	0	40965	0	163	0
"A0A0H2XFW5"	0	43317	0	2515	0
"A0A0H2XFW6"	0	41767	0	965	0
"A0A0H2XFW7"	0	41142	0	340	0
"A0A0H2XFW8"	0	40883	0	81	0
"A0A0H2XFW9"	0	43072	0	2270	0
"A0A0H2XFX0"	0	42479	0	1677	0
"A0A0H2XFX1"	0	42366	0	1564	0
"A0A0H2XFX2"	0	42309	0	1507	0
"A0A0H2XFX3"	0	42302	0	1500	0
"A0A0H2XFX4"	0	41290	0	488	0
"A0A0H2XFX5"	0	43171	0	2369	0
"A0A0H2XFX6"	0	41617	0	815	0
"A0A0H2XFX7"	0	41342	0	540	0
"A0A0H2XFX8"	0	42134	0	1332	0
"A0A0H2XFX9"	0	41502	0	700	0
"A0A0H2XFY0"	0	43047	0	2245	0
"A0A0H2XFY1"	0	41280	0	478	0
"A0A0H2XFY2"	0	43346	0	2544	0
"A0A0H2XFY3"	0	43112	0	2310	0
"A0A0H2XFY4"	0	41167	0	365	0
"A0A0H2XFY5"	0	41555	0	753	0
"A0A0H2XFY6"	0	41479	0	677	0
"A0A0H2XFY7"	0	41991	0	1189	0
"A0A0H2XFY8"	0	41068	0	266	0
"A0A0H2XFY9"	0	41335	0	533	0
"A0A0H2XFZ0"	0	42277	0	1475	0
"A0A0H2XFZ1"	0	42500	0	1698	0
"A0A0H2XFZ2"	0	40999	0	197	0
"A0A0H2XFZ3"	0	42284	0	1482	0
"A0A0H2XFZ4"	0	43226	0	2424	0
"A0A0H2XFZ5"	0	41906	0	1104	0
"A0A0H2XFZ6"	0	42013	0	1211	0
"A0A0H2XFZ7"	0	42201	0	1399	0
"A0A0H2XFZ8"	0	42041	0	1239	0
"A0A0H2XFZ9"	0	41642	0	840	0
"A0A0H2XG00"	0	43339	0	2537	0
"A0A0H2XG01"	0	41812	0	1010	0
"A0A0H2XG02"	0	42394	0	1592	0
"A0A0H2XG03"	0	42033	0	1231	0
"A0A0H2XG04"	0	43092	0	2290	0
"A0A0H2XG05"	0	43236	0	2434	0
"A0A0H2XG06"	0	43107	0	2305	0
"A0A0H2XG07"	0	41901	0	1099	0
"A0A0H2XG08"	0	40979	0	177	0
"A0A0H2XG09"	0	41572	0	770	0
"A0A0H2XG10"	0	43214	0	2412	0
"A0A0H2XG11"	0	41172	0	370	0
"A0A0H2XG12"	0	40989	0	187	0
